Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount
HMRC,HMRC,18/01/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,5100084683,"1,228,226.61"
HMRC,HMRC,18/01/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,5100084693,"35,489.92"
HMRC,HMRC,18/01/2011,Storage Seized Goods,Specialist Investigations (SI),TNT UK Limited,5100084698,"102,148.45"
HMRC,HMRC,18/01/2011,Rent,Estates & Support Services,NB Real Estate Property,5100084737,"133,928.68"
HMRC,HMRC,19/01/2011,HR Consultancy,People Function,Corven Consulting Ltd,5100084905,"32,651.92"
HMRC,HMRC,19/01/2011,Interpretation,Customer Contact,Thebigword Interpreting Services Lt,5100084910,"44,443.37"
HMRC,HMRC,19/01/2011,Interpretation,Customer Contact,Thebigword Interpreting Services Lt,5100084914,"76,787.12"
HMRC,HMRC,19/01/2011,Interpretation,Customer Contact,Thebigword Interpreting Services Lt,5100084918,"48,870.44"
HMRC,HMRC,19/01/2011,Interpretation,Customer Contact,Thebigword Interpreting Services Lt,5100084920,"37,202.68"
HMRC,HMRC,19/01/2011,Interpretation,Customer Contact,Thebigword Interpreting Services Lt,5100084937,"28,023.78"
HMRC,HMRC,19/01/2011,Rent,Estates & Support Services,Eddisons,5100085038,"231,555.19"
HMRC,HMRC,19/01/2011,Court Fees,Debt Management & Banking,The Insolvency Service,5100085081,"27,030.00"
HMRC,HMRC,19/01/2011,Legal Service Sol's,Solicitors Office,Howes Percival Solicitors,5100085087,"55,410.83"
HMRC,HMRC,19/01/2011,Scottish Fee Notes,Solicitors Office,Edwards Angell Palmer & Dodge,5100085095,"26,317.47"
HMRC,HMRC,20/01/2011,Subscriptions to Publications,Excise Customs Stamps & Money,IOTA,1900188357,"38,613.96"
HMRC,HMRC,20/01/2011,Fixed Telephony Service to HMRC and VOA,Information Management Solutions,OGC Buying Solutions,5100082384,"-47,000.00"
HMRC,HMRC,20/01/2011,Fixed Telephony Service to HMRC and VOA,Information Management Solutions,OGC Buying Solutions,5100082408,"-44,297.72"
HMRC,HMRC,20/01/2011,Electricity,Estates & Support Services,OGC Buying Solutions,5100084708,"112,752.92"
HMRC,HMRC,20/01/2011,Mail and Fulfilment,Business Customer Unit,BSS Scotland Ltd,5100085541,"37,962.65"
HMRC,HMRC,20/01/2011,Travel agencies,Commercial Directorate,OGC Buying Solutions,5100085629,"44,062.50"
HMRC,HMRC,20/01/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100085666,"25,700.95"
HMRC,HMRC,20/01/2011,Valuation Services,Risk & Intelligence,Valuation Office Agency,5100085694,"878,085.00"
HMRC,HMRC,20/01/2011,Electricity,Estates & Support Services,EDF Energy,5100085702,"263,934.65"
HMRC,HMRC,20/01/2011,Non PFI serv VAT,Estates & Support Services,MacLellan International Limited,5100085720,"423,050.09"
HMRC,HMRC,21/01/2011,Research (VAT rec),Business Customer Unit,GFK NOP Ltd,5100085745,"34,114.80"
HMRC,HMRC,21/01/2011,Research (VAT rec),"Knowledge, Analysis & Intelligence",National Centre for Social Research,5100085963,"100,000.00"
HMRC,HMRC,21/01/2011,Govt finance service,Finance & Internal Audit,PricewaterhouseCoopers LLP,5100085968,"65,905.75"
HMRC,HMRC,21/01/2011,Diesel fuel,Commercial Directorate,Arval BNP Paribas Group,5100085970,"27,781.84"
HMRC,HMRC,21/01/2011,Diesel fuel,Commercial Directorate,Arval BNP Paribas Group,5100085976,"41,051.25"
HMRC,HMRC,24/01/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,1700105129,"-2,107.33"
HMRC,HMRC,24/01/2011,STEPS FUP VAT recvbl,Estates & Support Services,Mapeley Steps Limited,1700105129,"-84,554.63"
HMRC,HMRC,24/01/2011,High Court Costs,Debt Management & Banking,RBSG Central,1900192581,"40,000.00"
HMRC,HMRC,24/01/2011,Data Purchases,Risk & Intelligence,National Policing Improvement Agenc,5100086469,"41,015.61"
HMRC,HMRC,24/01/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100086494,"175,808.00"
HMRC,HMRC,24/01/2011,Business Rates,Estates & Support Services,NORTH LINCOLNSHIRE COUNCIL,5100086495,"70,115.24"
HMRC,HMRC,25/01/2011,Maj AW non-struc VAT,Estates & Support Services,Mapeley Steps Limited,5100086579,"25,956.51"
HMRC,HMRC,25/01/2011,Maj AW struc non-VAT,Estates & Support Services,Mapeley Steps Limited,5100086579,"7,310.97"
HMRC,HMRC,25/01/2011,Forensic Services,Criminal Investigations,Forensic Science Service,5100086670,"45,617.51"
HMRC,HMRC,25/01/2011,PRIME costs,Estates & Support Services,DWP,5100086708,"926,488.39"
HMRC,HMRC,25/01/2011,Scottish Fee Notes,Solicitors Office,expert witness,5100086722,"55,296.00"
HMRC,HMRC,25/01/2011,STEPS FUP,Estates & Support Services,Mapeley Steps Limited,5100086773,"17,183,005.62"
HMRC,HMRC,26/01/2011,STEPS VAT Indemnity,Estates & Support Services,Mapeley Steps Limited,1700108193,"-28,038.89"
HMRC,HMRC,26/01/2011,Samplng & Analytical,Specialist Investigations (SI),L G C Ltd,5100086798,"58,393.86"
HMRC,HMRC,26/01/2011,Crown Sol's Off NI,Debt Management & Banking,Crown Solicitors Office,5100087135,"60,813.74"
HMRC,HMRC,26/01/2011,Landlord Charges,Estates & Support Services,Mapeley Steps Limited,5100087222,"25,470.65"
HMRC,HMRC,26/01/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,5100087291,"29,375.00"
HMRC,HMRC,26/01/2011,Marketing Promotion,Communications & Marketing,COI - COI Trading Fund/GNN,5100087292,"47,994.70"
HMRC,HMRC,26/01/2011,Bank Charges PO Card,Finance & Internal Audit,Post Office Limited,5100087373,"841,770.84"
HMRC,HMRC,27/01/2011,Mail delivery/pickup,Commercial Directorate,DWP,5100087473,"32,009.90"
HMRC,HMRC,27/01/2011,Business Consultancy,Finance & Internal Audit,Citibank N.A.,5100087728,"38,775.00"
HMRC,HMRC,27/01/2011,Research (VAT rec),"Knowledge, Analysis & Intelligence",Market & Opinion Research Int,5100087827,"26,400.00"
HMRC,HMRC,27/01/2011,Maj AW non-struc VAT,Estates & Support Services,Mapeley Steps Limited,5100087934,"34,929.73"
HMRC,HMRC,27/01/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100087959,"138,817.41"
HMRC,HMRC,27/01/2011,Min AW non-struc VAT,Estates & Support Services,Mapeley Steps Limited,5100087961,"43,240.86"
HMRC,HMRC,27/01/2011,Gas,Estates & Support Services,Corona Energy,5100087991,"50,621.00"
HMRC,HMRC,27/01/2011,TNT Documented Servi,Commercial Directorate,TNT UK Limited,5100088030,"796,438.31"
HMRC,HMRC,28/01/2011,Photographic Consum,Criminal Investigations,Clearview Communications Ltd,5100088358,"31,719.13"
HMRC,HMRC,28/01/2011,Website Development,Business Customer Unit,Serco Assurance,5100088367,"44,222.70"
HMRC,HMRC,28/01/2011,Website Development,Business Customer Unit,Serco Assurance,5100088371,"31,620.78"
HMRC,HMRC,28/01/2011,Website Development,Business Customer Unit,Serco Assurance,5100088374,"341,724.94"
HMRC,HMRC,28/01/2011,Website Development,Business Customer Unit,Serco Assurance,5100088376,"129,422.39"
HMRC,HMRC,28/01/2011,Govt dept services,Risk & Intelligence,Foreign and Commonwealth Office,5100088407,"157,851.03"
HMRC,HMRC,28/01/2011,Website Development,Business Customer Unit,Serco Assurance,5100088429,"3,127,825.67"
HMRC,HMRC,28/01/2011,Research (VAT rec),Individuals Customer Directorate,TNS-BMRB,5100088435,"38,234.50"
HMRC,HMRC,31/01/2011,Radio Infrastructure,Commercial Directorate,British Telecommunications plc.,5100088702,"106,753.82"
HMRC,HMRC,31/01/2011,Radio Infrastructure,Commercial Directorate,British Telecommunications plc.,5100088703,"-59,985.95"
HMRC,HMRC,31/01/2011,Govt auditing serv,Central Compliance,Home Office Immigration & Nationali,5100088794,"73,437.50"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,Borough of Telford & Wrekin,5100088811,"292,755.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100088827,"89,010.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,South Lanarkshire Council,5100088828,"27,903.60"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,Dundee City Council,5100088832,"29,932.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100088841,"35,190.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,Glasgow City Council,5100088842,"28,980.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,West Lothian Council,5100088848,"39,703.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,Winchester City Council,5100088851,"31,941.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,North Lanarkshire Council,5100088856,"61,893.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,City Of Edinburgh Council,5100088865,"26,620.00"
HMRC,HMRC,31/01/2011,Business Rates,Estates & Support Services,City Of Edinburgh Council,5100088866,"32,872.00"
