x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Objective Value,Valid?,ReturnCode,CompTime,
Dim.  9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.9604960578,0.9649925162,0.8901953523,1.009455566,0.932415927,0.9811171684,1.080329189,0.8559782609,1.130949131,1.058035384,0.9805929474,0.9623144271,0.9956889795,0.9947873385,0.9687799131,1.129877325,1.093551186,1.094216775,0.9501269915,0.9499578059,0.8549556809,0.8728361697,1.100644845,0.9983713355,0.9905993894,0.9735979147,0.9652874632,0.9973590823,22824,FALSE,OPTIMAL,2.182409048
Dim.  10,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.9828350854,0.9962581074,0.8259420424,0.9968235207,1.069131178,0.9262858497,1.012344575,0.9566864295,1.082264082,1.038270782,0.9855479395,1.011952798,0.9847938548,0.9842864697,0.9878506737,1.032449545,1.066729323,1.078973573,0.9398137459,1.002953586,0.9252215955,0.8415747571,0.9623704187,0.9151284835,0.9754137876,0.9695619272,1.0023245,0.9971940249,22803,FALSE,OPTIMAL,3.41180706
Dim.  11,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0.9296156373,0.9392150341,0.9827793723,0.9623254783,1.023369432,0.9526744094,1.031845424,1.024538867,1.072072072,0.9875638463,0.9985135024,0.9862961553,0.9735068193,0.9749943341,1.062734703,1.101543332,0.9882157316,1.102183072,0.9688293697,0.9502109705,0.9605157131,0.9428821854,1.047587952,0.8957654723,0.9063956291,0.9937778525,0.9869827987,0.9879508129,22744,FALSE,OPTIMAL,2.986063957
Dim.  12,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.9501478318,0.9796274738,0.9498194612,0.9856689074,0.9968243628,0.8504384925,1.063780302,1.015316206,1.053326053,0.8969575838,0.9929804278,0.9842405786,0.9985107384,0.997506988,0.9563360577,1.181163435,1.059644303,1.095748755,0.9676749019,0.9231223629,0.9694601128,0.8928493171,0.9853073219,0.982446616,0.8781134501,0.919448415,0.9920192159,0.9871255261,22710,FALSE,OPTIMAL,5.062568188
Dim.  13,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9912122208,0.9315649426,0.9505601333,1.001699047,0.9697907337,0.8434858181,0.9714643528,0.9593214756,1.171626172,0.9980753572,0.9687009662,1.047430529,0.9916914877,0.9930497847,0.9255577645,0.9965176098,1.049667438,1.155572578,0.9391210652,0.937721519,0.9739726027,0.8704988679,0.9787772427,0.9698697068,0.9667363008,0.9547633061,0.9117464745,0.997936783,22656,FALSE,OPTIMAL,3.478281975
Dim.  14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.067509855,1.029519375,0.8347375243,1.022974071,0.9684879082,0.9953385478,0.9770999195,1.022068511,0.9996359996,1.007032349,0.9956230903,0.9499048344,0.9855776768,0.9994711793,1.063839187,0.9834586466,1.125072296,1.027192646,0.9432771492,0.9989029536,0.901369863,0.8433277335,0.9622071668,0.9548498009,0.9309014945,0.9454300849,0.8449558345,0.9867954114,22476,FALSE,OPTIMAL,17.69256592
Dim.  15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.9106438896,1.015715949,0.9956485511,0.9395730221,0.9153163423,0.9011614127,0.9828249396,1.035655468,0.9851669852,0.970464135,0.9914939301,1.087856871,0.998353974,0.9891214021,1.072822325,0.9980213692,1.061090226,1.094369973,0.9976910644,1.045991561,0.9844480258,0.8843765978,1.027263081,0.9131378936,0.8372167765,0.9456823341,0.9835735317,0.9945531072,22460,FALSE,OPTIMAL,91.40257192
Dim.  16,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.9956471748,1.114252453,0.8977872419,0.8541774396,0.9627880466,0.9592320455,0.9399767421,0.974555336,0.9881699882,1.106225479,0.9931455942,0.9625428245,0.9917698699,0.9978091713,0.9634047566,0.9847249703,1.109673222,1.034392953,0.946201801,1.019662447,0.9120064464,0.7634212256,0.9560035915,0.9988237423,0.9752530934,0.9652736904,0.9954284829,0.9778823141,22407,FALSE,OPTIMAL,56.75300789
Dim.  17,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.947109067,0.9136038583,0.9287103046,0.9985225678,0.9353472844,0.9575728846,0.9608193935,1.068675889,0.9774319774,0.9825301651,0.9708481295,0.8737723639,0.9854209124,0.9681952104,1.013474707,0.9825880491,1.130349913,1.134278054,0.9554375433,0.9997468354,0.9813053989,0.8236797896,1.025304057,0.9552117264,0.9323477422,0.9915076095,0.9466914613,0.9989271272,22370,FALSE,OPTIMAL,91.29839396
Dim.  18,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1.058557819,0.9200898054,0.8660309231,0.9732584768,1.009852618,0.9568618156,0.9341622685,1.011281291,0.9970879971,1.08994004,0.9985135024,1.037457175,0.9753879918,0.9859484778,0.9074442235,0.987336763,1.075766339,0.9983914209,0.966058647,1.008945148,0.9357775987,0.8839383537,0.9163333605,0.9570213536,0.9679415073,0.9870512066,0.9761351309,0.9962036808,22339,FALSE,OPTIMAL,103.59988
Dim.  19,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.055519054,1.00157991,0.9343579298,0.9713378149,1.041934696,0.9042427115,0.8933715001,1.051054018,0.9894439894,0.9994818269,0.999174168,0.9327750285,0.9918482521,0.9784694417,0.9310801856,0.9690542145,1.040341238,0.9957104558,0.9328099746,0.9215189873,0.9664786463,0.8380688043,1.092074116,0.9094281578,0.9950184798,0.9850332128,0.9552146289,0.970454733,22299,FALSE,OPTIMAL,118.5363178
Dim.  20,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.9237844941,0.9593381008,0.9047310434,0.9697126394,1.016773878,0.9980248084,0.9891761338,1.092144269,0.9938119938,0.9985935302,0.9729952928,0.9100114199,0.9562627371,0.9742388759,1.028569325,0.996596755,1.099190283,0.9788586748,0.9279612099,0.9722362869,0.9859790492,0.9010298736,0.9732266754,0.97140789,0.9813594729,0.9889851173,0.9806291647,0.9883634563,22267,FALSE,OPTIMAL,129.3625412
Dim.  21,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1.058639947,1.039165142,0.9561151745,0.9077343577,0.9690578943,0.9198072213,0.8618838894,1.006175889,0.9955409955,0.9993337775,0.9887686844,1.053368862,0.9960808904,0.9880637607,0.9348354319,0.9994459834,0.9665268942,0.9882803524,0.968136689,1.068860759,0.9546333602,0.8382148857,0.9729001714,0.9580166486,0.9687449783,0.8799293702,0.930032543,1,22155,FALSE,OPTIMAL,169.2041628
Dim.  22,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0.9057161629,1.042324963,0.9472271086,0.9450395213,1.072713948,0.9211503516,0.9465962966,1.067358366,0.9464009464,0.9809756459,0.9919894294,0.9519604111,0.9966295658,0.9962227091,1.016640895,0.9919271864,0.9932764604,0.9412485638,0.9706765181,0.9410970464,0.9652699436,0.8553064057,0.9622887928,0.9847991314,0.9783062831,0.975027327,0.9433596777,0.9858875959,22146,FALSE,OPTIMAL,310.2327471
Dim.  23,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.9766754271,0.9610843173,0.98157578,0.8850557731,1.053660125,0.9753496089,0.9566150818,0.9250658762,0.9828009828,0.9711303575,0.9836485259,0.981880472,0.9747609343,0.9869305734,0.977689419,0.992481203,0.9904569115,0.9954040597,0.966212576,1.092995781,0.9763900081,0.8728361697,0.9529834299,0.8894317771,0.9730033746,0.9975615909,0.9875251821,0.9816786333,22098,FALSE,OPTIMAL,369.256449
Dim.  24,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.9715013141,0.9789622485,0.9528747338,0.8965058728,0.9780962462,0.8000316031,0.9555416406,1.011528327,0.9988169988,0.9541786957,0.9924023454,1.054510849,0.9847938548,0.9909345018,0.9123039541,0.9687376336,0.9579959514,0.9499808502,0.8065111983,0.9804219409,0.9643835616,0.7604265576,0.9418006693,0.8347810351,0.9718785152,0.9606491213,0.990004649,0.9825039201,22041,FALSE,OPTIMAL,518.0923619
Dim.  25,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.9827529566,0.8754365541,0.9757429868,0.964467755,1.110088755,0.9257327961,0.9525002236,0.9771903821,0.9985439985,0.9774224591,0.9835659427,0.9493719071,0.9985107384,0.9763541588,0.9790884324,0.9732489118,0.9655147484,0.9892761394,0.971984915,0.9762869198,0.9068493151,0.7699948872,0.9846543139,0.958378574,0.9783062831,0.9846127974,0.9201921587,0.9986795411,22010,FALSE,OPTIMAL,5475.720063
Dim.  26,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.9443166886,1.009645768,0.9648180724,0.9881066706,0.9898216758,0.8469621553,0.9836300206,1.025115283,0.9916279916,0.9945961951,0.9256751177,0.9756376094,0.9976485343,0.9864017527,0.8894779471,0.9959635932,0.992481203,0.891306013,0.9021780959,0.9784810127,0.9311845286,0.8292308816,0.9808178924,0.9093376764,0.9497027157,0.8306566888,0.9662947466,0.9977717257,21940,FALSE,OPTIMAL,858.502933
Dim.  27,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0.9711727989,0.9234990853,0.958244607,0.9917263796,0.9636837391,0.9732954097,0.9117989087,0.9775197628,0.9782509783,0.9928936265,0.9933107606,0.9288922726,0.9786016617,0.9947117927,1.035269862,0.9831420657,0.9709369578,0.9857525852,0.9726775956,0.9835443038,0.9236905721,0.8551603243,0.9653089544,0.9716793341,0.9979913225,0.9782224838,0.9480086781,0.9943055212,21927,FALSE,OPTIMAL,2330.438641
Dim.  28,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.9094940867,0.943123233,0.9791685955,0.9615128906,0.989170263,0.87453583,0.9698541909,0.9888833992,0.968968969,0.9766822119,0.9893467669,0.9050628093,0.9992161781,0.9886681272,0.9667182093,0.9464978235,0.9776604974,0.9892761394,0.9269606711,0.9693670886,0.9661563255,0.9006646702,0.9864500857,0.917752443,0.9425518239,0.9281089717,0.9819463815,0.9905092019,21905,TRUE,OPTIMAL,869.4375131
