x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Objective Value,Valid?,ReturnCode,CompTime,
Dim.  10,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1.004798172,0.9353931545,0.9977517454,1.014444499,0.9856428604,1.01636514,1.02041375,0.9371034042,0.9954045697,1.027761736,0.9987473904,0.9790041526,1.012528188,0.9606347898,0.9883700441,0.9697193198,0.9960741898,0.9813537573,0.9814100039,1.096517413,0.9931560937,1.007129208,0.8939909047,0.9790297832,0.9798292237,1.032850129,0.9505431675,1.010277963,1.061741227,0.9649101892,42198,FALSE,TIME_LIMIT,0.1530311108
Dim.  11,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1.011576542,0.9797964847,0.9816195322,0.9469715517,0.990229806,1.019925907,1.052324899,1.021870136,0.9839804157,1.033990595,0.9949478079,0.97799511,1.032286931,0.9354492993,1.005638767,0.9767260807,1.025718063,0.9619857246,0.9586845215,0.9963643322,0.9842063701,0.9578862267,0.9056028964,0.9856788763,0.9964712033,1.023614683,1.002532059,0.9835635819,1.03334442,1.006715943,42032,FALSE,TIME_LIMIT,0.1974740028
Dim.  12,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1.023914699,0.9855689177,0.9924663748,0.885031582,0.9730746296,1.029133547,0.9930780963,1.002155086,0.9251417282,0.9914611006,0.9936951983,0.9987192921,1.090346136,0.9083264633,0.9874537445,0.9708666257,1.049553339,0.972972973,0.9984245766,0.9988901646,0.98530315,1.004961047,0.9683871253,0.9873313137,0.9972553803,1.049528486,0.9229763947,1.063873169,1.018543156,0.989111429,42066,FALSE,TIME_LIMIT,0.2574517727
Dim.  13,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1.077303884,0.9742090657,0.9930580207,0.9576947559,0.9935782762,1.014854512,0.9788823276,0.9700682444,0.9837227281,1.021532877,0.9893528184,0.9861062599,0.9895479114,0.9915498763,0.9981321586,0.9977053882,0.9875415615,0.9991579116,0.996297755,0.9797550708,0.9957883654,0.9335954726,0.9536403373,0.9799740331,0.9757776422,1.033707427,1.012660296,1.005451065,0.9909363047,0.9530281354,41938,FALSE,TIME_LIMIT,0.3409779072
Dim.  14,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0.9872810358,0.9092691952,0.9972389855,0.9128923273,0.9835787349,0.9914397727,0.9931563099,1.009817616,0.9928276928,0.9579242637,0.9823799582,0.9751232196,0.9918387801,0.9488046167,0.9860440529,0.9485351362,1.068661619,0.9777047077,0.9822764868,0.9955223881,0.9969290164,0.983242687,0.9735529162,0.9984262501,0.9877581249,1.095160159,1.016580903,1.061584554,1.04199235,1.021777142,41995,FALSE,TIME_LIMIT,0.4542808533
Dim.  15,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.9810357959,0.9834967623,0.9917563996,0.976056407,0.9755974497,1.000863216,0.9845528137,1.029612484,0.9899072324,1.075942579,0.9816701461,0.9996895254,0.9923399076,0.9716405606,0.9931629956,0.9816431059,0.9865400793,0.9754992381,0.9690035447,0.9862610027,0.9739843819,0.9568205204,0.9886529207,0.9992918126,0.9950771107,0.9801652248,1.035775545,1.004161119,0.9901879262,0.9703544746,41794,FALSE,TIME_LIMIT,0.6169669628
Dim.  16,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.9840060929,0.9964107308,0.9886403976,0.9341428781,0.9915141507,1.039204402,0.9649211998,0.9120804566,1.053040715,0.9627505981,0.9742797495,0.9897155276,0.9721516269,0.9511541632,0.975154185,0.9726695349,1.0258783,0.9667174593,0.9903111461,0.9871794872,0.9969290164,0.9214684698,0.9897125701,0.9894165322,0.9900235253,0.9879198815,1.019888916,0.9749084554,1.060535506,1.002265141,41774,FALSE,TIME_LIMIT,0.8527081013
Dim.  17,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0.9230769231,0.9584088807,0.9928213624,1.001958576,0.9942663181,0.995468115,0.9930780963,1.007423075,0.9952757258,0.9980199653,0.9837578288,0.9762874995,0.9983534381,1.007337181,0.9484757709,0.9569350543,1.008332332,0.9953083647,0.9872784561,0.9878683506,0.9811792577,0.9749742761,0.9873725109,0.9956721879,0.9961662455,0.9819187904,1.085640774,1.023551931,0.9654914352,0.9597440788,41775,FALSE,TIME_LIMIT,1.196147919
Dim.  18,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0.9940974867,0.9869010176,0.9970417702,0.9724820056,0.9975230494,0.9995683919,0.9726643463,0.9491160155,1.026885415,0.971371999,0.961085595,0.9862226879,0.9956330315,0.9881286068,0.9312070485,0.9893054702,0.9844970556,0.9921806079,0.9918865695,0.9792575584,0.988023164,0.9552403351,0.9974391805,0.9782429083,0.9989544306,0.9947393032,0.9649187291,0.9713715047,0.9987527025,0.9910983945,41692,FALSE,TIME_LIMIT,1.714817047
Dim.  19,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0.9937166794,1.036336725,0.9963712381,0.9881016501,0.9983945691,1.03179513,0.9890892026,0.9454842958,0.9794279333,0.9588730303,0.9961586639,0.971281096,0.9992125139,0.9352019786,0.9129162996,0.9659086253,1.042262549,0.9771834149,0.997912564,0.978989667,0.9799069931,0.9953696898,0.9928032143,0.9983475627,0.9771281694,0.9798145117,0.9932206159,0.9872669774,0.9876933311,0.9484978541,41718,FALSE,TIME_LIMIT,2.478698015
Dim.  20,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.991507997,0.990453284,0.9884431823,1.001028252,0.9859639466,1.032262705,0.9742677252,0.9647603464,0.9950609861,0.9576767593,0.993736952,0.9677882563,0.9983176433,0.9991343776,0.9482290749,0.9729563614,0.9957136562,0.9871681771,0.9968885388,0.9794106391,0.9938580328,0.9859620756,0.9860037971,0.9999606563,0.9861897708,0.9780609461,0.9145225843,0.9883904794,0.9858223848,1.00751073,41728,FALSE,TIME_LIMIT,3.668392897
Dim.  21,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0.9824447829,1.017539315,0.9901786771,0.8887528767,0.9967432687,0.9797503866,0.963317821,0.9902222932,0.9905085037,0.9714132497,0.9965344468,0.9794698646,0.9870064789,1.024525969,0.9285638767,0.9232944069,0.992068261,0.9761007298,0.9997636865,0.9639112132,0.9942528736,0.9470454211,0.9717868339,0.9690758154,0.9844471552,0.9967656457,0.9970595442,0.9905958722,0.9922667554,1.016928946,41681,FALSE,TIME_LIMIT,5.526966095
Dim.  22,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.9540746382,0.9769842738,0.99755453,0.9706703227,0.99325719,0.9850375859,0.9800946385,0.9824001277,0.9792561416,0.9980199653,0.9996659708,0.9551752241,0.996742671,0.9600577082,0.9596123348,0.9385781602,0.9762849017,0.9948672708,0.9858211894,0.9469192499,0.9858734755,0.9829854476,0.9789836196,0.9911476571,0.997995992,0.9706570026,0.9955893163,1.055426099,0.9916846832,0.9875615959,41721,FALSE,TIME_LIMIT,8.519830942
Dim.  23,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.9918888043,0.987493062,0.9974362008,0.996719385,0.979358745,0.9903247851,0.9824410465,1.037554376,0.9993987287,0.9893573138,0.9867640919,0.9970893003,0.9895121165,0.9683841715,0.9761057269,0.9609506249,0.9828946841,0.9944662764,0.9873966128,0.998163031,0.9990348337,0.9553138321,0.9645900481,0.9860329701,0.9800034852,0.978645468,0.9511557625,0.9940912117,0.9857392317,0.9514783023,41672,FALSE,TIME_LIMIT,13.40982103
Dim.  24,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0.9920030465,1.03493062,0.9943201988,0.9349263086,0.9922021926,0.9607596303,0.9816198037,0.989064932,0.9960058409,0.9401452025,0.9945302714,0.9990685761,0.9951676988,0.9881286068,0.8735506608,0.9212046712,0.98650002,0.9404523218,0.9957857424,0.9656716418,0.9833728174,0.9649051889,1.016733631,0.9954754692,0.9979088612,0.9951679526,0.9895858858,0.940204727,0.9631215699,1,41667,FALSE,TIME_LIMIT,21.58696699
Dim.  25,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0.9882330541,0.9084551341,0.9917563996,1.002790971,0.9942663181,0.9843901737,0.9817371241,0.930558327,0.9728139495,0.9924923686,0.9516075157,0.9657313618,0.9896910907,0.9838004946,0.9403348018,1.020815407,0.9692745263,0.9313898468,0.9875935408,0.9811327976,0.9952180398,0.9683962958,0.9680780608,0.9860723138,0.9993029537,0.9999610319,0.9623049906,0.9913864847,0.9975885581,0.9599030361,41646,FALSE,TIME_LIMIT,35.60937095
Dim.  26,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0.9856435644,0.9442738205,0.9995266832,1.012387994,0.9983486996,0.9933460418,0.9833405029,0.989224568,0.9646967875,0.9896048181,0.9577035491,0.9517988124,0.9979954899,0.9481450948,0.9393832599,0.9920098341,0.9791691704,0.9719303874,0.9878298543,0.9869881362,0.9768360095,0.9406144348,0.9138593315,0.9816264705,0.996776161,0.9931805783,0.9698603284,0.9780292943,0.9986695493,0.9934032745,41643,FALSE,TIME_LIMIT,60.20810795
Dim.  27,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.9950875857,0.9941535615,0.9818561906,0.9991186407,0.9804137425,0.9911880013,0.9767705604,0.9608492637,0.9774952757,0.9659681544,0.9991649269,0.9365079365,0.9997136414,0.9630255565,0.9138678414,0.9511985249,0.9940311661,0.9505974818,0.9921622686,0.9934175277,0.9977186979,0.9983095693,0.969667535,0.9972852815,0.978304435,0.9748265918,0.9839500123,0.9929260985,0.9785464826,0.9837068828,41630,TRUE,TIME_LIMIT,104.523025
Dim.  28,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0.9950875857,0.9941535615,0.9818561906,0.9991186407,0.9804137425,0.9911880013,0.9767705604,0.9608492637,0.9774952757,0.9659681544,0.9991649269,0.9365079365,0.9997136414,0.9630255565,0.9138678414,0.9511985249,0.9940311661,0.9505974818,0.9921622686,0.9934175277,0.9977186979,0.9983095693,0.969667535,0.9972852815,0.978304435,0.9748265918,0.9839500123,0.9929260985,0.9785464826,0.9837068828,41630,TRUE,TIME_LIMIT,186.5373499
