x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Objective Value,Valid?,ReturnCode,CompTime,
Dim.  11,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1.032402923,1.017295471,0.9867728682,0.9815551814,0.9866783663,0.9824236482,0.958814365,0.9868284072,0.9929132943,0.9303077918,0.9990837748,1.060857886,0.9994577685,0.9994348002,0.9592413908,0.970166427,1.043490471,0.9624548175,0.9949400506,1.003568825,0.9913664364,41982,FALSE,OPTIMAL,1.532856941
Dim.  12,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1.008276834,1.028718526,1.041807828,0.9605464565,0.9989231015,0.998692668,0.9586146287,0.9863305119,0.9777330287,0.9084943156,0.9929490499,0.9834214723,0.9853597497,0.9987484861,0.9809515888,0.9974933224,1.036268806,1.010960395,0.9998166685,1.011819333,0.9962665671,41889,FALSE,OPTIMAL,9.636309862
Dim.  13,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0.9973144316,0.9957364653,1.01492107,1.016875861,0.9620293555,0.9590006174,0.9750329565,0.9746526049,0.9753320683,0.958683797,0.9985260726,0.9766221775,0.9982481752,0.997577715,0.9978372983,0.9840147935,1.054684052,0.9954914688,0.9994133392,0.9902528877,0.9652790741,41845,FALSE,OPTIMAL,5.808820009
Dim.  14,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0.9673329224,1.016692141,0.989403878,1.030078065,0.9819719209,0.9877982351,0.9599728359,0.9983252614,0.990977036,0.9925131713,0.9731107836,0.9987408713,0.9979562044,0.998546629,0.9980452504,0.951756729,0.9956268806,0.9683625481,0.9906134272,1.030507694,0.9668657831,41741,FALSE,OPTIMAL,13.11308908
Dim.  15,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1.023597781,0.9568417666,0.9969364954,1.022003674,0.9853222719,1.011584414,0.959253785,0.9903589372,0.9809859428,0.9487937887,0.9978090268,0.9932007051,0.9957038582,0.9960839725,0.9530444186,0.9749332238,0.9943831494,0.994908469,0.9903567631,0.9917111171,0.994773194,41712,FALSE,OPTIMAL,24.39373016
Dim.  16,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1.029585278,0.9991955595,1.036978303,1.028356039,0.9848835354,0.9514108291,0.9640075101,0.9652831214,0.9850520854,0.9774932988,0.9807592718,0.9983631327,0.9998748697,0.9988292289,0.9931375811,0.939305527,0.9958676028,0.9707722803,0.9919700803,0.9944357036,0.9298581296,41664,FALSE,OPTIMAL,44.43421507
Dim.  17,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0.9825658184,0.9903064918,0.9936567433,1.006199296,0.9973276962,0.9914297128,0.9833020413,1.031503191,0.9763001975,0.9874757371,0.9966936223,0.9925711408,0.9989572471,0.9982236577,0.9897687573,0.9899732895,0.9892878636,0.9828986746,0.9976166905,0.9886795349,0.9486186298,41622,FALSE,OPTIMAL,58.93278503
Dim.  18,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1.031698512,0.9884160566,0.9929359187,1.027858564,0.9952536694,0.9596542833,0.9703990732,0.9797220839,0.9601518027,0.9512893983,0.999681313,0.9830857047,0.9906569343,0.9969721437,0.9758775578,0.9924799671,0.9792577733,0.9694508143,0.9871301287,0.999501132,0.9929531454,41591,FALSE,OPTIMAL,74.65938902
Dim.  19,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0.9945848375,0.9695921487,0.9919988467,1.002678708,0.9879148054,0.9781021898,0.9383214157,0.9830715611,0.9410602951,0.9986597652,0.9978886986,0.9963485268,0.9987904067,0.9977392006,0.9712610215,0.9787959729,0.9794583751,1.008900463,0.9907967587,0.9965846732,0.988986373,41583,FALSE,OPTIMAL,69.13575697
Dim.  20,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0.9759619618,0.9687474861,0.9793123333,0.9918108067,0.9958918315,0.9880524385,0.9757520074,0.9966505228,0.9990318708,0.9835474628,0.9936262598,0.9639469487,0.9998331595,0.9963665725,0.9875644651,0.9852475858,0.9954262788,0.9683625481,0.9905400946,0.997735907,0.9799327982,41528,TRUE,OPTIMAL,84.02463508
Dim.  21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
