"Data_x","Data_y","x0001","y0001"
4900.57728,790.547852,4874.296732,
4400.310662,789.373047,4507.699817,
3962.151006,788.198242,4193.573334,
3781.771275,787.022461,3924.273159,
3471.904915,785.847656,3693.837828,
3326.081219,784.671875,3496.394744,
3265.529132,783.496094,3327.464432,
3413.465829,782.319336,3182.94222,
3045.130901,781.143555,3059.659034,
2821.590055,779.966797,2954.492476,
2647.162374,778.789063,2864.981029,
2980.503324,777.612305,2789.115323,
2908.34157,776.43457,2724.90048,
2944.620092,775.256836,2670.778216,
2736.988367,774.079102,2625.325997,
2584.761846,772.900391,2587.264211,
2651.233962,771.72168,2555.52539,
2739.028191,770.542969,2529.124434,
2589.457908,769.364258,2507.181823,
2641.473169,768.18457,2488.895191,
2500.745668,767.004883,2473.573282,
2620.831826,765.825195,2460.574512,
2476.202088,764.644531,2449.310329,
2594.383015,763.464844,2439.274493,
2441.6106,762.28418,2429.9751,
2513.424998,761.102539,2420.983808,
2244.578241,759.921875,2411.928006,
2458.414609,758.740234,2402.444468,
2505.145536,757.558594,2392.229452,
2340.46435,756.375977,2380.997363,
2404.339736,755.194336,2368.524419,
2335.104601,754.011719,2354.579667,
2475.252458,752.829102,2338.99333,
2235.072684,751.645508,2321.600506,
2430.307258,750.461914,2302.291934,
2226.344119,749.27832,2280.973771,
2320.315801,748.094727,2257.57867,
2146.205386,746.911133,2232.064549,
1989.143388,745.726563,2204.389843,
1884.990753,744.541992,2174.579708,
2274.663576,743.356445,2142.633708,
1850.02421,742.171875,2108.651513,
2243.89396,740.986328,2072.643075,
1984.047717,739.799805,2034.687076,
1871.938559,738.614258,1994.945393,
1814.73438,737.427734,1953.466405,
1888.247576,736.241211,1910.408765,
1837.497059,735.054688,1865.910031,
1748.910894,733.867188,1820.078907,
1736.212036,732.680664,1773.145389,
1731.983281,731.493164,1725.193001,
1784.620875,730.304688,1676.384665,
1689.980022,729.117188,1626.968458,
1464.985722,727.928711,1577.032307,
1572.428674,726.739258,1526.744178,
1568.402777,725.550781,1476.353767,
1387.810013,724.361328,1425.942465,
1308.201751,723.171875,1375.711434,
1396.748485,721.982422,1325.81489,
1390.726643,720.791992,1276.360071,
1229.286168,719.602539,1227.568295,
1076.319658,718.411133,1179.45228,
1217.340787,717.220703,1132.254307,
1049.745534,716.029297,1086.010629,
985.0416798,714.838867,1040.900547,
941.3336684,713.646484,996.9079208,
840.9935069,712.455078,954.2253115,
879.0841043,711.262695,912.8552958,
942.2904291,710.070313,872.8955983,
864.9990975,708.87793,834.3980076,
697.5952457,707.68457,797.3747056,
727.1759108,706.491211,761.8901296,
748.3229825,705.297852,727.9672892,
666.7970516,704.104492,695.6205256,
652.2581116,702.910156,664.8316668,
666.9779602,701.71582,635.6267475,
470.257686,700.521484,607.9980459,
537.2001229,699.326172,581.911309,
899.0003816,698.131836,557.3905039,
557.8550337,696.936523,534.3727014,
622.4298724,695.740234,512.8354746,
634.6348235,694.544922,492.7854129,
467.0126164,693.348633,474.1596305,
479.0766752,692.152344,456.944358,
691.5928567,690.955078,441.0966978,
398.4817968,689.757813,426.6017493,
452.0288657,688.560547,413.4317546,
561.8133749,687.363281,401.5614815,
512.8155071,686.166016,390.9687621,
338.5261774,684.967773,381.6278235,
543.8899083,683.769531,373.5330069,
354.8341282,682.570313,366.6683929,
480.6143785,681.37207,361.0383056,
570.7669621,680.172852,356.6304862,
458.5640107,678.973633,353.4502208,
333.7708124,677.773438,351.4992591,
458.8977657,676.573242,350.7852356,
483.8414967,675.373047,351.3132521,
414.9121949,674.172852,353.0875858,
393.7442634,672.97168,356.1130855,
445.2782532,671.770508,360.3865463,
517.4351742,670.569336,365.8996698,
410.4626939,669.368164,372.6361843,
436.4907917,668.166016,380.5768192,
262.6865552,666.963867,389.6785064,
413.1267292,665.761719,399.8895515,
500.9520216,664.558594,411.1527416,
376.5697362,663.355469,423.3769648,
418.2675381,662.152344,436.4618404,
368.3477381,660.949219,450.2895458,
577.8455473,659.745117,464.7369651,
481.8205885,658.541016,479.6413025,
485.2675339,657.336914,494.8356912,
471.8929593,656.132813,510.1402005,
400.2047083,654.927734,525.3768365,
618.7447925,653.722656,540.3352084,
523.7856884,652.516602,554.8252921,
476.3254492,651.311523,568.6225035,
640.0955163,650.105469,581.5526412,
536.1871909,648.899414,593.4168771,
461.0867806,647.692383,604.049599,
592.9285382,646.485352,613.2846924,
531.8364512,645.27832,620.9880554,
596.8212204,644.071289,627.0509562,
657.3691226,642.864258,631.3928921,
564.4571487,641.65625,633.9650084,
808.6023207,640.447266,634.7443224,
690.3162771,639.239258,633.7430145,
697.9666053,638.030273,631.0045889,
649.4916803,636.821289,626.6046345,
635.8899277,635.612305,620.6468045,
564.1216744,634.402344,613.2534861,
552.0090576,633.193359,604.5873039,
551.9894372,631.983398,594.8027983,
687.9796596,630.772461,584.0794326,
507.6402133,629.561523,572.6157489,
550.0329451,628.350586,560.6069244,
439.3363923,627.139648,548.2476506,
757.5923661,625.928711,535.7279571,
584.335346,624.716797,523.2192481,
612.959176,623.504883,510.9014954,
674.2190196,622.291992,498.9203468,
625.8275489,621.080078,487.4333279,
447.2420569,619.867188,476.5417254,
474.4579114,618.654297,466.355375,
495.1150073,617.44043,456.9476304,
533.9318425,616.226563,448.38816,
415.8412653,615.012695,440.7193016,
443.6086342,613.798828,433.9657761,
333.0618014,612.583984,428.1318658,
477.3669924,611.369141,423.2176607,
485.4155246,610.154297,419.2050365,
414.8931435,608.938477,416.0633466,
286.4142941,607.723633,413.7608321,
361.1407833,606.507813,412.250622,
503.2554067,605.291016,411.4869177,
120.8164444,604.075195,411.420528,
124.4134169,602.858398,411.9996777,
335.0582102,601.641602,413.1731241,
132.36573,600.423828,414.8921374,
21.72627233,599.206055,417.1077254,
249.410989,597.988281,419.7744672,
117.3797801,596.770508,422.8502905,
58.82300873,595.551758,426.2997178,
106.5086764,594.333008,430.0858342,
200.8810507,593.114258,434.1779523,
124.5504137,591.895508,438.5492449,
-36.2704148,590.675781,443.1804124,
-2.790007569,589.456055,448.0484233,
126.4977846,588.235352,453.1411011,
25.7929849,587.015625,458.4369769,
0.4215904865,585.794922,463.9339527,
46.23131407,584.574219,469.6197892,
138.6020911,583.352539,475.4934217,
-23.37374259,582.130859,481.5465553,
-36.41195734,580.90918,487.7772048,
-68.37506306,579.6875,494.1850862,
-137.6628031,578.464844,500.7768148,
-37.72258002,577.243164,507.5446835,
-112.1312799,576.019531,514.5095001,
119.5516788,574.796875,521.6607878,
-29.48737659,573.573242,529.0177321,
70.25331235,572.349609,536.5844744,
-20.54060951,571.125977,544.3731523,
-11.76650733,569.901367,552.4052654,
-70.90454621,568.676758,560.6931468,
-79.52266572,567.452148,569.2595271,
-176.4195445,566.226563,578.1395304,
-133.0336891,565.001953,587.3534111,
-184.0254795,563.775391,596.9659824,
-5.085704424,562.549805,607.0067959,
-83.63476108,561.323242,617.5557498,
-132.0871876,560.097656,628.6741151,
-136.1921339,558.870117,640.4846033,
-222.2897202,557.643555,653.0757138,
-92.92524574,556.416016,666.6078437,
-10.93573819,555.188477,681.2403097,
-6.815499372,553.959961,697.188718,
-139.527581,552.732422,714.6687359,
24.49670248,551.503906,733.9936745,
102.5686436,550.275391,755.486084,
-80.17039142,549.045898,779.5584169,
82.4951842,547.816406,806.6502589,
12.92384665,546.586914,837.286285,
249.9555159,545.357422,872.065749,
456.0429038,544.126953,911.7011794,
228.9341293,542.896484,956.9312757,
635.3719356,541.666016,1008.607436,
627.0277696,540.43457,1067.719118,
675.2464123,539.203125,1135.256256,
1033.740307,537.97168,1212.330301,
981.8639794,536.740234,1300.128773,
1303.093034,535.507813,1399.988672,
1258.815168,534.275391,1513.152207,
1372.527434,533.042969,1640.959152,
1654.273256,531.80957,1784.879653,
2008.678552,530.576172,1946.152964,
2133.7408,529.342773,2126.064219,
2309.242604,528.108398,2325.978564,
2707.347395,526.875,2546.654062,
2898.570132,525.640625,2789.347817,
3458.098584,524.405273,3054.808089,
3877.596064,523.170898,3343.053196,
4270.508059,521.935547,3654.675138,
4699.59152,520.699219,3989.519508,
5136.515445,519.463867,4346.463781,
5490.280795,518.227539,4725.060097,
5985.39626,516.991211,5123.579183,
6377.177094,515.754883,5540.104968,
6429.250958,514.517578,5972.60253,
6758.136046,513.280273,6417.901215,
7175.785998,512.042969,6872.710762,
7369.113339,510.804688,7333.698271,
7287.80783,509.566406,7796.439201,
7866.725139,508.328125,8256.562704,
7908.618282,507.089844,8709.472375,
8342.038988,505.850586,9150.77293,
8722.925585,504.611328,9575.311225,
9230.82565,503.37207,9978.356838,
9426.100109,502.131836,10355.6405,
10028.64978,500.891602,10702.56911,
10721.78258,499.651367,11015.31179,
11195.14611,498.410156,11290.83597,
11753.0968,497.169922,11526.28221,
12073.33855,495.927734,11720.83709,
11968.79387,494.686523,11874.20676,
12198.70145,493.444336,11988.97432,
12388.49516,492.202148,12070.2055,
12270.59497,490.959961,12126.69892,
12253.60429,489.717773,12171.29501,
12687.41345,488.474609,12220.61554,
12365.26609,487.231445,12293.41247,
12628.56586,485.987305,12407.59289,
12695.09507,484.743164,12575.31165,
13145.70231,483.499023,12797.73106,
13590.40976,482.254883,13059.84186,
13609.46794,481.009766,13326.48373,
13550.56076,479.765625,13538.80072,
13349.5145,478.519531,13618.04131,
13112.80952,477.274414,13482.81824,
12593.67016,476.02832,13089.98205,
12474.38302,474.782227,12466.25451,
11924.34195,473.535156,11692.31059,
10783.44062,472.289063,10862.78769,
10180.75415,471.041992,10053.58343,
9650.92977,469.793945,9318.194995,
8951.468076,468.546875,8688.647887,
8292.846075,467.298828,8175.939394,
7911.376579,466.050781,7778.452053,
7602.63595,464.801758,7485.110739,
7658.856679,463.553711,7281.829159,
7011.024073,462.303711,7153.823214,
6924.254185,461.054688,7089.440847,
6944.047726,459.804688,7079.649677,
7056.338898,458.554688,7118.514091,
6953.132112,457.304688,7202.316387,
7073.359408,456.054688,7328.929369,
7194.127524,454.803711,7497.39247,
7218.423955,453.552734,7707.144169,
7369.106199,452.300781,7958.319034,
7546.230873,451.048828,8250.974546,
7757.771468,449.796875,8585.542171,
8121.496288,448.544922,8962.653491,
8323.954769,447.291992,9383.467671,
8830.194273,446.039063,9848.683135,
9149.254224,444.786133,10359.40342,
9923.492271,443.533203,10916.8053,
10349.01007,442.279297,11522.55584,
11115.82515,441.025391,12177.31507,
12076.21658,439.770508,12882.48729,
12566.51602,438.515625,13638.00204,
13539.30104,437.260742,14443.64106,
14490.34432,436.005859,15298.27711,
15909.5082,434.75,16200.27178,
16998.17627,433.494141,17145.01676,
18471.09712,432.238281,18126.54781,
19717.13042,430.982422,19136.48383,
20716.54767,429.725586,20164.45118,
22308.83686,428.46875,21195.3686,
23350.2396,427.210938,22212.4681,
24855.00689,425.953125,23194.22189,
25743.60232,424.695313,24117.20502,
26280.73908,423.4375,24956.14488,
27001.05574,422.178711,25685.69879,
27594.58505,420.919922,26280.31487,
27652.37884,419.661133,26718.05059,
27369.36356,418.402344,26981.75836,
26918.4457,417.142578,27060.67495,
26567.62118,415.882813,26951.2304,
25846.65896,414.62207,26657.65144,
24900.60494,413.361328,26191.86443,
23912.03199,412.100586,25571.99463,
22974.14931,410.839844,24820.70346,
22528.8845,409.578125,23962.58591,
21486.08667,408.316406,23024.30446,
20672.25111,407.054688,22031.15967,
19883.21847,405.791992,21005.60629,
18804.13768,404.530273,19969.67219,
18577.44255,403.266602,18938.20315,
17577.65447,402.003906,17927.56656,
17192.36684,400.740234,16947.07705,
16218.38958,399.476563,16005.62116,
15761.69446,398.212891,15108.90753,
15371.09287,396.948242,14260.04969,
14892.34126,395.683594,13461.95899,
14056.70951,394.418945,12715.64307,
13425.60207,393.15332,12020.72248,
13038.37629,391.887695,11377.31851,
12476.16079,390.62207,10784.55786,
11699.58401,389.355469,10240.93374,
11178.61211,388.088867,9745.702837,
10441.37509,386.822266,9297.62425,
10415.37979,385.555664,8895.49106,
9906.669956,384.288086,8537.907021,
9519.062645,383.020508,8224.138304,
8948.825926,381.75293,7953.197553,
8673.122257,380.484375,7723.990849,
8423.709666,379.21582,7535.830945,
8163.125349,377.947266,7387.788529,
8143.513796,376.677734,7278.80169,
7801.449062,375.408203,7207.891372,
7653.012893,374.138672,7173.783217,
7438.220511,372.869141,7174.986105,
7129.557727,371.598633,7209.783217,
7279.967272,370.328125,7276.118803,
7060.971847,369.056641,7371.665472,
7001.845997,367.786133,7493.495651,
6671.879787,366.513672,7638.75112,
7234.947162,365.242188,7803.574975,
7257.752043,363.969727,7984.301095,
7306.525588,362.698242,8176.40254,
7387.129704,361.424805,8375.786982,
7996.387127,360.152344,8577.231825,
8126.700559,358.878906,8776.117667,
8799.11321,357.605469,8967.295779,
8949.586134,356.331055,9145.938112,
9161.189628,355.056641,9307.06326,
9469.177451,353.782227,9446.086542,
9728.294433,352.507813,9558.775828,
9987.754012,351.232422,9641.403597,
10102.32222,349.957031,9690.633301,
10140.73758,348.681641,9703.853311,
9756.264853,347.405273,9679.110517,
9865.885429,346.128906,9615.197293,
9466.598133,344.852539,9511.696444,
9116.729768,343.575195,9368.837109,
8974.782777,342.297852,9187.792186,
8702.054388,341.020508,8970.386038,
8511.876849,339.743164,8719.10064,
8498.068606,338.464844,8436.772387,
8187.258527,337.186523,8127.141918,
8121.194488,335.907227,7793.898912,
7865.772685,334.628906,7441.785943,
7610.66458,333.349609,7074.672944,
7322.647961,332.069336,6696.997995,
7152.127458,330.789063,6313.461931,
6571.77224,329.508789,5928.339201,
5997.693747,328.228516,5545.66499,
5746.065824,326.948242,5169.157159,
4856.588594,325.666992,4801.881764,
4509.983575,324.384766,4446.788514,
4214.347214,323.103516,4106.890237,
3840.933118,321.821289,3783.674518,
3198.735062,320.539063,3478.944639,
2806.371768,319.255859,3193.572623,
2336.293936,317.973633,2928.644876,
1998.938556,316.689453,2683.833337,
1801.987698,315.40625,2459.617692,
1725.857778,314.12207,2255.242543,
1449.241551,312.837891,2070.209584,
1050.118858,311.553711,1903.628617,
1009.171664,310.268555,1754.338572,
732.8084824,308.983398,1621.29804,
378.718085,307.698242,1503.256976,
539.9837613,306.412109,1398.853524,
372.5559855,305.126953,1306.954442,
129.3080744,303.839844,1226.093801,
86.18658132,302.553711,1155.245418,
151.7366907,301.266602,1093.14215,
104.4703817,299.979492,1038.758682,
2.701389051,298.691406,991.0646769,
-56.48604494,297.40332,949.1962364,
-42.08385005,296.115234,912.3376683,
43.90098095,294.827148,879.7641941,
-112.8374385,293.538086,850.8179229,
-85.49073963,292.249023,824.969432,
-137.88468,290.959961,801.7406609,
-190.4999244,289.669922,780.7101712,
-220.0892001,288.379883,761.5563617,
-21.30665202,287.089844,744.0026947,
2.78415241,285.798828,727.8238984,
20.78147855,284.507813,712.8870677,
-4.10068629,283.216797,699.1236266,
274.6387579,281.924805,686.5554067,
104.0029,280.632813,675.3592473,
200.1442419,279.34082,665.8908297,
367.5082538,278.048828,658.7744284,
470.678094,276.755859,655.0095875,
428.4937562,275.462891,656.1236215,
612.1604571,274.168945,664.3366882,
772.234973,272.875,682.7528822,
769.6305139,271.581055,715.5656705,
832.3716074,270.287109,768.2408027,
999.0237844,268.992188,847.7071778,
1032.054908,267.697266,962.2047892,
1431.441616,266.402344,1121.23253,
1544.709355,265.106445,1335.296306,
1520.603283,263.810547,1614.777996,
2169.262084,262.514648,1969.323822,
2431.604695,261.217773,2406.862741,
2926.714082,259.920898,2931.238747,
3548.416341,258.624023,3541.582203,
4059.614669,257.326172,4231.342753,
4909.225885,256.02832,4985.865328,
5785.005611,254.730469,5783.557694,
6492.458422,253.431641,6596.641044,
7256.922788,252.133789,7390.145381,
7937.862083,250.833984,8128.982499,
9006.723947,249.535156,8774.550815,
9135.942228,248.235352,9294.236508,
9662.765095,246.935547,9660.563485,
9975.489404,245.634766,9856.139775,
10068.49976,244.334961,9874.608045,
10005.3603,243.033203,9721.922269,
9795.789324,241.732422,9415.956069,
9113.340893,240.430664,8983.795527,
8148.466402,239.128906,8460.151722,
7644.366125,237.827148,7883.077467,
6644.818342,236.524414,7290.074935,
6432.050435,235.22168,6716.126534,
5969.488905,233.918945,6189.634497,
5752.164648,232.615234,5730.733608,
5682.096756,231.311523,5351.573368,
5337.400908,230.007813,5055.304744,
5567.352859,228.703125,4837.347014,
5024.436291,227.398438,4687.452395,
4636.422886,226.09375,4590.953384,
4426.174096,224.788086,4530.931001,
4525.677282,223.482422,4490.147652,
4327.84942,222.176758,4452.398823,
4045.337895,220.870117,4403.719113,
3896.329084,219.563477,4333.233934,
4028.015164,218.256836,4233.472707,
4067.24548,216.950195,4100.439453,
3893.620293,215.642578,3933.245785,
3539.78082,214.333984,3733.886428,
3384.252007,213.026367,3506.988106,
3170.853672,211.717773,3258.174711,
3079.17706,210.40918,2994.560547,
2769.191306,209.099609,2723.277484,
2865.380141,207.791016,2451.918067,
2831.062218,206.480469,2186.487332,
2311.370601,205.170898,1933.280588,
2138.488115,203.860352,1696.496013,
1715.128801,202.549805,1479.680405,
1449.556472,201.239258,1284.963319,
1025.168703,199.927734,1113.213389,
869.024184,198.616211,964.5730481,
510.241156,197.303711,838.1247896,
442.3826727,195.992188,732.6056613,
229.0620738,194.678711,645.933411,
-91.54041459,193.366211,576.2409064,
-81.49652091,192.052734,521.3291149,
-184.5181755,190.739258,479.3679178,
-415.7530158,189.425781,448.9507292,
-213.9200812,188.111328,429.5229517,
-273.5257614,186.796875,421.9826058,
-242.6153283,185.482422,429.385774,
-311.3475318,184.166992,457.9613719,
-234.478797,182.851563,518.0543719,
136.0954697,181.536133,624.7822909,
268.2912841,180.219727,797.9068145,
699.7429231,178.90332,1059.612071,
1192.911807,177.586914,1430.704023,
1447.849191,176.269531,1924.825219,
2292.150744,174.952148,2540.080654,
3349.737309,173.634766,3253.339796,
4351.118564,172.316406,4017.415928,
5457.534601,170.998047,4761.849911,
5931.421741,169.679688,5403.927604,
6231.943758,168.360352,5863.318709,
5745.271175,167.041016,6077.804995,
5538.593953,165.72168,6018.874496,
5191.240638,164.401367,5697.71976,
4873.746725,163.082031,5163.749759,
4285.096846,161.760742,4490.773269,
4048.181817,160.44043,3765.186241,
3286.67168,159.119141,3064.514425,
2439.840912,157.796875,2448.778672,
2275.61726,156.475586,1954.498191,
1986.136442,155.15332,1593.22842,
1647.116175,153.831055,1359.976432,
1689.494846,152.507813,1239.318268,
1512.168829,151.18457,1213.759004,
1179.533491,149.861328,1270.002526,
1532.091603,148.537109,1405.795159,
1712.186738,147.212891,1637.934368,
1759.593106,145.888672,2014.039401,
2746.294858,144.564453,2625.17725,
3641.503652,143.239258,3610.454475,
5231.836384,141.914063,5133.317998,
7614.848366,140.587891,7323.634231,
10062.25695,139.261719,10169.62421,
13158.30963,137.935547,13362.14571,
16016.90123,136.608398,16072.8034,
17144.30527,135.28125,17046.95838,
15758.30676,133.954102,15761.52107,
13384.06543,132.626953,13204.27667,
10807.31698,131.298828,10780.79641,
9240.244137,129.969727,9410.707295,
9161.908405,128.641602,9437.07772,
10633.30082,127.3125,10604.74075,
12220.23844,125.983398,12029.03172,
12689.25305,124.65332,12407.43293,
10791.16331,123.323242,10999.19828,
8079.98499,121.993164,8446.653458,
5704.266887,120.662109,5824.945804,
4199.092836,119.331055,3793.973059,
3120.652056,118,2512.228623,
2256.4921,116.668945,1824.306453,
1349.319655,115.336914,1494.092783,
757.5825845,114.003906,1348.747034,
212.7843962,112.671875,1314.330132,
523.2625706,111.338867,1413.552501,
1519.632905,110.005859,1775.595251,
3482.589315,108.671875,2638.610836,
5170.727059,107.337891,4261.597062,
6659.200915,106.003906,6692.585859,
8706.831597,104.668945,9507.396429,
11382.5032,103.333984,11809.1387,
13131.73054,101.999023,12697.13966,
12517.62593,100.663086,11900.64312,
9934.932327,99.327148,10010.45544,
7574.10932,97.991211,8070.153168,
6910.797975,96.654297,6923.266731,
6524.410733,95.317383,6874.845481,
7560.77985,93.980469,7780.579473,
10194.54803,92.642578,9309.123989,
11520.70163,91.304688,11092.85926,
12302.4241,89.966797,12733.4034,
13296.54129,88.62793,13785.32275,
13632.77147,87.289063,13886.13375,
13332.13934,85.950195,12995.83318,
12626.54828,84.610352,11418.17557,
9415.362443,83.270508,9563.494998,
6547.021939,81.930664,7743.393387,
5548.646437,80.589844,6132.211982,
4429.474643,79.249023,4806.36288,
4229.709047,77.908203,3777.178683,
4128.716136,76.566406,3017.689143,
2701.179719,75.224609,2483.346711,
2863.068696,73.882813,2124.406758,
3037.832394,72.540039,1896.460018,
1894.361507,71.197266,1766.049241,
1607.546682,69.853516,1711.462305,
1486.41135,68.509766,1722.735232,
706.7279411,67.166016,1800.818492,
676.8821451,65.822266,1958.54051,
719.5086622,64.477539,2225.032273,
2067.009765,63.132813,2657.935056,
5101.254507,61.787109,3396.846858,
6497.063087,60.442383,4923.641772,
8819.031016,59.095703,8951.528156,
19171.55254,57.75,19298.5929,
38827.80886,56.40332,38768.15381,
58193.95749,55.056641,58423.72808,
54495.64948,53.708984,53955.64558,
31325.12094,52.361328,32078.50205,
15609.18334,51.013672,15146.0044,
7887.419167,49.665039,7107.151827,
3613.861847,48.317383,4084.625117,
1420.015386,46.967773,2833.322773,
1474.788036,45.619141,2148.932842,
279.1212277,44.269531,1704.419536,
