time[s];posx[m];posy[m];pospathx[m];pospathy[m];vel[km/h];accx[m/ss];yaw[rad];
2.400000;419.481000;-48.759500;419.874000;-50.727000;42.300000;-1.490000;-1.373625;
2.500000;419.709000;-49.904000;420.102000;-51.871000;41.750000;-1.510000;-1.373623;
2.600000;419.935000;-51.034000;420.328000;-53.001000;41.200000;-1.530000;-1.373698;
2.700000;420.158000;-52.148500;420.551000;-54.116000;40.640000;-1.560000;-1.374065;
2.800000;420.377000;-53.248000;420.770000;-55.215000;40.070000;-1.580000;-1.374648;
2.900000;420.594000;-54.331500;420.987000;-56.299000;39.490000;-1.600000;-1.375382;
3.000000;420.807000;-55.399000;421.200000;-57.366000;38.910000;-1.630000;-1.376247;
3.100000;421.017000;-56.451000;421.410000;-58.418000;38.310000;-1.660000;-1.377196;
3.200000;421.224000;-57.486000;421.617000;-59.453000;37.700000;-1.680000;-1.378202;
3.300000;421.427000;-58.505000;421.820000;-60.472000;37.090000;-1.710000;-1.379254;
3.400000;421.627500;-59.507000;422.020000;-61.474000;36.460000;-1.740000;-1.380342;
3.500000;421.824000;-60.491000;422.217000;-62.458000;35.820000;-1.770000;-1.381451;
3.600000;422.017000;-61.458000;422.410000;-63.425000;35.170000;-1.810000;-1.382578;
3.700000;422.207000;-62.407000;422.600000;-64.374000;34.510000;-1.840000;-1.383725;
3.800000;422.393000;-63.338000;422.786000;-65.305000;33.830000;-1.880000;-1.384878;
3.900000;422.571000;-64.252000;422.960000;-66.220000;33.150000;-1.910000;-1.386042;
4.000000;422.730500;-65.151000;423.104000;-67.122000;32.440000;-1.950000;-1.387178;
4.100000;422.884000;-66.031000;423.246000;-68.004000;31.730000;-1.990000;-1.387730;
4.200000;423.032500;-66.891500;423.386000;-68.866000;31.000000;-2.030000;-1.387826;
4.300000;423.176000;-67.732000;423.523000;-69.708000;30.250000;-2.070000;-1.387562;
4.400000;423.315500;-68.552500;423.658000;-70.529000;29.490000;-2.110000;-1.387006;
4.500000;423.450500;-69.351500;423.790000;-71.329000;28.710000;-2.160000;-1.386215;
4.600000;423.581000;-70.129500;423.918000;-72.107000;27.920000;-2.200000;-1.384940;
4.700000;423.708000;-70.885000;424.043000;-72.863000;27.110000;-2.250000;-1.382933;
4.800000;423.831000;-71.618000;424.165000;-73.596000;26.280000;-2.300000;-1.380317;
4.900000;423.950000;-72.328500;424.283000;-74.307000;25.440000;-2.350000;-1.377211;
5.000000;424.065000;-73.015500;424.397000;-74.994000;24.580000;-2.390000;-1.373690;
5.100000;424.175500;-73.678500;424.507000;-75.657000;23.700000;-2.440000;-1.369821;
5.200000;424.282000;-74.317500;424.613000;-76.296000;22.800000;-2.490000;-1.365664;
5.300000;424.373500;-74.854000;424.706000;-76.832000;21.930000;-2.420000;-1.361164;
5.400000;424.494500;-75.403500;424.858000;-77.376000;21.080000;-2.350000;-1.356123;
5.500000;424.615000;-75.931500;425.003000;-77.900000;20.260000;-2.280000;-1.350640;
5.600000;424.733000;-76.438500;425.140000;-78.403000;19.470000;-2.210000;-1.344824;
5.700000;424.848500;-76.926000;425.271000;-78.887000;18.700000;-2.130000;-1.338738;
5.800000;424.961000;-77.393500;425.396000;-79.352000;18.010000;-1.930000;-1.332432;
5.900000;425.084500;-77.844500;425.545000;-79.797000;17.390000;-1.730000;-1.325960;
6.000000;425.223000;-78.281000;425.722000;-80.224000;16.840000;-1.530000;-1.319352;
6.100000;425.360500;-78.703000;425.891000;-80.638000;16.360000;-1.330000;-1.312630;
6.200000;425.496500;-79.112500;426.053000;-81.040000;15.880000;-1.320000;-1.305832;
6.300000;425.631000;-79.510000;426.209000;-81.431000;15.400000;-1.340000;-1.299031;
6.400000;425.764000;-79.894500;426.360000;-81.810000;14.920000;-1.350000;-1.292253;
6.500000;425.893000;-80.266000;426.504000;-82.177000;14.420000;-1.370000;-1.285495;
6.600000;426.022500;-80.631000;426.647000;-82.537000;13.930000;-1.380000;-1.278748;
6.700000;426.152500;-80.990000;426.790000;-82.892000;13.420000;-1.390000;-1.272048;
6.800000;426.278000;-81.335000;426.927000;-83.233000;12.920000;-1.410000;-1.265950;
6.900000;426.400000;-81.667000;427.058000;-83.562000;12.410000;-1.420000;-1.260330;
7.000000;426.517500;-81.985500;427.183000;-83.878000;11.890000;-1.430000;-1.255086;
7.100000;426.630500;-82.290000;427.303000;-84.180000;11.380000;-1.430000;-1.250147;
7.200000;426.739000;-82.581000;427.417000;-84.469000;10.860000;-1.440000;-1.245461;
7.300000;426.842500;-82.858000;427.525000;-84.744000;10.350000;-1.440000;-1.241270;
7.400000;426.941500;-83.122000;427.628000;-85.007000;9.830000;-1.430000;-1.237820;
7.500000;427.043500;-83.393000;427.733000;-85.277000;9.320000;-1.410000;-1.234982;
7.600000;427.128500;-83.629000;427.817000;-85.513000;8.820000;-1.390000;-1.232652;
7.700000;427.208500;-83.853000;427.895000;-85.738000;8.380000;-1.250000;-1.230746;
7.800000;427.285000;-84.065500;427.970000;-85.951000;8.000000;-1.050000;-1.229195;
7.900000;427.358000;-84.270000;428.042000;-86.156000;7.700000;-0.850000;-1.227937;
8.000000;427.429000;-84.467000;428.112000;-86.353000;7.460000;-0.650000;-1.226962;
8.100000;427.498000;-84.659500;428.180000;-86.546000;7.300000;-0.450000;-1.226238;
8.200000;427.566000;-84.849000;428.247000;-86.736000;7.280000;-0.080000;-1.225750;
8.300000;427.633000;-85.038000;428.313000;-86.925000;7.250000;-0.070000;-1.225447;
8.400000;427.700500;-85.226500;428.380000;-87.114000;7.220000;-0.080000;-1.225298;
8.500000;427.767500;-85.414500;428.446000;-87.302000;7.200000;-0.080000;-1.225289;
8.600000;427.834000;-85.601000;428.512000;-87.489000;7.170000;-0.070000;-1.225397;
8.700000;427.900500;-85.788000;428.578000;-87.676000;7.150000;-0.060000;-1.225596;
8.800000;427.967000;-85.973500;428.644000;-87.862000;7.130000;-0.050000;-1.225879;
8.900000;428.033500;-86.159500;428.710000;-88.048000;7.120000;-0.030000;-1.226221;
9.000000;428.099000;-86.344500;428.775000;-88.233000;7.120000;-0.010000;-1.226548;
9.100000;428.165500;-86.530500;428.841000;-88.419000;7.180000;0.190000;-1.226843;
9.200000;428.232500;-86.720000;428.908000;-88.609000;7.320000;0.390000;-1.227109;
9.300000;428.301500;-86.913000;428.976000;-88.802000;7.540000;0.590000;-1.227362;
9.400000;428.372500;-87.113000;429.047000;-89.002000;7.820000;0.790000;-1.227599;
9.500000;428.447000;-87.321500;429.121000;-89.211000;8.190000;1.030000;-1.227824;
9.600000;428.524500;-87.540500;429.198000;-89.430000;8.650000;1.280000;-1.228031;
9.700000;428.607000;-87.773500;429.280000;-89.663000;9.180000;1.480000;-1.228218;
9.800000;428.695000;-88.020000;429.368000;-89.910000;9.790000;1.680000;-1.228393;
9.900000;428.788500;-88.284000;429.461000;-90.174000;10.460000;1.880000;-1.228551;
10.000000;428.888500;-88.566000;429.561000;-90.456000;11.210000;2.080000;-1.228700;
