file,dataviz_success,dataviz_header_precision,dataviz_header_recall,dataviz_header_f1,dataviz_record_precision,dataviz_record_recall,dataviz_record_f1,dataviz_cell_precision,dataviz_cell_recall,dataviz_cell_f1
ResultsOR30x100-0.75_10.dat__m13.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
dwp-cmg-spend-1214.csv,1,0.75,0.75,0.75,1.0,1.0,1.0,0.96875,0.96875,0.96875
Batch_3250493_batch_results.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
mos-oct-dec-2014.csv,1,0.0,0.0,0.0,0.825,0.8048780487804879,0.8148148148148149,0.9802816901408451,0.9380053908355795,0.9586776859504132
locations-1998.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public-toilet-borough-grid.csv,1,0.9444444444444444,0.9444444444444444,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
download (10).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-2016.csv,1,1.0,1.0,1.0,0.04766839378238342,0.04766839378238342,0.047668393782383425,0.9976313841598816,0.9976313841598816,0.9976313841598816
fr_hypo1.csv,1,1.0,1.0,1.0,0.10613207547169812,0.10613207547169812,0.10613207547169812,1.0,1.0,1.0
1% SiO2_003.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.49550854824688495,0.3302433371958285,0.3963379302352532
ResultsOR30x250-0.75_2.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Auto_Tone_sub205_over.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.875,0.875
fr_RG65_pageid.csv,1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Sun2014-Rs.csv,1,0.0,0.0,0.0,1.0,0.8333333333333334,0.9090909090909091,1.0,0.8333333333333334,0.9090909090909091
ResultsOR30x250-0.50_4.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_4.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
trinity-house__31-03-2015__dft_310315-Trinity-House-Organogram-ver-1-junior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Feb-2016.csv,1,0.0,0.0,0.0,0.08,0.08,0.08,0.9866666666666667,0.9866666666666667,0.9866666666666668
dd_Wickenburg_nobmp_623.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
over25k-transparency.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.01832460732984293,0.019886363636363636,0.019073569482288825
Copy_of_2016-17_Q3_Final_V2.csv,1,0.10201793721973094,0.10259301014656144,0.10230466554243958,1.0,1.0,1.0,1.0,1.0,1.0
10.January_2019.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.061946902654867256,0.01650943396226415,0.0260707635009311
ResultsOR30x100-0.25_5.dat__m28.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_1.dat__m21Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
erionite.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7638888888888888,0.7638888888888888,0.763888888888889
download (6).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Takakai2008-ch4.csv,1,0.0,0.0,0.0,1.0,0.8461538461538461,0.9166666666666666,1.0,0.8461538461538461,0.9166666666666666
S30out.csv,1,0.0033112582781456954,0.0011086474501108647,0.0016611295681063123,1.0,1.0,1.0,0.9950903634109741,0.4479155959530697,0.6177611260189357
LOS_1050CFit.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
student_loans_company_limited-2011-09-30-organogram-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
OccurrenceData351.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_1.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokad pollen.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMRC_spending_over_25000_for_September_2018.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.020114942528735632,0.0012315270935960591,0.002320954907161804
epcs-dwp-cmg-spend-july-2017.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pssave_traindata_m=10_n=10_timelow=15_timehight=30_numofloop=2000.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hist_2000_15O.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mordenite-dh-2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6776315789473685,0.6776315789473685,0.6776315789473685
ResultsOR30x100-0.75_5.dat__m29Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Oct_2013.csv,1,0.6585365853658537,0.7297297297297297,0.6923076923076923,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_1.dat__m21.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ministers-overseas-travel-jan-mar-2013.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Consular_cases_April_2016.csv,1,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.12297734627831715,0.12297734627831715,0.12297734627831715,0.9924619149104112,0.9924619149104112,0.9924619149104112
NBA_scores_out.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
workforce-management-information-dft_201706.csv,1,0.5401459854014599,0.6851851851851852,0.6040816326530614,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.50_6.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
AL5083-emissivity.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bioprofile_fits_K1par-0mMCD_sets.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_10.dat__m28Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wairakite-dh.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.7575757575757576,0.7575757575757576,0.7575757575757576
Wine_Cellar_Consumption_dataset_14-15.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,0.11764705882352941
W44out.csv,1,0.0033112582781456954,0.0011086474501108647,0.0016611295681063123,1.0,1.0,1.0,0.9950903634109741,0.4479155959530697,0.6177611260189357
rape_table_3_prosecution_outcomes_0708_1314.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hypo5.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sustainability_-_Water_consumption_P_56.csv,1,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,1.0,0.14285714285714285,0.25
vissim_data_conf2473_i7_v1987.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
vissim_data_conf2473_i12_v2026.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.9845984598459846,0.9845984598459846,0.9845984598459846
extended.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
S39.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Resultsgk06.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
SouthTrent_Demand_zone-based.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O18_air.csv,1,0.5,0.5,0.5,1.0,1.0,1.0,0.44955044955044954,0.44955044955044954,0.44955044955044954
Note_4_Staff_costs_-_Average_number_of_persons_employed_13-14.csv,1,0.0,0.0,0.0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.24528301886792453,0.393939393939394
W38out.csv,1,0.0033112582781456954,0.0011086474501108647,0.0016611295681063123,1.0,1.0,1.0,0.9950903634109741,0.4479155959530697,0.6177611260189357
20170320-ePC_Data-Travel-Stationery.csv,1,0.0,0.0,0.0,0.8125,0.7647058823529411,0.787878787878788,0.9642857142857143,0.7941176470588235,0.8709677419354839
business_expenses_apr_jun_14_peter_lewis.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPC_DCLG_December_2015_for_Publication.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.4444444444444444,0.47058823529411764
W32.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Wind Direction.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
"Businesses with a rateable value of less than £12,000 - March 2016.csv",1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.48500428449014565,0.48500428449014565,0.48500428449014565
june_2015(1).csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.7625968992248062,0.7382739212007504,0.75023832221163
planning-application-aug-17.csv,1,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,1.0,0.2753623188405797,0.07731848361533519,0.12073578595317726
air_quality_station3_2006.csv,1,1.0,1.0,1.0,0.02671232876712329,0.02671232876712329,0.02671232876712329,0.6355022831050229,0.6355022831050229,0.6355022831050229
Wakefield Council Procurement Card Transactions 2018-19 Q2.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.9971395137173319,0.14481423783222394,0.25289990684023506
spending_2020_01.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8892104714226116,0.8892104714226116,0.8892104714226116
Camp Palacios - Humidity.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.6420310352783044,0.6420503561039221,0.6420406955457586
fire_archive_V1_50574.csv,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.8047460335703066,0.8047460335703066,0.8047460335703066
all.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.18595271210013908,0.3026256224535989,0.23035837353549277
