file,spreadweb_success,spreadweb_header_precision,spreadweb_header_recall,spreadweb_header_f1,spreadweb_record_precision,spreadweb_record_recall,spreadweb_record_f1,spreadweb_cell_precision,spreadweb_cell_recall,spreadweb_cell_f1
Batch_3250493_batch_results.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
mos-oct-dec-2014.csv,1,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.85,0.85,0.85,0.9859154929577465,0.9615384615384616,0.9735744089012517
locations-1998.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public-toilet-borough-grid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
permanent_secretary_and_director_general_expenses_and_hospitality_april_to_june_2012.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
download (10).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-2016.csv,1,1.0,1.0,1.0,0.9979274611398964,0.9979274611398964,0.9979274611398964,0.9998519615099926,0.9998519615099926,0.9998519615099926
fr_hypo1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1% SiO2_003.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.49550854824688495,0.3302433371958285,0.3963379302352532
ResultsOR30x250-0.75_2.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
prison-and-probation-ombudsman__30-09-2014__justice_PPO-September-Return-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Auto_Tone_sub205_over.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.871875,0.875,0.8734347048300536
fr_RG65_pageid.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ministry-of-defence__30-09-2012__mod_300912-Air-Govt-data-template-u-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Sun2014-Rs.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_4.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_4.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
trinity-house__31-03-2015__dft_310315-Trinity-House-Organogram-ver-1-junior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Feb-2016.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
dd_Wickenburg_nobmp_623.csv,1,0.0014619883040935672,0.0014641288433382138,0.0014630577907827358,1.0,1.0,1.0,1.0,1.0,1.0
over25k-transparency.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9973821989528796,1.0,0.998689384010485
Copy_of_2016-17_Q3_Final_V2.csv,1,0.40582959641255606,0.40582959641255606,0.40582959641255606,1.0,1.0,1.0,1.0,1.0,1.0
10.January_2019.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.9911504424778761,1.0,0.9955555555555555
ResultsOR30x100-0.25_5.dat__m28.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.75_1.dat__m21Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
erionite.csv,1,1.0,1.0,1.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.7638888888888888,0.7638888888888888,0.763888888888889
download (6).csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Takakai2008-ch4.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.18181818181818182,0.16666666666666666,0.17391304347826086
S30out.csv,1,0.7317880794701986,0.24528301886792453,0.3674147963424771,1.0,1.0,1.0,1.0,0.4506251332221005,0.6212840559589378
LOS_1050CFit.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
student_loans_company_limited-2011-09-30-organogram-senior.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
OccurrenceData351.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x250-0.50_1.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Kokad pollen.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HMRC_spending_over_25000_for_September_2018.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.985632183908046,0.985632183908046,0.985632183908046
epcs-dwp-cmg-spend-july-2017.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pssave_traindata_m=10_n=10_timelow=15_timehight=30_numofloop=2000.csv,1,1.0,1.0,1.0,0.9,1.0,0.9473684210526316,0.9,1.0,0.9473684210526316
hist_2000_15O.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mordenite-dh-2.csv,1,1.0,1.0,1.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.6776315789473685,0.6776315789473685,0.6776315789473685
ResultsOR30x100-0.75_5.dat__m29Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Oct_2013.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.75_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_1.dat__m21.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ministers-overseas-travel-jan-mar-2013.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
Consular_cases_April_2016.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NBA_scores_out.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
workforce-management-information-dft_201706.csv,1,0.9708029197080292,0.9637681159420289,0.9672727272727273,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_3.dat.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x500-0.50_6.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
AL5083-emissivity.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bioprofile_fits_K1par-0mMCD_sets.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ResultsOR30x100-0.50_10.dat__m28Infos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wairakite-dh.csv,1,1.0,1.0,1.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.7575757575757576,0.7575757575757576,0.7575757575757576
Wine_Cellar_Consumption_dataset_14-15.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
W44out.csv,1,0.7317880794701986,0.24528301886792453,0.3674147963424771,1.0,1.0,1.0,1.0,0.4506251332221005,0.6212840559589378
rape_table_3_prosecution_outcomes_0708_1314.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hypo5.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sustainability_-_Water_consumption_P_56.csv,1,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.25,0.4
vissim_data_conf2473_i7_v1987.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vissim_data_conf2473_i12_v2026.csv,1,0.8888888888888888,1.0,0.9411764705882353,1.0,1.0,1.0,0.8734873487348734,0.9826732673267327,0.9248689574839836
extended.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
S39.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Resultsgk06.datInfos.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
SouthTrent_Demand_zone-based.csv,1,1.0,1.0,1.0,0.99609375,1.0,0.9980430528375733,0.99609375,1.0,0.9980430528375733
O18_air.csv,1,0.5,0.5,0.5,1.0,1.0,1.0,0.44955044955044954,0.44955044955044954,0.44955044955044954
Note_4_Staff_costs_-_Average_number_of_persons_employed_13-14.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,0.9230769230769231,0.2727272727272727,0.4210526315789473
W38out.csv,1,0.7317880794701986,0.24528301886792453,0.3674147963424771,1.0,1.0,1.0,1.0,0.4506251332221005,0.6212840559589378
20170320-ePC_Data-Travel-Stationery.csv,1,0.0,0.0,0.0,0.8125,0.8125,0.8125,0.9642857142857143,0.84375,0.8999999999999999
business_expenses_apr_jun_14_peter_lewis.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GPC_DCLG_December_2015_for_Publication.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
W32.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Camp Palacios - Wind Direction.csv,1,1.0,1.0,1.0,0.9999942308247036,1.0,0.9999971154040309,0.9999942308247036,1.0,0.9999971154040309
"Businesses with a rateable value of less than £12,000 - March 2016.csv",1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,1.0,0.9997857754927164,0.9997857754927164,0.9997857754927164
june_2015(1).csv,1,0.09090909090909091,0.1,0.09523809523809525,1.0,1.0,1.0,0.7383720930232558,0.75,0.744140625
planning-application-aug-17.csv,1,0.8947368421052632,0.8947368421052632,0.8947368421052632,1.0,1.0,1.0,0.9988558352402745,0.9992369324685234,0.9990463475109669
air_quality_station3_2006.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wakefield Council Procurement Card Transactions 2018-19 Q2.csv,1,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.9418777943368107,0.9418777943368107,0.9418777943368107,0.9975295800286048,0.9945553539019963,0.9960402466731582
spending_2020_01.csv,1,1.0,1.0,1.0,3.911138923654568e-05,3.911138923654568e-05,3.911138923654568e-05,0.8890879224030037,0.8890879224030037,0.8890879224030037
Camp Palacios - Humidity.csv,1,1.0,1.0,1.0,0.9999699076163823,1.0,0.9999849535818,0.9999699076163823,1.0,0.9999849535818
fire_archive_V1_50574.csv,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
all.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.3741307371349096,0.6085972850678733,0.46339362618432384
