"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Dim.  9";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0.996709427406962";"0.934891769016761";"0.987494194918065";"0.98613356852369";"1.0447727817267";"0.992988525273741";"0.973231624900959";"0.998168611869878";"0.960313669907101";"0.978636842273206";"0.942455973346026";"1.02989978911576";"1.02980112793114";"1.03783277332644";"0.965746591286997";"0.970098398242206";"0.98057818569317";"0.967512908777969";"1.04059682518442";"1.00389665263454";"0.999919232384583";"0.977562965590635";"1.01002368324494";"1.06122679945677";"1.0428809582613";"0.983754041080234";"0.981682114228457";"1.01913046376377";"0.999933926890104";"0.999822337075022";"107606";"FALSE";"TIME_LIMIT";"0.120769023895264"
"Dim.  10";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0.987489142780784";"0.981950193390785";"0.988223976646985";"0.948503111372434";"1.01221947128824";"0.995490417136415";"0.967436730001398";"0.992333002234914";"0.945123172441418";"0.988177669995852";"0.944264635887673";"1.04016609177551";"1.02401306025527";"1.03427888343241";"0.978965746591287";"0.972423016909213";"0.995256264824172";"0.976251158480074";"1.03608049110951";"1.03411527206147";"1.01823732756114";"0.986682629774152";"0.995997198038627";"0.99518204746815";"1.03784885156829";"1.00398393364465";"0.997213176352705";"1.01398123614791";"0.999339268901039";"0.993248808850844";"107603";"FALSE";"TIME_LIMIT";"0.154520034790039"
"Dim.  11";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0.999465490746309";"0.97090656171541";"0.991823127446427";"0.97107485259771";"1.01292229055187";"0.985884387885901";"1.0265198005189";"0.998463496399305";"0.963456531451725";"0.994399948945404";"0.956195462478185";"0.98889996893953";"1.04523597506679";"1.02531338847247";"0.956518124376455";"0.989364073496163";"0.997421883056615";"0.967926651661591";"1.04257063044678";"1.01516408193925";"1.0052498950021";"0.98226321390564";"1.01390973681577";"0.999029942443252";"1.01878550259323";"0.993452633641381";"0.984093186372745";"1.01909713542969";"0.999504451675779";"0.997173544375353";"107622";"FALSE";"TIME_LIMIT";"0.197956085205078"
"Dim.  12";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0.998914278078439";"0.995436656035828";"0.992387049691501";"0.962549202149379";"1.02555706413226";"0.999521242915167";"1.00141376792456";"0.998680779736777";"0.927144155664084";"0.994048948594403";"0.967539267015707";"0.989684654493142";"0.991362422083704";"1.03872124579995";"0.942700365813103";"0.989348151450498";"0.99285002234368";"0.960942671786045";"1.03726811969958";"1.02633761599975";"1.01322973540529";"0.974665957195223";"0.974015143934087";"0.998561081290823";"0.996943689799951";"1.00091434542664";"0.998183867735471";"1.03036211234981";"0.996052131683708";"0.998061859000242";"107472";"FALSE";"TIME_LIMIT";"0.271796941757202"
"Dim.  13";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"0.993803033340015";"0.979795752188369";"0.998971671200159";"0.969980564130204";"1.00464819103905";"0.98565273123195";"0.989155933941305";"0.998773901167122";"0.948327658722211";"0.996521905612815";"0.973266698397589";"0.999722090533096";"0.995354704660137";"0.999612302920651";"0.924260059860326";"0.969732191191924";"0.994775016328074";"0.971848934198332";"1.0572403526086";"1.01433467394876";"1.03888153006171";"0.995861416577983";"1.01827946229027";"0.999013774817306";"1.03148925660657";"1.03670443784084";"0.985909318637275";"1.00809878518222";"0.997406630436578";"0.991456028426068";"107376";"FALSE";"TIME_LIMIT";"0.340685844421387"
"Dim.  14";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0.990779715373822";"0.991500983918029";"0.994228089962184";"0.973524752151828";"0.997076910789873";"0.974085342311316";"0.981589945158233";"0.992953811770549";"0.969464943228212";"0.998436452981908";"0.947405997144217";"0.998250805120073";"0.996126447016919";"0.989564486947532";"0.965763219155304";"0.97442919466293";"0.998246880478499";"1.00139017608897";"0.996353478413596";"1.01402168980141";"1.01597583432947";"0.988072011351543";"1.00008339170753";"0.998512578412986";"1.03479254136824";"1.02984684714104";"0.998168211422846";"1.03529470579413";"0.995193181255059";"0.999854639425018";"107255";"FALSE";"TIME_LIMIT";"0.459075927734375"
"Dim.  15";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0.99500567916082";"0.982035013910565";"1.00011610163869";"0.968967938981168";"1.01697947448287";"0.996247162205989";"1.0057793589883";"0.997175316612863";"0.961161010029426";"0.99374581192763";"0.966714263049342";"0.991237677984666";"0.993054318788958";"0.991632204704058";"0.95648486863984";"0.991242874884565";"0.994895328452099";"0.979395604395604";"0.999715638224913";"1.02838766216491";"1.01985267986948";"1.00953352252572";"1.00925647953567";"0.994034146025997";"1.0207921709064";"1.04653365117722";"0.988774423847695";"0.986502024696296";"0.99314491484828";"0.999790034725026";"107303";"FALSE";"TIME_LIMIT";"0.622640132904053"
"Dim.  16";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0.995122603060066";"0.969261043631675";"0.991624096065813";"0.945432570597939";"1.02031786598515";"0.995644854905716";"1.00254788944646";"0.99801340948597";"0.9569243094178";"0.988815852452216";"0.960193558622878";"0.994981281980023";"0.992327100029682";"0.999967691910054";"0.98164283338876";"1.00230869662134";"0.996803134990203";"1.0053455580564";"0.986752086713614";"1.03455344986776";"1.01203437469712";"1.00894229632257";"1.00989025651289";"0.993629955377352";"1.02557730303779";"0.998840740619796";"0.988680485971944";"0.989418253928577";"0.997472703546474";"0.998610998950174";"107169";"FALSE";"TIME_LIMIT";"0.852550029754639"
"Dim.  17";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"1";"1";"0.9929845660453";"0.962237904593879";"0.994891527897565";"0.970078560112369";"1.05010781886431";"0.996077280659758";"0.987897525129336";"0.998680779736777";"0.982714261504568";"0.99910654456109";"0.956750753609392";"0.994588939203217";"0.999896111605818";"0.999450762470923";"0.957116727635517";"0.973935611247333";"0.992282836616136";"0.993413213292731";"0.995450211598615";"0.988873413561603";"1.00877136303428";"0.999822632139056";"1.02851996397478";"0.999013774817306";"1.031859718449";"0.986382784181824";"0.993862725450902";"0.984835607992135";"0.993987346999455";"0.994912379875636";"107110";"FALSE";"TIME_LIMIT";"1.19675493240356"
"Dim.  18";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0.975863566512995";"0.991789373685282";"0.998324819213163";"0.968820945007921";"0.98289274019647";"0.998949823168754";"1.0176798670126";"0.994505835609635";"0.957001340338012";"0.994017039471585";"0.963350785340314";"0.993215739484396";"0.997892549718017";"0.992456060997674";"0.972929830395743";"0.989141164856861";"0.998281255371077";"1.00774526678141";"0.990097519361691";"0.996197242609662";"1.01353665234388";"0.998994915454653";"1.04054504820041";"0.992627562568712";"1.02221227463571";"0.995362962479182";"0.994160195390782";"0.997067106600677";"0.999388823733461";"0.99688282322539";"107039";"FALSE";"TIME_LIMIT";"1.70562505722046"
"Dim.  19";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0.987238591568117";"0.985122480830563";"0.993680753665495";"0.978424551260065";"0.978915422090887";"0.997637102129697";"1.00133608836826";"0.998882542835858";"0.95265679643809";"0.997814225086952";"0.942725686181184";"0.990681859050857";"0.99329177797566";"0.996123029206513";"0.995194546059195";"1.00890042352641";"0.998642191743151";"1.02619819939097";"0.999632002408712";"0.994788813946574";"1.01809194585339";"1.01318434433014";"0.998115347409854";"0.991835348897368";"1.04385342059768";"0.98716650883323";"0.989322394789579";"0.990018163942075";"0.996432052065611";"0.99959622062505";"106977";"FALSE";"TIME_LIMIT";"2.47761678695679"
"Dim.  20";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0.989209594441104";"0.973535997828595";"0.97905194719034";"1.00039198392866";"0.992125229614248";"0.999691124461398";"1.0124287290071";"0.994800720139061";"0.963949529341077";"0.988767988767989";"0.968142154529589";"0.991352111294568";"0.993959631938261";"0.996753036960455";"0.965996009311606";"1.0083272298825";"0.994379705063422";"1.01650006619886";"0.995717846210461";"0.996604122001221";"1.01873808677673";"1.02863012888731";"0.998615697655025";"0.989054517234689";"0.996912817979748";"0.991770891160239";"0.992719814629259";"0.995150727390891";"0.997158856274468";"0.998594847775176";"106908";"FALSE";"TIME_LIMIT";"3.69270801544189"
