"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Dim.  9";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.998702212837095";"0.998629671121069";"1.00433607452988";"0.969671089855134";"1.00740764597894";"0.990247212404168";"1.01382424079549";"0.980032851931651";"1.01122653622097";"1.00938052499409";"0.980700985761227";"0.96864545889002";"0.982515102527014";"1.01087027771101";"1.00471561230412";"1.01959661513011";"0.999918613168389";"0.991501477768515";"1.01909059354391";"1.02585641301425";"1.01130183376802";"0.993247345269414";"0.997215512614063";"0.997182549142845";"0.95413367259646";"0.996727523251808";"0.999186506302002";"0.996634464868733";"1.00596092283917";"1.000227132613";"153662";"FALSE";"TIME_LIMIT";"0.121086120605469"
"Dim.  10";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.999681052307422";"0.996059054173002";"1.02456725516131";"0.989815635241745";"1.01171266922177";"0.984646701977902";"1.0186186509003";"0.9803955031252";"1.01143875807769";"1.00009008907557";"0.970854326396495";"0.947337253516737";"0.988098783289373";"0.998317565057793";"1.0245419119476";"1.0138067061144";"0.995198176934972";"0.997239333542639";"1.01932922596321";"0.997235816079591";"0.999868583328279";"0.999265089627113";"0.996824118804795";"0.999057237597798";"0.973184320779135";"0.998385291078195";"1";"0.989903394606199";"1.02633844795231";"0.990384719383065";"153582";"FALSE";"TIME_LIMIT";"0.153712034225464"
"Dim.  11";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.999780036074084";"0.995628950948228";"1.01543504514348";"0.982065269608105";"1.00825576776493";"0.979501929289758";"1.02100510615426";"0.983936685368091";"0.994312454239662";"1.00359230188849";"0.970065717415115";"0.969518149895069";"0.984227431294138";"1.00155133611554";"1.01377373352127";"1.0160548026553";"0.996570126382123";"0.995301453951001";"1.0100334085387";"0.99206238236085";"1.01430419926811";"0.995931365761697";"0.995381553050635";"0.998797165210984";"0.966724429138608";"0.995812521529452";"0.997096136419804";"0.999496846907286";"0.996136438900541";"0.996614642482451";"153425";"FALSE";"TIME_LIMIT";"0.264704942703247"
"Dim.  12";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0.991245435748537";"0.999879971193086";"1.0247857841164";"0.980122340482316";"1.00754721032347";"0.992617048642408";"0.990583176565439";"0.985547283315912";"0.993665177576639";"1.01066429432101";"0.954644030668127";"0.965923494088557";"0.994075980600698";"1.0041951624533";"1.01719384793964";"1.03516362325295";"0.998349009987327";"0.990776126189522";"1.01840723707046";"0.987254638343641";"1.00521623096986";"0.999552663251286";"0.998356146001074";"0.997854402808782";"0.969839215600254";"0.996006286600069";"0.995778070681275";"0.9990607808936";"0.999922728778011";"1.01091318126264";"153420";"FALSE";"TIME_LIMIT";"0.291247844696045"
"Dim.  13";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.998878183977828";"0.999839961590782";"1.0083501063891";"0.992708678060914";"1.02358637422569";"0.99281959874824";"0.996087073367374";"0.997301448471532";"1.00302416145839";"0.98936948908233";"0.963592552026287";"0.942308891059073";"0.980462435122947";"1.00896934472436";"0.99481800845701";"0.996680876333482";"0.998035089351114";"1.01511329558618";"1.00878601180146";"0.994632965851035";"1.01304057742464";"0.998679291503797";"0.987128735015208";"0.998710474415379";"0.972493364627432";"0.995909404064761";"0.992771233215257";"0.9990607808936";"0.993442984876918";"0.997285224482732";"153230";"FALSE";"TIME_LIMIT";"0.33991003036499"
"Dim.  14";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.994566891029871";"0.998279587100904";"1.02898384035885";"0.990445485892413";"0.998282284990392";"0.981547685358666";"0.995915076592314";"0.996874800008533";"0.9868422448828";"0.992714046012995";"0.966243154435926";"0.954703181166497";"0.995341614906832";"1.01339393012433";"1.0129342508913";"0.99750800619287";"0.996744526735574";"1.00986261624571";"1.01186653939604";"0.99880613068029";"1.01243403893977";"0.998317161754838";"0.999239577741993";"0.991428447584578";"0.978701002434798";"0.995435756114364";"0.998239146552434";"0.999396216288743";"0.996081245170549";"1.00978833403636";"153238";"FALSE";"TIME_LIMIT";"0.456313133239746"
"Dim.  15";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.997129470766794";"0.996209090181644";"0.997021105296452";"0.996316975008807";"0.994760969220694";"0.983897266586322";"0.996366568126848";"1.00691170510058";"1.00626054477351";"0.990000112611344";"0.978696604600219";"0.966027385874873";"0.987290479026631";"1.00915506806214";"1.00870574579222";"0.997338338529406";"1.00531339743515";"1.00919139538157";"1.00780978826796";"0.99614950255445";"1.0168617698793";"0.991202377275293";"0.999686884952585";"0.998114475195596";"0.978097786746803";"0.995618756458836";"0.995747178515528";"0.996030681157476";"0.99699746108842";"1.0025849854527";"153150";"FALSE";"TIME_LIMIT";"0.618489027023315"
"Dim.  16";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.995270775592803";"0.999609906377531";"0.998550807982058";"0.986282066337152";"0.997659613299408";"0.995989507904518";"0.995753829615695";"1.00902361499243";"1.0072473764073";"1.00537156113107";"0.970032858707558";"0.95566937477923";"0.985546243512295";"1.00950466493325";"0.995481303374513";"0.99750800619287";"1.0107779418433";"1.00616007534996";"0.998893613328705";"0.998935197633772";"0.993338185641212";"0.999701775500857";"0.994710592234747";"0.996619058971414";"0.965287679045384";"0.996878229417844";"0.998074388335118";"0.999362672749229";"0.999768186334032";"1.0194036146533";"153206";"FALSE";"TIME_LIMIT";"0.852585077285767"
"Dim.  17";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.995765694426114";"0.998659678322797";"0.999355914658692";"0.98255633960693";"0.995587619569068";"0.99587810534631";"0.990583176565439";"1.00568509076946";"0.996498339363971";"0.990777130888166";"0.978148959474261";"0.956521287427016";"1.00149961711903";"0.993718181222278";"1.01024997927203";"0.99975610273377";"1.01875385134114";"1.0100466606762";"1.02302802846234";"0.9979564399032";"0.996047390873618";"0.991873382398364";"0.992406960100197";"0.999577382371427";"0.961580644453706";"0.999031174646917";"0.997693384957575";"0.997048168522742";"0.9978584832763";"0.989973717511924";"153100";"FALSE";"TIME_LIMIT";"1.19642305374146"
"Dim.  18";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.998922176763011";"0.997889493478435";"0.999229397895221";"0.986965294161605";"0.997477106079638";"0.989578797054921";"0.996818059661381";"1.03388655417369";"0.984592693201473";"0.990664519543699";"0.973318729463308";"0.965881937374031";"0.987354292521058";"1.0303166036664";"1.0004456512727";"0.994210090984284";"1.00813868316106";"1.02082949907436";"0.994088424158278";"0.998020973379941";"0.994146903621035";"0.997635505756798";"0.998937645374843";"0.995416224182397";"0.967064423435478";"0.994004047537031";"0.997394760688689";"0.997573683975133";"0.994679324428745";"0.999405128870718";"153068";"FALSE";"TIME_LIMIT";"1.70718908309937"
"Dim.  19";"1";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.994654876600238";"0.997829479074978";"0.999355914658692";"0.985097093079116";"0.997724027612269";"0.988535664009884";"0.998419779629132";"0.997600102395631";"1.00660009974427";"0.982398846859833";"0.984819277108434";"0.950225445176304";"0.978718199608611";"0.998809185657788";"1.02207528397314";"0.998748700981952";"1.01930030578195";"0.993525966503914";"0.992070895522388";"0.994740521645604";"0.995784557530175";"0.995356218513351";"0.999530327428878";"0.995416224182397";"0.966417337515629";"0.997341112642094";"0.997384463300107";"0.9995303904468";"0.99592670272657";"0.997025644353591";"153076";"FALSE";"TIME_LIMIT";"2.48069405555725"
"Dim.  20";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0.995193788218732";"0.99520885012403";"0.989441601012134";"0.995206729794071";"0.99803536345776";"0.969283276450512";"0.999838753023381";"0.986997888090108";"1.00129455332605";"0.988930304838909";"0.991894852135816";"0.957175805680803";"0.987971156300519";"1.00832477549326";"0.984433297404859";"0.998260906449492";"0.992082223953307";"1.00178631359006";"0.998069246789309";"0.998913686474859";"0.989810153454237";"0.99862603712895";"0.998590982286634";"0.997832730109881";"0.95955164623045";"0.999795470203238";"0.997106433808386";"0.994934925533342";"0.997560437134342";"0.99917799625772";"153033";"FALSE";"TIME_LIMIT";"3.66973114013672"
