Timestep,Session,Trial,Danger,Safety,Shock,Chamber,Homecage,Leverpress
124,1,5,0,1,0,1,0,0
125,1,5,0,1,0,1,0,0
126,1,5,0,1,0,1,0,0
127,1,5,0,1,0,1,0,0
128,1,5,0,1,0,1,0,0
129,1,5,0,1,0,1,0,0
130,1,5,0,1,0,1,0,0
131,1,5,0,1,0,1,0,0
132,1,5,0,1,0,1,0,0
133,1,5,0,1,0,1,0,0
134,1,5,0,1,0,1,0,0
135,1,5,0,1,0,1,0,0
136,1,6,1,0,0,1,0,0
137,1,6,1,0,0,1,0,0
138,1,6,1,0,0,1,0,0
139,1,6,1,0,0,1,0,0
140,1,6,1,0,0,1,0,0
141,1,6,1,0,0,1,0,0
142,1,6,1,0,1,1,0,0
143,1,6,1,0,1,1,0,0
144,1,6,1,0,1,1,0,0
145,1,6,1,0,1,1,0,0
146,1,6,1,0,1,1,0,0
147,1,6,1,0,1,1,0,0
148,1,6,0,1,0,1,0,0
149,1,6,0,1,0,1,0,0
150,1,6,0,1,0,1,0,0
151,1,6,0,1,0,1,0,0
152,1,6,0,1,0,1,0,0
153,1,6,0,1,0,1,0,0
154,1,6,0,1,0,1,0,0
155,1,6,0,1,0,1,0,0
156,1,6,0,1,0,1,0,0
157,1,6,0,1,0,1,0,0
158,1,6,0,1,0,1,0,0
159,1,6,0,1,0,1,0,0
160,1,6,0,1,0,1,0,0
161,1,6,0,1,0,1,0,0
162,1,6,0,1,0,1,0,0
163,1,7,1,0,0,1,0,0
164,1,7,1,0,0,1,0,0
165,1,7,1,0,0,1,0,0
166,1,7,1,0,0,1,0,0
167,1,7,1,0,0,1,0,0
168,1,7,1,0,0,1,0,0
169,1,7,1,0,1,1,0,0
170,1,7,1,0,1,1,0,0
171,1,7,1,0,1,1,0,0
172,1,7,1,0,1,1,0,0
173,1,7,1,0,1,1,0,0
174,1,7,1,0,1,1,0,0
175,1,7,0,1,0,1,0,0
176,1,7,0,1,0,1,0,0
177,1,7,0,1,0,1,0,0
178,1,7,0,1,0,1,0,0
179,1,7,0,1,0,1,0,0
180,1,7,0,1,0,1,0,0
181,1,7,0,1,0,1,0,0
182,1,7,0,1,0,1,0,0
183,1,7,0,1,0,1,0,0
184,1,7,0,1,0,1,0,0
185,1,7,0,1,0,1,0,0
186,1,7,0,1,0,1,0,0
187,1,7,0,1,0,1,0,0
188,1,7,0,1,0,1,0,0
189,1,7,0,1,0,1,0,0
190,1,8,1,0,0,1,0,0
191,1,8,1,0,0,1,0,0
192,1,8,1,0,0,1,0,0
193,1,8,1,0,0,1,0,0
194,1,8,1,0,0,1,0,0
195,1,8,1,0,0,1,0,0
196,1,8,1,0,1,1,0,0
197,1,8,1,0,1,1,0,0
198,1,8,1,0,1,1,0,0
199,1,8,1,0,1,1,0,0
200,1,8,1,0,1,1,0,0
201,1,8,1,0,1,1,0,0
202,1,8,0,1,0,1,0,0
203,1,8,0,1,0,1,0,0
204,1,8,0,1,0,1,0,0
205,1,8,0,1,0,1,0,0
206,1,8,0,1,0,1,0,0
207,1,8,0,1,0,1,0,0
208,1,8,0,1,0,1,0,0
209,1,8,0,1,0,1,0,0
210,1,8,0,1,0,1,0,0
211,1,8,0,1,0,1,0,0
212,1,8,0,1,0,1,0,0
213,1,8,0,1,0,1,0,0
214,1,8,0,1,0,1,0,0
215,1,8,0,1,0,1,0,0
216,1,8,0,1,0,1,0,0
217,1,9,1,0,0,1,0,0
218,1,9,1,0,0,1,0,0
219,1,9,1,0,0,1,0,0
220,1,9,1,0,0,1,0,0
221,1,9,1,0,0,1,0,0
222,1,9,1,0,0,1,0,0
223,1,9,1,0,1,1,0,0
224,1,9,1,0,1,1,0,0
225,1,9,1,0,1,1,0,0
226,1,9,1,0,1,1,0,0
227,1,9,1,0,1,1,0,0
228,1,9,1,0,1,1,0,0
229,1,9,0,1,0,1,0,0
230,1,9,0,1,0,1,0,0
231,1,9,0,1,0,1,0,0
232,1,9,0,1,0,1,0,0
233,1,9,0,1,0,1,0,0
234,1,9,0,1,0,1,0,0
235,1,9,0,1,0,1,0,0
236,1,9,0,1,0,1,0,0
237,1,9,0,1,0,1,0,0
238,1,9,0,1,0,1,0,0
239,1,9,0,1,0,1,0,0
240,1,9,0,1,0,1,0,0
241,1,9,0,1,0,1,0,0
242,1,9,0,1,0,1,0,0
243,1,9,0,1,0,1,0,0
244,1,10,1,0,0,1,0,0
245,1,10,1,0,0,1,0,0
246,1,10,1,0,0,1,0,0
247,1,10,1,0,0,1,0,0
248,1,10,1,0,0,1,0,0
249,1,10,1,0,0,1,0,0
250,1,10,1,0,1,1,0,0
251,1,10,1,0,1,1,0,0
252,1,10,1,0,1,1,0,0
253,1,10,1,0,1,1,0,0
254,1,10,1,0,1,1,0,0
255,1,10,1,0,1,1,0,0
256,1,10,0,1,0,1,0,0
257,1,10,0,1,0,1,0,0
258,1,10,0,1,0,1,0,0
259,1,10,0,1,0,1,0,0
260,1,10,0,1,0,1,0,0
261,1,10,0,1,0,1,0,0
262,1,10,0,1,0,1,0,0
263,1,10,0,1,0,1,0,0
264,1,10,0,1,0,1,0,0
265,1,10,0,1,0,1,0,0
266,1,10,0,1,0,1,0,0
267,1,10,0,1,0,1,0,0
268,1,10,0,1,0,1,0,0
269,1,10,0,1,0,1,0,0
270,1,10,0,1,0,1,0,0
271,1,11,1,0,0,1,0,0
272,1,11,1,0,0,1,0,0
273,1,11,1,0,0,1,0,0
274,1,11,1,0,0,1,0,0
275,1,11,1,0,0,1,0,0
276,1,11,1,0,0,1,0,0
277,1,11,1,0,1,1,0,0
278,1,11,1,0,1,1,0,0
279,1,11,1,0,1,1,0,0
280,1,11,1,0,1,1,0,0
281,1,11,1,0,1,1,0,0
282,1,11,1,0,1,1,0,0
283,1,11,0,1,0,1,0,0
284,1,11,0,1,0,1,0,0
285,1,11,0,1,0,1,0,0
286,1,11,0,1,0,1,0,0
287,1,11,0,1,0,1,0,0
288,1,11,0,1,0,1,0,0
289,1,11,0,1,0,1,0,0
290,1,11,0,1,0,1,0,0
291,1,11,0,1,0,1,0,0
292,1,11,0,1,0,1,0,0
293,1,11,0,1,0,1,0,0
294,1,11,0,1,0,1,0,0
295,1,11,0,1,0,1,0,0
296,1,11,0,1,0,1,0,0
297,1,11,0,1,0,1,0,0
298,1,12,1,0,0,1,0,0
299,1,12,1,0,0,1,0,0
300,1,12,1,0,0,1,0,0
301,1,12,1,0,0,1,0,0
302,1,12,1,0,0,1,0,0
303,1,12,1,0,0,1,0,0
304,1,12,1,0,1,1,0,0
305,1,12,1,0,1,1,0,0
306,1,12,1,0,1,1,0,0
307,1,12,1,0,1,1,0,0
308,1,12,1,0,1,1,0,0
309,1,12,1,0,1,1,0,0
310,1,12,0,1,0,1,0,0
311,1,12,0,1,0,1,0,0
312,1,12,0,1,0,1,0,0
313,1,12,0,1,0,1,0,0
314,1,12,0,1,0,1,0,0
315,1,12,0,1,0,1,0,0
316,1,12,0,1,0,1,0,0
317,1,12,0,1,0,1,0,0
318,1,12,0,1,0,1,0,0
319,1,12,0,1,0,1,0,0
320,1,12,0,1,0,1,0,0
321,1,12,0,1,0,1,0,0
322,1,12,0,1,0,1,0,0
323,1,12,0,1,0,1,0,0
324,1,12,0,1,0,1,0,0
325,1,13,1,0,0,1,0,0
326,1,13,1,0,0,1,0,0
327,1,13,1,0,0,1,0,0
328,1,13,1,0,0,1,0,0
329,1,13,1,0,0,1,0,0
330,1,13,1,0,0,1,0,0
331,1,13,1,0,1,1,0,0
332,1,13,1,0,1,1,0,0
333,1,13,1,0,1,1,0,0
334,1,13,1,0,1,1,0,0
335,1,13,1,0,1,1,0,0
336,1,13,1,0,1,1,0,0
337,1,13,0,1,0,1,0,0
338,1,13,0,1,0,1,0,0
339,1,13,0,1,0,1,0,0
340,1,13,0,1,0,1,0,0
341,1,13,0,1,0,1,0,0
342,1,13,0,1,0,1,0,0
343,1,13,0,1,0,1,0,0
344,1,13,0,1,0,1,0,0
345,1,13,0,1,0,1,0,0
346,1,13,0,1,0,1,0,0
347,1,13,0,1,0,1,0,0
348,1,13,0,1,0,1,0,0
349,1,13,0,1,0,1,0,0
350,1,13,0,1,0,1,0,0
351,1,13,0,1,0,1,0,0
352,1,14,1,0,0,1,0,0
353,1,14,1,0,0,1,0,0
354,1,14,1,0,0,1,0,0
355,1,14,1,0,0,1,0,0
356,1,14,1,0,0,1,0,0
357,1,14,1,0,0,1,0,0
358,1,14,1,0,1,1,0,0
359,1,14,1,0,1,1,0,0
360,1,14,1,0,1,1,0,0
361,1,14,1,0,1,1,0,0
362,1,14,1,0,1,1,0,0
363,1,14,1,0,1,1,0,0
364,1,14,0,1,0,1,0,0
365,1,14,0,1,0,1,0,0
366,1,14,0,1,0,1,0,0
367,1,14,0,1,0,1,0,0
368,1,14,0,1,0,1,0,0
369,1,14,0,1,0,1,0,0
370,1,14,0,1,0,1,0,0
371,1,14,0,1,0,1,0,0
372,1,14,0,1,0,1,0,0
373,1,14,0,1,0,1,0,0
374,1,14,0,1,0,1,0,0
375,1,14,0,1,0,1,0,0
376,1,14,0,1,0,1,0,0
377,1,14,0,1,0,1,0,0
378,1,14,0,1,0,1,0,0
379,1,15,1,0,0,1,0,0
380,1,15,1,0,0,1,0,0
381,1,15,1,0,0,1,0,0
382,1,15,1,0,0,1,0,0
383,1,15,1,0,0,1,0,0
384,1,15,1,0,0,1,0,0
385,1,15,1,0,1,1,0,0
386,1,15,1,0,1,1,0,0
387,1,15,1,0,1,1,0,0
388,1,15,1,0,1,1,0,0
389,1,15,1,0,1,1,0,0
390,1,15,1,0,1,1,0,0
391,1,15,0,1,0,1,0,0
392,1,15,0,1,0,1,0,0
393,1,15,0,1,0,1,0,0
394,1,15,0,1,0,1,0,0
395,1,15,0,1,0,1,0,0
396,1,15,0,1,0,1,0,0
397,1,15,0,1,0,1,0,0
398,1,15,0,1,0,1,0,0
399,1,15,0,1,0,1,0,0
400,1,15,0,1,0,1,0,0
401,1,15,0,1,0,1,0,0
402,1,15,0,1,0,1,0,0
403,1,15,0,1,0,1,0,0
404,1,15,0,1,0,1,0,0
405,1,15,0,1,0,1,0,0
406,1,16,1,0,0,1,0,0
407,1,16,1,0,0,1,0,0
408,1,16,1,0,0,1,0,0
409,1,16,1,0,0,1,0,0
410,1,16,1,0,0,1,0,0
411,1,16,1,0,0,1,0,0
412,1,16,1,0,1,1,0,0
413,1,16,1,0,1,1,0,0
414,1,16,1,0,1,1,0,0
415,1,16,1,0,1,1,0,0
416,1,16,1,0,1,1,0,0
417,1,16,1,0,1,1,0,0
418,1,16,0,1,0,1,0,0
419,1,16,0,1,0,1,0,0
420,1,16,0,1,0,1,0,0
421,1,16,0,1,0,1,0,0
422,1,16,0,1,0,1,0,0
423,1,16,0,1,0,1,0,0
424,1,16,0,1,0,1,0,0
425,1,16,0,1,0,1,0,0
426,1,16,0,1,0,1,0,0
427,1,16,0,1,0,1,0,0
428,1,16,0,1,0,1,0,0
429,1,16,0,1,0,1,0,0
430,1,16,0,1,0,1,0,0
431,1,16,0,1,0,1,0,0
432,1,16,0,1,0,1,0,0
433,1,17,1,0,0,1,0,0
434,1,17,1,0,0,1,0,0
435,1,17,1,0,0,1,0,0
436,1,17,1,0,0,1,0,0
437,1,17,1,0,0,1,0,0
438,1,17,1,0,0,1,0,0
439,1,17,1,0,1,1,0,0
440,1,17,1,0,1,1,0,0
441,1,17,1,0,1,1,0,0
442,1,17,1,0,1,1,0,0
443,1,17,1,0,1,1,0,0
444,1,17,1,0,1,1,0,0
445,1,17,0,1,0,1,0,0
446,1,17,0,1,0,1,0,0
447,1,17,0,1,0,1,0,0
448,1,17,0,1,0,1,0,0
449,1,17,0,1,0,1,0,0
450,1,17,0,1,0,1,0,0
451,1,17,0,1,0,1,0,0
452,1,17,0,1,0,1,0,0
453,1,17,0,1,0,1,0,0
454,1,17,0,1,0,1,0,0
455,1,17,0,1,0,1,0,0
456,1,17,0,1,0,1,0,0
457,1,17,0,1,0,1,0,0
458,1,17,0,1,0,1,0,0
459,1,17,0,1,0,1,0,0
460,1,18,1,0,0,1,0,0
461,1,18,1,0,0,1,0,0
462,1,18,1,0,0,1,0,0
463,1,18,1,0,0,1,0,0
464,1,18,1,0,0,1,0,0
465,1,18,1,0,0,1,0,0
466,1,18,1,0,1,1,0,0
467,1,18,1,0,1,1,0,0
468,1,18,1,0,1,1,0,0
469,1,18,1,0,1,1,0,0
470,1,18,1,0,1,1,0,0
471,1,18,1,0,1,1,0,0
472,1,18,0,1,0,1,0,0
473,1,18,0,1,0,1,0,0
474,1,18,0,1,0,1,0,0
475,1,18,0,1,0,1,0,0
476,1,18,0,1,0,1,0,0
477,1,18,0,1,0,1,0,0
478,1,18,0,1,0,1,0,0
479,1,18,0,1,0,1,0,0
480,1,18,0,1,0,1,0,0
481,1,18,0,1,0,1,0,0
482,1,18,0,1,0,1,0,0
483,1,18,0,1,0,1,0,0
484,1,18,0,1,0,1,0,0
485,1,18,0,1,0,1,0,0
486,1,18,0,1,0,1,0,0
487,1,19,1,0,0,1,0,0
488,1,19,1,0,0,1,0,0
489,1,19,1,0,0,1,0,0
490,1,19,1,0,0,1,0,0
491,1,19,1,0,0,1,0,0
492,1,19,1,0,0,1,0,0
493,1,19,1,0,1,1,0,0
494,1,19,1,0,1,1,0,0
495,1,19,1,0,1,1,0,0
496,1,19,1,0,1,1,0,0
497,1,19,1,0,1,1,0,0
498,1,19,1,0,1,1,0,0
499,1,19,0,1,0,1,0,0
500,1,19,0,1,0,1,0,0
501,1,19,0,1,0,1,0,0
502,1,19,0,1,0,1,0,0
503,1,19,0,1,0,1,0,0
504,1,19,0,1,0,1,0,0
505,1,19,0,1,0,1,0,0
506,1,19,0,1,0,1,0,0
507,1,19,0,1,0,1,0,0
508,1,19,0,1,0,1,0,0
509,1,19,0,1,0,1,0,0
510,1,19,0,1,0,1,0,0
511,1,19,0,1,0,1,0,0
512,1,19,0,1,0,1,0,0
513,1,19,0,1,0,1,0,0
514,1,20,1,0,0,1,0,0
515,1,20,1,0,0,1,0,0
516,1,20,1,0,0,1,0,0
517,1,20,1,0,0,1,0,0
518,1,20,1,0,0,1,0,0
519,1,20,1,0,0,1,0,0
520,1,20,1,0,1,1,0,0
521,1,20,1,0,1,1,0,0
522,1,20,1,0,1,1,0,0
523,1,20,1,0,1,1,0,0
524,1,20,1,0,1,1,0,0
525,1,20,1,0,1,1,0,0
526,1,20,0,1,0,1,0,0
527,1,20,0,1,0,1,0,0
528,1,20,0,1,0,1,0,0
529,1,20,0,1,0,1,0,0
530,1,20,0,1,0,1,0,0
531,1,20,0,1,0,1,0,0
532,1,20,0,1,0,1,0,0
533,1,20,0,1,0,1,0,0
534,1,20,0,1,0,1,0,0
535,1,20,0,1,0,1,0,0
536,1,20,0,1,0,1,0,0
537,1,20,0,1,0,1,0,0
538,1,20,0,1,0,1,0,0
539,1,20,0,1,0,1,0,0
540,1,20,0,1,0,1,0,0
541,1,21,1,0,0,1,0,0
542,1,21,1,0,0,1,0,0
543,1,21,1,0,0,1,0,0
544,1,21,1,0,0,1,0,0
545,1,21,1,0,0,1,0,0
546,1,21,1,0,0,1,0,0
547,1,21,1,0,1,1,0,0
548,1,21,1,0,1,1,0,0
549,1,21,1,0,1,1,0,0
550,1,21,1,0,1,1,0,0
551,1,21,1,0,1,1,0,0
552,1,21,1,0,1,1,0,0
553,1,21,0,1,0,1,0,0
554,1,21,0,1,0,1,0,0
555,1,21,0,1,0,1,0,0
556,1,21,0,1,0,1,0,0
557,1,21,0,1,0,1,0,0
558,1,21,0,1,0,1,0,0
559,1,21,0,1,0,1,0,0
560,1,21,0,1,0,1,0,0
561,1,21,0,1,0,1,0,0
562,1,21,0,1,0,1,0,0
563,1,21,0,1,0,1,0,0
564,1,21,0,1,0,1,0,0
565,1,21,0,1,0,1,0,0
566,1,21,0,1,0,1,0,0
567,1,21,0,1,0,1,0,0
568,1,22,1,0,0,1,0,0
569,1,22,1,0,0,1,0,0
570,1,22,1,0,0,1,0,0
571,1,22,1,0,0,1,0,0
572,1,22,1,0,0,1,0,0
573,1,22,1,0,0,1,0,0
574,1,22,1,0,1,1,0,0
575,1,22,1,0,1,1,0,0
576,1,22,1,0,1,1,0,0
577,1,22,1,0,1,1,0,0
578,1,22,1,0,1,1,0,0
579,1,22,1,0,1,1,0,0
580,1,22,0,1,0,1,0,0
581,1,22,0,1,0,1,0,0
582,1,22,0,1,0,1,0,0
583,1,22,0,1,0,1,0,0
584,1,22,0,1,0,1,0,0
585,1,22,0,1,0,1,0,0
586,1,22,0,1,0,1,0,0
587,1,22,0,1,0,1,0,0
588,1,22,0,1,0,1,0,0
589,1,22,0,1,0,1,0,0
590,1,22,0,1,0,1,0,0
591,1,22,0,1,0,1,0,0
592,1,22,0,1,0,1,0,0
593,1,22,0,1,0,1,0,0
594,1,22,0,1,0,1,0,0
595,1,23,1,0,0,1,0,0
596,1,23,1,0,0,1,0,0
597,1,23,1,0,0,1,0,0
598,1,23,1,0,0,1,0,0
599,1,23,1,0,0,1,0,0
600,1,23,1,0,0,1,0,0
601,1,23,1,0,1,1,0,0
602,1,23,1,0,1,1,0,0
603,1,23,1,0,1,1,0,0
604,1,23,1,0,1,1,0,0
605,1,23,1,0,1,1,0,0
606,1,23,1,0,1,1,0,0
607,1,23,0,1,0,1,0,0
608,1,23,0,1,0,1,0,0
609,1,23,0,1,0,1,0,0
610,1,23,0,1,0,1,0,0
611,1,23,0,1,0,1,0,0
612,1,23,0,1,0,1,0,0
613,1,23,0,1,0,1,0,0
614,1,23,0,1,0,1,0,0
615,1,23,0,1,0,1,0,0
616,1,23,0,1,0,1,0,0
617,1,23,0,1,0,1,0,0
618,1,23,0,1,0,1,0,0
619,1,23,0,1,0,1,0,0
620,1,23,0,1,0,1,0,0
621,1,23,0,1,0,1,0,0
622,1,24,1,0,0,1,0,0
623,1,24,1,0,0,1,0,0
624,1,24,1,0,0,1,0,0
625,1,24,1,0,0,1,0,0
626,1,24,1,0,0,1,0,0
627,1,24,1,0,0,1,0,0
628,1,24,1,0,1,1,0,0
629,1,24,1,0,1,1,0,0
630,1,24,1,0,1,1,0,0
631,1,24,1,0,1,1,0,0
632,1,24,1,0,1,1,0,0
633,1,24,1,0,1,1,0,0
634,1,24,0,1,0,1,0,0
635,1,24,0,1,0,1,0,0
636,1,24,0,1,0,1,0,0
637,1,24,0,1,0,1,0,0
638,1,24,0,1,0,1,0,0
639,1,24,0,1,0,1,0,0
640,1,24,0,1,0,1,0,0
641,1,24,0,1,0,1,0,0
642,1,24,0,1,0,1,0,0
643,1,24,0,1,0,1,0,0
644,1,24,0,1,0,1,0,0
645,1,24,0,1,0,1,0,0
646,1,24,0,1,0,1,0,0
647,1,24,0,1,0,1,0,0
648,1,24,0,1,0,1,0,0
649,1,25,1,0,0,1,0,0
650,1,25,1,0,0,1,0,0
651,1,25,1,0,0,1,0,0
652,1,25,1,0,0,1,0,0
653,1,25,1,0,0,1,0,0
654,1,25,1,0,0,1,0,0
655,1,25,1,0,1,1,0,0
656,1,25,1,0,1,1,0,0
657,1,25,1,0,1,1,0,0
658,1,25,1,0,1,1,0,0
659,1,25,1,0,1,1,0,0
660,1,25,1,0,1,1,0,0
661,1,25,0,1,0,1,0,0
662,1,25,0,1,0,1,0,0
663,1,25,0,1,0,1,0,0
664,1,25,0,1,0,1,0,0
665,1,25,0,1,0,1,0,0
666,1,25,0,1,0,1,0,0
667,1,25,0,1,0,1,0,0
668,1,25,0,1,0,1,0,0
669,1,25,0,1,0,1,0,0
670,1,25,0,1,0,1,0,0
671,1,25,0,1,0,1,0,0
672,1,25,0,1,0,1,0,0
673,1,25,0,1,0,1,0,0
674,1,25,0,1,0,1,0,0
675,1,25,0,1,0,1,0,0
676,1,999,0,0,0,0,1,0
677,2,0,0,0,0,1,0,0
678,2,0,0,0,0,1,0,0
679,2,0,0,0,0,1,0,0
680,2,0,0,0,0,1,0,0
681,2,0,0,0,0,1,0,0
682,2,1,1,0,0,1,0,0
683,2,1,1,0,0,1,0,0
684,2,1,1,0,0,1,0,0
685,2,1,1,0,0,1,0,0
686,2,1,1,0,0,1,0,0
687,2,1,1,0,0,1,0,0
688,2,1,1,0,1,1,0,0
689,2,1,1,0,1,1,0,0
690,2,1,1,0,1,1,0,0
691,2,1,1,0,1,1,0,0
692,2,1,1,0,1,1,0,0
693,2,1,1,0,1,1,0,0
694,2,1,0,1,0,1,0,0
695,2,1,0,1,0,1,0,0
696,2,1,0,1,0,1,0,0
697,2,1,0,1,0,1,0,0
698,2,1,0,1,0,1,0,0
699,2,1,0,1,0,1,0,0
700,2,1,0,1,0,1,0,0
701,2,1,0,1,0,1,0,0
702,2,1,0,1,0,1,0,0
703,2,1,0,1,0,1,0,0
704,2,1,0,1,0,1,0,0
705,2,1,0,1,0,1,0,0
706,2,1,0,1,0,1,0,0
707,2,1,0,1,0,1,0,0
708,2,1,0,1,0,1,0,0
709,2,2,1,0,0,1,0,0
710,2,2,1,0,0,1,0,0
711,2,2,1,0,0,1,0,0
712,2,2,1,0,0,1,0,0
713,2,2,1,0,0,1,0,0
714,2,2,1,0,0,1,0,0
715,2,2,1,0,1,1,0,0
716,2,2,1,0,1,1,0,0
717,2,2,1,0,1,1,0,0
718,2,2,1,0,1,1,0,0
719,2,2,1,0,1,1,0,0
720,2,2,1,0,1,1,0,0
721,2,2,0,1,0,1,0,0
722,2,2,0,1,0,1,0,0
723,2,2,0,1,0,1,0,0
724,2,2,0,1,0,1,0,0
725,2,2,0,1,0,1,0,0
726,2,2,0,1,0,1,0,0
727,2,2,0,1,0,1,0,0
728,2,2,0,1,0,1,0,0
729,2,2,0,1,0,1,0,0
730,2,2,0,1,0,1,0,0
731,2,2,0,1,0,1,0,0
732,2,2,0,1,0,1,0,0
733,2,2,0,1,0,1,0,0
734,2,2,0,1,0,1,0,0
735,2,2,0,1,0,1,0,0
736,2,3,1,0,0,1,0,0
737,2,3,1,0,0,1,0,0
738,2,3,1,0,0,1,0,0
739,2,3,1,0,0,1,0,0
740,2,3,1,0,0,1,0,0
741,2,3,1,0,0,1,0,0
742,2,3,1,0,1,1,0,0
743,2,3,1,0,1,1,0,0
744,2,3,1,0,1,1,0,0
745,2,3,1,0,1,1,0,0
746,2,3,1,0,1,1,0,0
747,2,3,1,0,1,1,0,0
748,2,3,0,1,0,1,0,0
749,2,3,0,1,0,1,0,0
750,2,3,0,1,0,1,0,0
751,2,3,0,1,0,1,0,0
752,2,3,0,1,0,1,0,0
753,2,3,0,1,0,1,0,0
754,2,3,0,1,0,1,0,0
755,2,3,0,1,0,1,0,0
756,2,3,0,1,0,1,0,0
757,2,3,0,1,0,1,0,0
758,2,3,0,1,0,1,0,0
759,2,3,0,1,0,1,0,0
760,2,3,0,1,0,1,0,0
761,2,3,0,1,0,1,0,0
762,2,3,0,1,0,1,0,0
763,2,4,1,0,0,1,0,0
764,2,4,1,0,0,1,0,0
765,2,4,1,0,0,1,0,0
766,2,4,1,0,0,1,0,0
767,2,4,1,0,0,1,0,0
768,2,4,1,0,0,1,0,0
769,2,4,1,0,1,1,0,0
770,2,4,1,0,1,1,0,0
771,2,4,1,0,1,1,0,0
772,2,4,1,0,1,1,0,0
773,2,4,1,0,1,1,0,1
