"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"x";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Load";"Objective Value";"Valid?";"ReturnCode";"CompTime"
"Dim.  9";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0.996809821118352";"0.989457672237128";"1.01019282299165";"0.999879984725329";"0.992383986844134";"1.00670780506297";"0.997791657372295";"1.00313996471478";"0.996895939031961";"0.971025053042155";"0.981943898282868";"1.0024076882095";"1.00676815315364";"1.0092480190699";"0.997732047114892";"1.01015765407102";"1.02631990573219";"1.00728110973455";"0.995267372335256";"0.997185038780583";"0.986750884175689";"0.966432391625642";"0.987069236738889";"1.00255591054313";"0.997294395081484";"0.963611994195642";"1.00120940063848";"1.01610548157256";"1.00988773837439";"0.994907069874579";"150670";"FALSE";"TIME_LIMIT";"0.120623826980591"
"Dim.  10";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0.996546605039009";"0.990429510066972";"1.0054326695739";"0.999934537122907";"0.981992908165887";"1.01279432205889";"1.00799687709123";"1.00341300512476";"0.994294950013915";"0.973928977090075";"0.975794118932145";"1.00002049096349";"1.01289172029264";"1.00333281832829";"0.998724929714363";"1.01769911504425";"0.995630728802778";"1.00029449397811";"0.975692463713";"1.00684774254085";"1.00427216387804";"0.958277068336718";"0.996832854416176";"1.01078414887058";"0.994409820187813";"0.96590493702715";"1.01455638966671";"0.995784250222315";"1.00588284119441";"1.00306421107131";"150612";"FALSE";"TIME_LIMIT";"0.152743101119995"
"Dim.  11";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.997820570863033";"0.976380115352925";"1.00561130667788";"0.999268997872456";"0.99864330130017";"1.02058674866265";"1.00803033682802";"1.00541880198269";"0.999711001220217";"0.98524463684876";"0.990944641062612";"1.00602434326462";"1.00655329114876";"1.00425982739974";"0.999822326271674";"1.00798507632459";"0.997090628486814";"0.990962081361578";"0.972470473896601";"0.989438904361193";"0.986437231637807";"0.996905868217631";"0.996476288357069";"1.01523457205314";"0.998620878426749";"0.970147435116364";"1.00576372015995";"0.99604773458342";"0.995175447697703";"1.00514576135079";"150538";"FALSE";"TIME_LIMIT";"0.19654393196106"
"Dim.  12";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.997989029153813";"0.979337882661146";"1.00498082278148";"0.998090666084774";"0.995549617143738";"0.995598331999495";"1.00153914789204";"1.02377551877678";"0.990762742705457";"0.973971839437646";"0.977530912745227";"1.0091492151961";"1.01930535113823";"1.005970379853";"0.992631765972346";"1.01077189071138";"0.995620300947892";"0.990312163616792";"0.963702436035579";"0.996945467612973";"0.984003720568036";"0.995385384214612";"0.983576986807056";"1.01019001177064";"0.995188865962016";"0.964764004120651";"1.02527756289428";"0.992326017982808";"1.00096491046046";"0.989412622436365";"150437";"FALSE";"TIME_LIMIT";"0.258084058761597"
"Dim.  13";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.999936828140958";"0.985728772737836";"1.00998266169285";"0.997883366973979";"0.994922657896089";"0.997599090181542";"1.00078072719161";"1.0090943459632";"0.987562348810823";"0.978558110627719";"0.984150391051689";"1.00271505266178";"1.01195707057143";"1.01029642218642";"0.985044052633229";"1.02448984234593";"0.999937432870684";"0.993287568292138";"0.965276457290148";"0.984767266592799";"0.986080316680907";"0.999489627747238";"0.977001489187659";"1.02298077462026";"0.999873668252832";"0.9567110116641";"0.999280896917663";"1.00225059558444";"1.00535369674836";"1.0038672456969";"150471";"FALSE";"TIME_LIMIT";"0.344365119934082"
"Dim.  14";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.998789206035018";"0.992954175733632";"1.0135554037724";"0.99410834106159";"0.983359884886171";"0.998251969167263";"0.998070488512157";"1.01257036041334";"0.991404962216085";"0.971710850603288";"0.986575348451086";"1.0077046022704";"1.00449061590194";"1.00695256803584";"0.98608919221162";"1.0157085333394";"0.998748657413683";"0.980766496740256";"0.967135703872726";"0.992693079387896";"0.987691841789334";"0.993918063987921";"0.971076200264278";"1.02388879547111";"0.999957889417611";"0.977801654906565";"0.99522777045358";"0.991656328564998";"1.00736652071964";"1.00874885092085";"150398";"FALSE";"TIME_LIMIT";"0.454380989074707"
"Dim.  15";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.999505153770834";"0.993904886654131";"0.994104975568749";"0.998788936773771";"0.989465029035408";"0.996040604860789";"0.991356234664287";"1.01720154582878";"0.987048573202321";"0.960855961080988";"0.972265915148337";"1.00099381172903";"1.00186929944243";"0.989968437548282";"0.994147218361012";"1.02084992151421";"0.997862289748376";"1.00491500294494";"0.962540406921468";"1.00671797482506";"0.984414713548708";"0.990877095981882";"0.995060511357678";"1.00390112661846";"0.999936834126416";"0.99046268706315";"0.989997929854763";"0.998605728589151";"1.00009337843166";"0.993036844496571";"150349";"FALSE";"TIME_LIMIT";"0.617160081863403"
"Dim.  16";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.998620747744238";"0.995362643398897";"1.0068302422109";"0.997512410670449";"1.00296006989054";"0.997293711301125";"0.994824894044167";"0.9957678736453";"0.996981568300045";"0.972825271640128";"0.976143662341067";"0.998012376541945";"1.01975656134847";"0.997704548965943";"0.989653118173932";"0.999374388607048";"0.998091702555867";"0.996669171557975";"0.965413788003634";"0.983699178470538";"0.994451594760921";"0.999404565705111";"0.999727331837154";"1.02072753769408";"0.994230850212658";"0.976140102130111";"0.998932240877742";"0.985036283992227";"1.00246934074827";"1.00210268276962";"150293";"FALSE";"TIME_LIMIT";"0.851717948913574"
"Dim.  17";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.99974731256383";"1.01520081127332";"1.00873220196501";"0.995504882439583";"0.979906470013875";"0.999768333263131";"1.00389248271247";"1.00461018230698";"0.990548669535247";"0.95640899252052";"0.977487219819111";"0.999293061759764";"1.0062202550412";"0.980245878120379";"0.992579508993426";"1";"0.997580737666455";"1.00312772914678";"0.96639623080011";"1.00548019045908";"0.997685460582528";"0.97787323629172";"0.997409652452965";"0.995706518692898";"0.999936834126416";"0.997020282020891";"0.997777317745503";"0.989559432191202";"1.00512543835986";"1.00005283122537";"150291";"FALSE";"TIME_LIMIT";"1.19775199890137"
"Dim.  18";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.998978721612146";"0.993207698645765";"1.00670414543162";"0.998243412797992";"0.99110951230793";"0.998251969167263";"0.991757751505688";"1.01634041838192";"0.99596472074155";"0.956655451019052";"0.975422729060165";"1.00091184787509";"1.00673592385291";"0.990233297282981";"0.988357145096728";"0.989410105330209";"0.998571383880622";"0.99700428539513";"0.981386406372145";"0.988909851366055";"0.995122162255702";"0.993705408882604";"0.995658283868532";"0.997275937447452";"0.99687328925759";"0.992024546673018";"0.999771194473802";"1.00274462876151";"1.00720051461891";"0.9909130292368";"150184";"FALSE";"TIME_LIMIT";"1.70450210571289"
"Dim.  19";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.99924193769149";"0.976168846259481";"1.01478484737036";"0.998603458622006";"0.992753995580451";"0.996324923128765";"0.995416016060674";"0.993825086112745";"0.99508702074369";"0.954544480401192";"0.972604535325731";"1.00428261136839";"1.00976547812168";"0.998565343103715";"0.989464993049822";"0.998760151966695";"0.993659864229329";"1.00468143875541";"0.9703788214912";"0.992233901316643";"1.00627305075763";"0.981169390424141";"0.996675545860688";"0.996199764587187";"0.999547311239314";"0.954694994295335";"0.997439557206829";"0.993687353848518";"0.993878525035795";"0.998510159444638";"150140";"FALSE";"TIME_LIMIT";"2.47713208198547"
"Dim.  20";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0.998810263321366";"0.996873217417024";"0.993726685230915";"0.999258087392941";"0.993720129503058";"0.996388104966092";"0.971046174436761";"0.999485423842729";"0.992100700019267";"0.967478193780673";"0.979824791366278";"0.995348551288882";"1.01942352524091";"1.01457832123071";"0.997355796866672";"0.996917442045635";"0.998811224542999";"0.998456445356135";"0.991253089941053";"0.997664181115803";"0.99399733936123";"0.984858956501398";"0.990897078255763";"0.999988789866039";"0.998462963742789";"0.981224453626062";"0.995456575979778";"0.986606211643813";"1.01059326430246";"1.00647710823005";"150148";"FALSE";"TIME_LIMIT";"3.66525816917419"
