Comments,Date,F10,F11,F12,F13,F14,Product Description,Product Type,Productid,Time,URL,Price,Qty
,22/03/2018,,,,,,Industry-leading insulation and innovative construction allow us to make these super-warm winter boots 50% lighter than traditional boots.,"Waterproof Boots, Tall",BH-1732,30/12/1899 07:15:00,https://www.example.com/product/BH_1732.html,65.46,3
,24/03/2018,,,,,,"This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.",Heated Insoles,BH-4480,30/12/1899 07:45:00,https://www.example.com/product/BH_4480.html,51.42,0
,25/03/2018,,,,,,Our exclusive wool performance fabric makes these pants an ideal base layer for cool-weather sports.,"Base Layer, Pants",BH-1061,30/12/1899 08:00:00,https://www.example.com/product/BH_1061.html,62.55,0
,26/03/2018,,,,,,"This camo quarter-zip hoodie is an extremely versatile mid layer thats great for all hunting seasons. Its made from warm, breathable fleece and features an innovative lightweight hood with a built-in face mask.","Quarter-Zip Hoodie, Camo",ON-7017,30/12/1899 08:15:00,https://www.example.com/product/ON_7017.html,0.9,2
,27/03/2018,,,,,,"Made of soft cotton that resists wrinkles, stains, shrinking, fading and pilling, our resilient tee keeps its shape wash after wash.","Tee, Traditional Fit, Short-Sleeve",ON-1026,30/12/1899 08:30:00,https://www.example.com/product/ON_1026.html,20.65,3
https://www.example.com/product/AN_6109.html,28/03/2018,,,,,,Pullover,Kids',AN-6109,30/12/1899 08:45:00,"Just as good today as it was back then, our kids' retro fleece pullover combines our soft, warm, stretchy fleece with cool colorblock designs and our logo.",18.58,4
Vest,29/03/2018,"This lightweight fitness vest allows excellent freedom of movement while resisting wind and light rain, making it perfect for running, hiking, cycling or walks around town.",https://www.example.com/product/AN_9272.html,,,,Essential,Women's,AN-9272,30/12/1899 09:00:00,Running,57.75,3
,30/03/2018,,,,,,"We kept the heritage-inspired design of our spacious rolling duffle, then added thoughtful details like easy-rolling spinner wheels.","Rolling Duffle, Extra-Large",AN-1646,30/12/1899 09:15:00,https://www.example.com/product/AN_1646.html,78.74,0
,31/03/2018,,,,,,"Lightweight and breathable, this colorful shirt will be a warm-weather mainstay year after year. Light and comfortable, perfect for summer.","Linen Shirt, Slightly Fitted Short-Sleeve Stripe",AN-9388,30/12/1899 09:30:00,https://www.example.com/product/AN_9388.html,64.02,0
,13/04/2018,,,,,,"The original boot, made since 1912. Now with even more protection from cold, wet weather, with the addition of a waterproof liner and warm insulation.","Women's Hunting Shoes, 10""",YY-9611,30/12/1899 11:00:00,https://www.example.com/product/YY_9611.html,3.79,4
,14/04/2018,,,,,,"Our finest leather Men's slip-on penny loafers are handstitched from supple, fine-grain nubuck leather that molds to your foot for a custom-like feel.","Men's Loafers, Leather/Nubuck",RI-1639,30/12/1899 11:15:00,https://www.example.com/product/RI_1639.html,25.14,12
https://www.example.com/product/RI_3655.html,16/04/2018,,,,,,Sneaker,Kids',RI-3655,30/12/1899 11:45:00,"Designed with FAST fun in mind, these super cool kids' sneakers feature a sleek, engineered mesh upper and award-winning cushioning for all-day, action-packed comfort.",45.12,15
,17/04/2018,,,,,,"With its great coverage and UPF 50+ sun protection, this quick-drying kids' rashguard blocks the sun, but not the summer fun.","Kids' Shirt, Short Sleeve, Graphic",CC-5271,30/12/1899 12:00:00,https://www.example.com/product/CC_5271.html,38.81,16
"Designed specifically for mountain biking, the cycling shorts are built with performance features such as breathable, moisture-wicking fabric and chamois padding, with a casual, relaxed fit for comfort on and off the bike.",18/04/2018,https://www.example.com/product/CC_9916.html,,,,,Biking,Men's,CC-9916,30/12/1899 12:15:00,Shorts,75.06,9
"Our lightest, most compact 2-person cookset nests together to save space. Includes a stove, a two-liter hard anodized aluminum pot with clear strainer lid, 2 bowls, 2-12.5 oz. double-wall insulated mugs and 2 folding sporks.",19/04/2018,https://www.example.com/product/YY_7121.html,,,,,Stove,Backpacking,YY-7121,30/12/1899 12:30:00,Kit,67.64,9
,20/04/2018,,,,,,This luggage lock helps keep your belongings secure while traveling. Allows your luggage to go through airport security and arrive at your destination fully locked.,"Travel Lock, Combination Cable",YY-8954,30/12/1899 12:45:00,https://www.example.com/product/YY_8954.html,64.19,15
https://www.example.com/product/YY_8239.html,21/04/2018,,,,,,Boots,Men's,YY-8239,30/12/1899 13:00:00,"Here, when we call something good we mean it: just one touch of these soft men's boot slippers and you'll understand why.",72,8
https://www.example.com/product/BH_2268.html,23/04/2018,,,,,,Shorts,Men's,BH-2268,30/12/1899 13:30:00,"We used performance-packed swim fabric to create board shorts that keep up during the most rigorous adventures, with enough style for heading into town afterward.",43.61,26
"This portable game center will provide hours of fun at your barbecue, tailgate, beach trip and more. With easy set-up and take-down, you can take it anywhere.",25/04/2018,https://www.example.com/product/BH_4482.html,,,,,Game,Portable,BH-4482,30/12/1899 14:00:00,Center,53.95,16
,26/04/2018,,,,,,"The classic alpine hiker is back, with retro style and all-day comfort you'll want to wear beyond the trail.","Women's Waterproof Hiking Boots, Leather Mesh",HK-4191,30/12/1899 14:15:00,https://www.example.com/product/HK_4191.html,3.35,22
https://www.example.com/product/AN_5829.html,29/04/2018,,,,,,Booties,Women's,AN-5829,30/12/1899 15:00:00,"Inspired by the legendary comfort of our slippers, we designed these warm slipper booties to be so cozy you'll never want to take them off. The durable knit lambswool upper is lined with toasty fleece that wraps your feet in luxury.",2.86,30
An ultracozy take on the classic ragg sweater. We created this swing sweater from beautifully marled cotton with linen for amazing texture.,13/05/2018,https://www.example.com/product/BH_7941.html,,,,,Ragg,Cotton/Linen,BH-7941,30/12/1899 18:45:00,Sweater,64.17,24
with,15/05/2018,Coffee,Press,"This unique bundle includes the wood-burning camp Stove, Portable Grill, Kettle Pot with Coffee Press and a USB Lantern.",https://www.example.com/product/HK_8027.html,,Stove,Camp,HK-8027,30/12/1899 19:15:00,Bundle,26.62,18
,18/05/2018,,,,,,"An exclusive, these colorblocked sandals are an absolutely beautiful and incredibly comfortable addition to your warm-weather wardrobe.",Sandals,AN-2099,30/12/1899 20:00:00,https://www.example.com/product/AN_2099.html,64.14,30
,19/05/2018,,,,,,Our most rugged flannel shirt is also one of the softest - double brushed for an exceptional feel. Made from heavyweight organic cotton in a flattering longer length.,"Flannel Tunic, Plaid",AN-5746,30/12/1899 20:15:00,https://www.example.com/product/AN_5746.html,83.75,33
"Our traditional ragg wool hat is thickly knit from soft lambswool yarns and keeps on insulating, even when wet.",20/05/2018,https://www.example.com/product/AN_5136.html,,,,,Wool,Ragg,AN-5136,30/12/1899 20:30:00,Hat,39.41,16
https://www.example.com/product/ZN_5503.html,21/05/2018,,,,,,Table,Coffee,ZN-5503,30/12/1899 20:45:00,"Spend more time relaxing outside with our low-maintenance coffee table. Like all of our furniture, it won't chip, peel, warp or crack.",88.45,21
https://www.example.com/product/ZN_4103.html,22/05/2018,,,,,,Hat,Baseball,ZN-4103,30/12/1899 21:00:00,"This sun-blocking baseball hat features a rear flap for extra coverage. It provides UPF 50+ rated sun protection, the highest possible.",68.74,19
,23/05/2018,,,,,,"With four reclining positions and backpack straps for easy carrying, this is the most comfortable and convenient folding beach chair we've ever offered.","Beach Chair, Print",GN-1741,30/12/1899 21:15:00,https://www.example.com/product/GN_1741.html,48.05,2
Designed to be the ultimate reversible jacket with two great options. We took the cozy comfort of plush fleece and combined it with the ultralight warmth of our insulation.,24/05/2018,https://www.example.com/product/GN_5567.html,,,,,Reversible,Men's,GN-5567,30/12/1899 21:30:00,Jacket,26.87,1
,25/05/2018,,,,,,"With flattering coverage, amazing stay-put shape and quick-dry comfort, our best-value one-piece bathing suit is designed for sun and surf. Made from premium Italian swim fabric in fun wave print.","Swimwear, Print",GN-3028,30/12/1899 21:45:00,https://www.example.com/product/GN_3028.html,12.98,0
https://www.example.com/product/YY_4147.html,26/05/2018,,,,,,Sandals,Women's,YY-4147,30/12/1899 22:00:00,"You wont find a sandal with better control or support than this. Its loaded with features like secure double-strap webbing, a podiatrist-certified footbed and a toe loop for extra forefoot stability.",11.06,2
"Designed to resist wind and water, these click-to-fit ear warmers are made with insulation for even more warmth during outdoor activities.",27/05/2018,https://www.example.com/product/WH_3118.html,,,,,Ear,Men's,WH-3118,30/12/1899 22:15:00,Warmer,31.06,0
,28/05/2018,,,,,,"Made of soft cotton that resists wrinkles, stains, shrinking, fading and pilling, our resilient tee keeps its shape wash after wash.","Tee, Traditional Fit, Long-Sleeve",WH-2859,30/12/1899 22:30:00,https://www.example.com/product/WH_2859.html,72.91,1
,30/05/2018,,,,,,"Collapsed or extended, our lightweight camp lights take up minimal space, making them handy to bring on hikes and camping trips, and easy to keep on hand in case of a power outage.","Camp Light, Two-Pack",CC-2828,30/12/1899 23:00:00,https://www.example.com/product/CC_2828.html,79.36,1
Shoes,31/05/2018,"This lightweight, ventilated version of the best-selling trail hiker features less volume in the forefoot for a more athletic fit. It's also equipped with a grippier outsole that excels in both wet and dry conditions.",https://www.example.com/product/HK_9973.html,,,,Ventilated,Women's,HK-9973,30/12/1899 15:30:00,Hiking,39.49,3
https://www.example.com/product/CC_5815.html,21/06/2018,,,,,,Watch,Field,CC-5815,30/12/1899 23:15:00,"Inspired by watches worn by World War II infantrymen, this updated design makes it easy to tell time at a glance. New smaller size is perfect for men and women who want a classic field watch that's perfect for all occasions, both indoor and outdoor.",13.57,1
https://www.example.com/product/YY_2632.html,22/06/2018,,,,,,Capris,Women's,YY-2632,30/12/1899 23:30:00,"These great cargo capris pants for women are designed for performance, with built-in UPF 50+ to keep you cool, dry, and protected from the sun while you're out enjoying it.",27.84,1
https://www.example.com/product/YY_1196.html,23/06/2018,,,,,,Tee,Girls',YY-1196,30/12/1899 23:45:00,"This girls' fitness tee controls moisture and odor: all at a great price, perfect for camp, sports and play.",90.15,0
,24/06/2018,,,,,,"Made of moisture-wicking merino wool with nylon for durability and spandex for shape-retaining stretch, these soft, form-fitting men's chino socks offer all-day comfort at home or work.","Men's Socks, Two-Pack",YY-1894,30/12/1899 00:00:00,https://www.example.com/product/YY_1894.html,13.52,0
https://www.example.com/product/BH_1861.html,26/06/2018,,,,,,Socks,Women's,BH-1861,30/12/1899 00:30:00,These ankle socks provide all-day comfort and no-show style. In a naturally breathable merino-wool blend that wicks moisture and dries quickly.,82.12,0
,27/06/2018,,,,,,"Bring light, texture and classic style to any space with this coast-inspired striped ceramic table lamp.","Ceramic Lamp, Stripe",RI-7731,30/12/1899 17:15:00,https://www.example.com/product/RI_7731.html,65.13,1
Boots,29/06/2018,"Parents and little ones alike swear by this warm weatherproofing. Just pull these kids' handle boots on and seal the cold, wet weather out.",https://www.example.com/product/ZN_7072.html,,,,High,Kids',ZN-7072,30/12/1899 10:00:00,Handles,88.21,1
"Were proud to offer the National Park collectible patch, featuring an embroidered scene of a breathtaking, rugged coastline.",30/06/2018,https://www.example.com/product/GN_1306.html,,,,,Park,National,GN-1306,30/12/1899 10:15:00,Patch,78.95,2
We combined details with your everyday needs to create this: an exceptional quality tote with a laptop compartment and enough room for all your other essentials.,13/07/2018,https://www.example.com/product/GN_7767.html,,,,,Versatile,Men's,GN-7767,30/12/1899 10:30:00,Tote,25.88,1
"Run a 5K, rock hop at the shore, window shop in town - these summer slip-on sneakers do it all. They're breathable, quick drying and comfortably cushioned for whatever your day has in store.",14/07/2018,https://www.example.com/product/GN_4624.html,,,,,Slip-On,Summer,GN-4624,30/12/1899 10:45:00,Sneakers,24.52,0
"Designed after the most popular adult hydration pack, this hydration pack measures up to your kids' trail hydration needs and your highest expectations.",15/07/2018,https://www.example.com/product/RI_7676.html,,,,,Hydration,Kids',RI-7676,30/12/1899 16:45:00,Pack,7.49,20
https://www.example.com/product/RI_5314.html,16/07/2018,,,,,,Sunglasses,Fishing,RI-5314,30/12/1899 17:00:00,"These sunglasses are made for fishermen with large faces. The taller lens shape and thicker temples provide additional sun protection, great for fishermen who spend a lot of time on the water.",76.26,3
https://www.example.com/product/YY_7734.html,17/07/2018,,,,,,Hat,Havana,YY-7734,30/12/1899 16:30:00,The perfect complement to any summertime style: this fedora hat offers UPF 50+ protection and won't crunch or bend during your travels.,73.42,0
,18/07/2018,,,,,,"With proprietary construction, a front profile of only 9mm and weighing only 2.4 oz., this bright headlamp sits comfortably on your forehead without bouncing or slipping.",Headlamp,BH-7744,30/12/1899 17:30:00,https://www.example.com/product/BH_7744.html,56.76,1
,19/07/2018,,,,,,Our built-in fabric technology traps your body heat and keeps you up to 7 degrees warmer: for comfort as the days and months get colder.,"Underwear, Print",YY-8580,30/12/1899 17:45:00,https://www.example.com/product/YY_8580.html,6.31,1
"With ski-inspired style and a toasty, fleece-lined earband, staying warm on the slopes has never looked cooler.",20/07/2018,https://www.example.com/product/BH_7918.html,,,,,Jumper,Kids',BH-7918,30/12/1899 18:00:00,Hat,63.7,1
https://www.example.com/product/BH_1085.html,22/07/2018,,,,,,Insoles,Heated,BH-1085,30/12/1899 18:30:00,"This pair of water-resistant, remote-controlled heated insoles features thermal technology engineered to keep your feet warm, not hot, to avoid sweating and freezing.",85.07,1
,24/07/2018,,,,,,"With waterproof leather outside and soft, plush shearling inside, our lined Boots are very possibly the coolest, warmest boots ever. Handcrafted right here.","Men's Boots, 10"" Shearling-Lined",GN-2043,30/12/1899 16:00:00,https://www.example.com/product/GN_2043.html,23.25,6
