"# energy (MeV)","n (cm2 g-1)"
16.2,1.10817625651413
16.3,1.11250120183463
16.4,1.11682613774959
16.5,1.12115106425902
16.6,1.12124537637692
16.7,1.12133968828714
16.8,1.12143399998965
16.9,1.12152831148447
17,1.1216226227716
17.1,1.126118672396
17.2,1.13061144434432
17.3,1.13510093861657
17.4,1.13958715521274
17.5,1.14407009413284
17.6,1.15522818516007
17.7,1.16629944923876
17.8,1.17728388636892
17.9,1.18818149655054
18,1.19899227978363
18.1,1.21986750615952
18.2,1.2405855890074
18.3,1.26114652832727
18.4,1.28155032411915
18.5,1.30179697638302
18.6,1.3085804500666
18.7,1.31525085635097
18.8,1.32180819523612
18.9,1.32825246672206
19,1.33458367080878
19.1,1.34863196132771
19.2,1.36252840934347
19.3,1.37627301485605
19.4,1.38986577786545
19.5,1.40330669837167
19.6,1.42496984316841
19.7,1.44644249566772
19.8,1.46772465586961
19.9,1.48881632377406
20,1.50971749938109
20.1,1.53989661236709
20.2,1.56986574197673
20.3,1.59962488821001
20.4,1.62917405106693
20.5,1.65851323054748
20.6,1.69578747026944
20.7,1.73274536011832
20.8,1.76938690009412
20.9,1.80571209019684
21,1.84172093042649
21.1,1.8873123938292
21.2,1.932563574512
21.3,1.97747447247491
21.4,2.02204508771793
21.5,2.06627542024105
21.6,2.11647772252054
21.7,2.16618998775605
21.8,2.21541221594756
21.9,2.26414440709508
22,2.31238656119861
22.1,2.36656520480749
22.2,2.42027244934654
22.3,2.47350829481576
22.4,2.52627274121515
22.5,2.5785657885447
22.6,2.6707430574709
22.7,2.76221332445109
22.8,2.85297658948528
22.9,2.94303285257347
23,3.03238211371567
23.1,3.1375647279535
23.2,3.24228348680531
23.3,3.34653839027106
23.4,3.45032943835079
23.5,3.55365663104447
23.6,3.64020889776974
23.7,3.72610460162889
23.8,3.564239128564
23.9,3.40223006962419
24,3.24007741832074
24.1,3.04199114648178
24.2,2.84361313322335
24.3,2.64494337854545
24.4,2.44598188244809
24.5,2.24672864493127
24.6,2.25997035776006
24.7,2.27322693725939
24.8,2.28649838342927
24.9,2.29978469626969
25,2.31308587578066
25.1,2.34515158755633
25.2,2.3773572172936
25.3,2.40970276499246
25.4,2.44218823065292
25.5,2.47481361427496
25.6,2.5075789158586
25.7,2.54048413540383
25.8,2.57352927291066
25.9,2.60671432837908
26,2.64003930180909
26.1,2.66059904245934
26.2,2.68123852063763
26.3,2.70195773634395
26.4,2.72275668957829
26.5,2.74363538034066
26.6,2.76459380863106
26.7,2.78563197444948
26.8,2.80674987779594
26.9,2.82794751867042
27,2.84922489707293
27.1,2.85588366536651
27.2,2.86249158789683
27.3,2.86904866466389
27.4,2.87555489566769
27.5,2.88201028090824
27.6,2.88841482038552
27.7,2.89476851409954
27.8,2.90107136205031
27.9,2.90732336423781
28,2.91352452066206
28.1,2.8880746213432
28.2,2.86228918062832
28.3,2.83616819851743
28.4,2.80971167501051
28.5,2.78291961010758
28.6,2.75579200380862
28.7,2.72832885611365
28.8,2.70053016702266
28.9,2.67239593653565
29,2.64392616465262
29.1,2.6213569501136
29.2,2.59850770939571
29.3,2.57537844249898
29.4,2.55196914942338
29.5,2.52827983016893
29.6,2.50431048473563
29.7,2.48006111312347
29.8,2.45553171533245
29.9,2.43072229136258
30,2.40563284121385
30.1,2.38401241414928
30.2,2.36222539926898
30.3,2.34027179657297
30.4,2.31815160606124
30.5,2.29586482773379
30.6,2.27341146159062
30.7,2.25079150763172
30.8,2.22800496585711
30.9,2.20505183626678
31,2.18193211886073
31.1,2.16564831471982
31.2,2.14919411892927
31.3,2.13256953148909
31.4,2.11577455239928
31.5,2.09880918165983
31.6,2.08167341927074
31.7,2.06436726523203
31.8,2.04689071954367
31.9,2.02924378220568
32,2.01142645321806
32.1,1.99741309328235
32.2,1.98327036765058
32.3,1.96899827632276
32.4,1.95459681929889
32.5,1.94006599657897
32.6,1.925405808163
32.7,1.91061625405097
32.8,1.8956973342429
32.9,1.88064904873878
33,1.8654713975386
33.1,1.85330128649516
33.2,1.8410332122088
33.3,1.82866717467952
33.4,1.81620317390732
33.5,1.80364120989219
33.6,1.79098128263414
33.7,1.77822339213318
33.8,1.76536753838929
33.9,1.75241372140248
34,1.73936194117274
34.1,1.72868151880468
34.2,1.71792666952832
34.3,1.70709739334367
34.4,1.69619369025072
34.5,1.68521556024947
34.6,1.67416300333993
34.7,1.66303601952209
34.8,1.65183460879595
34.9,1.64055877116152
35,1.62920850661879
35.1,1.61975018248908
35.2,1.61023483392742
35.3,1.60066246093379
35.4,1.59103306350821
35.5,1.58134664165067
35.6,1.57160319536117
35.7,1.56180272463971
35.8,1.5519452294863
35.9,1.54203070990092
36,1.53205916588359
36.1,1.52361869784359
36.2,1.51513416044551
36.3,1.50660555368936
36.4,1.49803287757513
36.5,1.48941613210283
36.6,1.48075531727245
36.7,1.472050433084
36.8,1.46330147953747
36.9,1.45450845663287
37,1.44567136437019
37.1,1.43809312186794
37.2,1.43048030129811
37.3,1.4228329026607
37.4,1.41515092595572
37.5,1.40743437118316
37.6,1.39968323834302
37.7,1.3918975274353
37.8,1.38407723846001
37.9,1.37622237141714
38,1.36833292630669
38.1,1.36149139748295
38.2,1.35462228937739
38.3,1.34772560199002
38.4,1.34080133532083
38.5,1.33384948936982
38.6,1.326870064137
38.7,1.31986305962236
38.8,1.31282847582591
38.9,1.30576631274764
39,1.29867657038756
39.1,1.29248398889625
39.2,1.28626898431667
39.3,1.28003155664882
39.4,1.2737717058927
39.5,1.2674894320483
39.6,1.26118473511563
39.7,1.25485761509469
39.8,1.24850807198548
39.9,1.24213610578799
40,1.23574171650223
40.1,1.23044106059578
40.2,1.2251233169008
40.3,1.21978848541732
40.4,1.21443656614532
40.5,1.20906755908481
40.6,1.20368146423579
40.7,1.19827828159826
40.8,1.19285801117221
40.9,1.18742065295765
41,1.18196620695458
41.1,1.176494673163
41.2,1.1710060515829
41.3,1.16550034221429
41.4,1.15997754505717
41.5,1.15443766011153
41.6,1.14888068737738
41.7,1.14330662685472
41.8,1.13771547854355
41.9,1.13210724244386
42,1.12648191855567
42.1,1.1220287059986
42.2,1.11756298296406
42.3,1.11308474945204
42.4,1.10859400546254
42.5,1.10409075099556
42.6,1.0995749860511
42.7,1.09504671062915
42.8,1.09050592472973
42.9,1.08595262835283
43,1.08138682149845
43.1,1.07680850416658
43.2,1.07221767635724
43.3,1.06761433807042
43.4,1.06299848930611
43.5,1.05837013006433
43.6,1.05372926034507
43.7,1.04907588014832
43.8,1.0444099894741
43.9,1.03973158832239
44,1.03504067669321
44.1,1.03125503634354
44.2,1.02745970399628
44.3,1.02365467965141
44.4,1.01983996330895
44.5,1.0160155549689
44.6,1.01218145463125
44.7,1.008337662296
44.8,1.00448417796315
44.9,1.0006210016327
45,9.96748133304662
45.1,9.92865572979023
45.2,9.88973320655787
45.3,9.85071376334954
45.4,9.81159740016523
45.5,9.77238411700496
45.6,9.73307391386872
45.7,9.69366679075651
45.8,9.65416274766832
45.9,9.61456178460416
46,9.57486390156404
46.1,9.54236917215426
46.2,9.50979526379377
46.3,9.47714217648258
46.4,9.44440991022068
46.5,9.41159846500807
46.6,9.37870784084475
46.7,9.34573803773072
46.8,9.31268905566599
46.9,9.27956089465055
47,9.2463535546844
47.1,9.21306703576754
47.2,9.17970133789997
47.3,9.14625646108169
47.4,9.1127324053127
47.5,9.07912917059301
47.6,9.04544675692261
47.7,9.0116851643015
47.8,8.97784439272968
47.9,8.94392444220715
48,8.90992531273392
48.1,8.88178341063511
48.2,8.85357432167333
48.3,8.8252980458486
48.4,8.7969545831609
48.5,8.76854393361024
48.6,8.74006609719662
48.7,8.71152107392003
48.8,8.68290886378048
48.9,8.65422946677797
49,8.62548288291249
49.1,8.59666911218406
49.2,8.56778815459266
49.3,8.53884001013829
49.4,8.50982467882097
49.5,8.48074216064068
49.6,8.45159245559743
49.7,8.42237556369121
49.8,8.39309148492204
49.9,8.3637402192899
50,8.3343217667948
50.1,8.31029923206527
50.2,8.28621927922867
50.3,8.26208190828501
50.4,8.23788711923429
50.5,8.21363491207652
50.6,8.18932528681168
50.7,8.16495824343978
50.8,8.14053378196082
50.9,8.11605190237479
51,8.09151260468171
51.1,8.06691588888157
51.2,8.04226175497436
51.3,8.0175502029601
51.4,7.99278123283877
51.5,7.96795484461038
51.6,7.94307103827494
51.7,7.91812981383243
51.8,7.89313117128286
51.9,7.86807511062623
52,7.84296163186254
52.1,7.82070340883339
52.2,7.79839215102943
52.3,7.77602785845063
52.4,7.75361053109701
52.5,7.73114016896857
52.6,7.70861677206531
52.7,7.68604034038722
52.8,7.66341087393431
52.9,7.64072837270657
53,7.61799283670401
53.1,7.59520426592663
53.2,7.57236266037442
53.3,7.54946802004739
53.4,7.52652034494554
53.5,7.50351963506886
53.6,7.48046589041736
53.7,7.45735911099104
53.8,7.43419929678989
53.9,7.41098644781392
54,7.38772056406313
54.1,7.36654996021145
54.2,7.34532911612891
54.3,7.32405803181552
54.4,7.30273670727127
54.5,7.28136514249617
54.6,7.2599433374902
54.7,7.23847129225338
54.8,7.2169490067857
54.9,7.19537648108717
55,7.17375371515777
55.1,7.15208070899752
55.2,7.13035746260641
55.3,7.10858397598445
55.4,7.08676024913162
55.5,7.06488628204794
55.6,7.04296207473341
55.7,7.02098762718801
55.8,6.99896293941176
55.9,6.97688801140465
56,6.95476284316668
56.1,6.93941889372232
56.2,6.92403611814326
56.3,6.90861451642949
56.4,6.89315408858103
56.5,6.87765483459785
56.6,6.86211675447998
56.7,6.8465398482274
56.8,6.83092411584011
56.9,6.81526955731813
57,6.79957617266144
57.1,6.78384396187005
57.2,6.76807292494395
57.3,6.75226306188314
57.4,6.73641437268764
57.5,6.72052685735744
57.6,6.70460051589252
57.7,6.68863534829291
57.8,6.67263135455859
57.9,6.65658853468957
58,6.64050688868585
58.1,6.63234950732329
58.2,6.62416706425125
58.3,6.61595955946972
58.4,6.60772699297871
58.5,6.59946936477819
58.6,6.59118667486819
58.7,6.5828789232487
58.8,6.57454610991972
58.9,6.56618823488124
59,6.55780529813328
59.1,6.54939729967583
59.2,6.54096423950888
59.3,6.53250611763245
59.4,6.52402293404652
59.5,6.51551468875111
59.6,6.50698138174621
59.7,6.49842301303181
59.8,6.48983958260793
59.9,6.48123109047455
60,6.47259753663168
60.1,6.46853400778589
60.2,6.46445337960045
60.3,6.46035565207535
60.4,6.45624082521061
60.5,6.45210889900622
60.6,6.44795987346218
60.7,6.44379374857849
60.8,6.43961052435515
60.9,6.43541020079216
61,6.43119277788952
61.1,6.42695825564723
61.2,6.4227066340653
61.3,6.41843791314371
61.4,6.41415209288248
61.5,6.4098491732816
61.6,6.40552915434106
61.7,6.40119203606088
61.8,6.39683781844105
61.9,6.39246650148157
62,6.38807808518244
62.1,6.38747564091371
62.2,6.38686270665018
62.3,6.38623928239184
62.4,6.38560536813869
62.5,6.38496096389075
62.6,6.38430606964799
62.7,6.38364068541043
62.8,6.38296481117807
62.9,6.3822784469509
63,6.38158159272893
63.1,6.38087424851215
63.2,6.38015641430057
63.3,6.37942809009418
63.4,6.37868927589298
63.5,6.37793997169698
63.6,6.37718017750618
63.7,6.37640989332057
63.8,6.37562911914016
63.9,6.37483785496494
64,6.37403610079491
64.1,6.37592731531633
64.2,6.37781287184087
64.3,6.37969277036855
64.4,6.38156701089936
64.5,6.3834355934333
64.6,6.38529851797037
64.7,6.38715578451057
64.8,6.3890073930539
64.9,6.39085334360037
65,6.39269363614996
65.1,6.39452827070269
65.2,6.39635724725855
65.3,6.39818056581754
65.4,6.39999822637966
65.5,6.40181022894491
65.6,6.4036165735133
65.7,6.40541726008481
65.8,6.40721228865946
65.9,6.40900165923724
66,6.41078537181814
66.1,6.41281545188726
66.2,6.41484083090151
66.3,6.4168615088609
66.4,6.41887748576543
66.5,6.4208887616151
66.6,6.4228953364099
66.7,6.42489721014985
66.8,6.42689438283494
66.9,6.42888685446516
67,6.43087462504052
67.1,6.43285769456103
67.2,6.43483606302667
67.3,6.43680973043745
67.4,6.43877869679337
67.5,6.44074296209442
67.6,6.44270252634062
67.7,6.44465738953196
67.8,6.44660755166843
67.9,6.44855301275004
68,6.4504937727768
68.1,6.45204866414417
68.2,6.45359893011391
68.3,6.45514457068602
68.4,6.45668558586051
68.5,6.45822197563736
68.6,6.45975374001659
68.7,6.46128087899819
68.8,6.46280339258217
68.9,6.46432128076851
69,6.46583454355723
69.1,6.46734318094832
69.2,6.46884719294178
69.3,6.47034657953761
69.4,6.47184134073581
69.5,6.47333147653639
69.6,6.47481698693934
69.7,6.47629787194466
69.8,6.47777413155235
69.9,6.47924576576241
70,6.48071277457485
70.1,6.48153063315069
70.2,6.48234413140509
70.3,6.48315326933806
70.4,6.48395804694959
70.5,6.48475846423968
70.6,6.48555452120833
70.7,6.48634621785554
70.8,6.48713355418132
70.9,6.48791653018566
71,6.48869514586856
71.1,6.48946940123002
71.2,6.49023929627005
71.3,6.49100483098864
71.4,6.49176600538579
71.5,6.4925228194615
71.6,6.49327527321577
71.7,6.49402336664861
71.8,6.49476709976001
71.9,6.49550647254997
72,6.49624148501849
72.1,6.49697213716558
72.2,6.49769842899122
72.3,6.49842036049543
72.4,6.4991379316782
72.5,6.49985114253954
72.6,6.50055999307943
72.7,6.50126448329789
72.8,6.50196461319491
72.9,6.50266038277049
73,6.50335179202463
73.1,6.50403884095734
73.2,6.50472152956861
73.3,6.50539985785844
73.4,6.50607382582683
73.5,6.50674343347379
73.6,6.5074086807993
73.7,6.50806956780338
73.8,6.50872609448602
73.9,6.50937826084723
74,6.51002606688699
74.1,6.51066951260532
74.2,6.51130859800221
74.3,6.51194332307766
74.4,6.51257368783168
74.5,6.51319969226425
74.6,6.51382133637539
74.7,6.51443862016509
74.8,6.51505154363335
74.9,6.51566010678018
75,6.51626430960557
75.1,6.5159730536223
75.2,6.51567790136943
75.3,6.51537885284695
75.4,6.51507590805487
75.5,6.51476906699318
75.6,6.51445832966189
75.7,6.51414369606099
75.8,6.51382516619048
75.9,6.51350274005037
76,6.51317641764066
76.1,6.51284619896134
76.2,6.51251208401241
76.3,6.51217407279388
76.4,6.51183216530574
76.5,6.511486361548
76.6,6.51113666152065
76.7,6.5107830652237
76.8,6.51042557265714
76.9,6.51006418382097
77,6.5096988987152
77.1,6.50932971733983
77.2,6.50895663969485
77.3,6.50857966578026
77.4,6.50819879559607
77.5,6.50781402914227
77.6,6.50742536641887
77.7,6.50703280742586
77.8,6.50663635216325
77.9,6.50623600063103
78,6.50583175282921
78.1,6.50542360875778
78.2,6.50501156841675
78.3,6.5045956318061
78.4,6.50417579892586
78.5,6.50375206977601
78.6,6.50332444435655
78.7,6.50289292266749
78.8,6.50245750470882
78.9,6.50201819048055
79,6.50157497998267
79.1,6.50112787321519
79.2,6.5006768701781
79.3,6.5002219708714
79.4,6.4997631752951
79.5,6.4993004834492
79.6,6.49883389533369
79.7,6.49836341094857
79.8,6.49788903029385
79.9,6.49741075336952
80,6.49692858017559
80.1,6.49564014188051
80.2,6.4943482699156
80.3,6.49305296428087
80.4,6.4917542249763
80.5,6.4904520520019
80.6,6.48914644535767
80.7,6.48783740504362
80.8,6.48652493105973
80.9,6.48520902340601
81,6.48388968208246
81.1,6.48256690708909
81.2,6.48124069842588
81.3,6.47991105609284
81.4,6.47857798008998
81.5,6.47724147041728
81.6,6.47590152707475
81.7,6.4745581500624
81.8,6.47321133938021
81.9,6.47186109502819
82,6.47050741700635
82.1,6.46915030531467
82.2,6.46778975995316
82.3,6.46642578092183
82.4,6.46505836822066
82.5,6.46368752184967
82.6,6.46231324180884
82.7,6.46093552809818
82.8,6.4595543807177
82.9,6.45816979966738
83,6.45678178494724
83.1,6.45539033655726
83.2,6.45399545449746
83.3,6.45259713876782
83.4,6.45119538936836
83.5,6.44979020629906
83.6,6.44838158955994
83.7,6.44696953915098
83.8,6.4455540550722
83.9,6.44413513732358
84,6.44271278590514
84.1,6.44128700081686
84.2,6.43985778205876
84.3,6.43842512963082
84.4,6.43698904353306
84.5,6.43554952376547
84.6,6.43410657032804
84.7,6.43266018322079
84.8,6.4312103624437
84.9,6.42975710799679
85,6.42830041988004
85.1,6.43713792894476
85.2,6.44597998474259
85.3,6.45482658727355
85.4,6.46367773653763
85.5,6.47253343253482
85.6,6.48139367526514
85.7,6.49025846472858
85.8,6.49912780092514
85.9,6.50800168385482
86,6.51688011351762
86.1,6.52576308991355
86.2,6.53465061304259
86.3,6.54354268290475
86.4,6.55243929950004
86.5,6.56134046282845
86.6,6.57024617288998
86.7,6.57915642968462
86.8,6.58807123321239
86.9,6.59699058347328
87,6.60591448046729
87.1,6.61484292419443
87.2,6.62377591465468
87.3,6.63271345184806
87.4,6.64165553577455
87.5,6.65060216643417
87.6,6.65955334382691
87.7,6.66850906795276
87.8,6.67746933881174
87.9,6.68643415640384
88,6.69540352072907
88.1,6.70437743178741
88.2,6.71335588957887
88.3,6.72233889410346
88.4,6.73132644536116
88.5,6.74031854335199
88.6,6.74931518807593
88.7,6.758316379533
88.8,6.76732211772319
88.9,6.7763324026465
89,6.78534723430293
89.1,6.79436661269249
89.2,6.80339053781516
89.3,6.81241900967095
89.4,6.82145202825987
89.5,6.83048959358191
89.6,6.83953170563706
89.7,6.84857836442534
89.8,6.85762956994674
89.9,6.86668532220126
90,6.8757456211889
90.1,6.87160918179587
90.2,6.86746940807333
90.3,6.86332630002128
90.4,6.85917985763972
90.5,6.85503008092864
90.6,6.85087696988805
90.7,6.84672052451795
90.8,6.84256074481834
90.9,6.83839763078921
91,6.83423118243057
91.1,6.83006139974242
91.2,6.82588828272476
91.3,6.82171183137758
91.4,6.81753204570089
91.5,6.81334892569469
91.6,6.80916247135897
91.7,6.80497268269375
91.8,6.80077955969901
91.9,6.79658310237475
92,6.79238331072099
92.1,6.78818018473771
92.2,6.78397372442492
92.3,6.77976392978262
92.4,6.7755508008108
92.5,6.77133433750947
92.6,6.76711453987863
92.7,6.76289140791828
92.8,6.75866494162842
92.9,6.75443514100904
93,6.75020200606015
93.1,6.74596553678174
93.2,6.74172573317383
93.3,6.7374825952364
93.4,6.73323612296946
93.5,6.72898631637301
93.6,6.72473317544704
93.7,6.72047670019156
93.8,6.71621689060657
93.9,6.71195374669207
94,6.70768726844805
94.1,6.70341745587452
94.2,6.69914430897148
94.3,6.69486782773893
94.4,6.69058801217686
94.5,6.68630486228528
94.6,6.68201837806419
94.7,6.67772855951358
94.8,6.67343540663347
94.9,6.66913891942384
95,6.66483909788469
95.1,6.66039901682632
95.2,6.65595629948448
95.3,6.65151094585917
95.4,6.64706295595038
95.5,6.64261232975814
95.6,6.63815906728242
95.7,6.63370316852324
95.8,6.62924463348059
95.9,6.62478346215447
96,6.62031965454488
96.1,6.61585321065183
96.2,6.6113841304753
96.3,6.60691241401531
96.4,6.60243806127185
96.5,6.59796107224493
96.6,6.59348144693453
96.7,6.58899918534067
96.8,6.58451428746334
96.9,6.58002675330254
97,6.57553658285828
97.1,6.57104377613054
97.2,6.56654833311934
97.3,6.56205025382467
97.4,6.55754953824653
97.5,6.55304618638493
97.6,6.54854019823985
97.7,6.54403157381131
97.8,6.5395203130993
97.9,6.53500641610383
98,6.53048988282488
98.1,6.52597071326247
98.2,6.52144890741658
98.3,6.51692446528724
98.4,6.51239738687442
98.5,6.50786767217814
98.6,6.50333532119838
98.7,6.49880033393516
98.8,6.49426271038847
98.9,6.48972245055832
99,6.48517955444469
99.1,6.4806340220476
99.2,6.47608585336704
99.3,6.47153504840301
99.4,6.46698160715552
99.5,6.46242552962455
99.6,6.45786681581012
99.7,6.45330546571222
99.8,6.44874147933086
99.9,6.44417485666602
100,6.43960559771771
