x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Load,Objective Value,Valid?,ReturnCode,CompTime,
Dim.  9,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0.99829606,0.913541711,0.935384988,0.970284822,0.998597765,0.946767385,0.976003974,0.977760795,0.978304311,0.979525015,0.998585406,0.999148249,0.999440758,1.005284348,0.978906999,1.023303064,1.048445802,1.035845214,1.005689001,1.029342489,1.049923646,1.012330251,0.98381146,42166,FALSE,OPTIMAL,2.062218904
Dim.  10,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0.994462194,0.995253773,0.968216835,0.995725618,1.015795769,0.961697401,0.956822437,0.978181123,0.923698055,0.996900375,0.999331997,0.984399516,0.998993364,0.966496513,0.999480665,1.096653813,1.061414885,1.005621181,1.015802781,0.961635195,1.041661772,0.950762309,0.996912883,42117,FALSE,OPTIMAL,2.406060934
Dim.  11,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0.991948882,0.961474323,0.937764692,0.993300727,1.001649689,0.983337036,0.979175423,0.975429882,0.927490722,1.040600716,0.984910998,0.985834043,0.999888152,1.002336617,1.033716842,0.998507277,1.000418358,1.037393075,1.00466182,1.030619985,0.972708407,1.021952845,0.995256381,42049,FALSE,OPTIMAL,1.253871918
Dim.  12,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0.999105431,0.979133707,0.941314081,0.98055978,0.937518043,0.885936459,0.992701846,1.017462744,0.976346805,1.002139178,0.999764234,0.978571749,0.998657818,0.925983176,1.059124321,0.997595057,1.044596913,1.007657841,0.980325537,1.022595712,1.067034731,0.993501625,0.999849409,42002,FALSE,OPTIMAL,4.275931835
Dim.  13,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0.965878594,0.964381922,0.892913322,0.994287123,0.991421619,0.947522773,0.958389057,0.945777608,0.98780637,1.012616782,0.999214115,0.999148249,0.991797778,0.972427924,1.051733781,0.998051167,1.060243484,0.979266802,0.960651075,1.067228233,1.04522495,0.984128968,0.999849409,41938,FALSE,OPTIMAL,6.400197983
Dim.  14,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0.992971246,0.956514303,0.99257855,0.998931404,0.929846991,0.981648523,0.955561499,0.968360718,0.997226867,1.018466777,0.999096232,0.992468732,0.99683096,0.990797325,0.998881432,0.98552888,1.066853533,1.040773931,0.990320796,1.042756198,1.000274091,0.94330584,0.999698818,41862,FALSE,OPTIMAL,4.939656973
Dim.  15,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0.98798722,0.998375166,0.990924858,0.993177428,0.970759269,0.940279938,0.904168736,0.954451662,0.924432119,1.025364533,0.999685646,0.977854485,0.998695101,0.995901934,1.016738575,0.996434051,0.971468017,1.002729124,1.009521176,1.015130345,0.998120522,0.977047405,0.999510579,41816,FALSE,OPTIMAL,5.660403967
Dim.  16,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0.992374867,0.993714457,0.954624289,0.970038223,0.973357529,0.908731393,0.96224829,0.975697363,0.932221361,0.996682092,0.989311957,0.987537544,0.998247707,0.999137249,1.009787472,0.997885309,0.993975652,1.002851324,1.016553413,1.01616831,0.984415991,0.999125219,0.996348167,41777,FALSE,OPTIMAL,6.276882887
Dim.  17,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0.98227902,0.953906016,0.97273424,0.99268423,0.982801996,0.933570318,0.906996294,0.986664119,0.931242608,0.995547018,0.995913395,0.988703098,0.998956081,0.989431303,1.007070949,0.98287515,1.020164833,0.992953157,0.999051833,0.973212503,1.009397392,0.981337999,0.999623522,41715,FALSE,OPTIMAL,8.953319073
Dim.  18,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.98227902,0.944541839,0.970636873,0.973655008,0.935497175,0.929793379,0.979939628,0.988765762,0.970637413,0.997991793,0.991905379,0.9732371,0.997949444,0.96060105,0.979626079,1,0.984520771,0.996089613,0.984592288,1.037765979,0.988018325,1.010872282,0.989797455,41659,FALSE,OPTIMAL,22.60400605
Dim.  19,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0.993184239,0.997177919,0.963901101,0.956680778,0.975790819,0.969162408,0.97860227,0.996255254,0.881815587,0.99986903,0.987897363,0.97413368,0.99776303,0.988568553,0.989932886,0.997926774,0.998995942,0.988309572,1.025758534,0.99932133,0.974666197,0.996834125,0.989420977,41626,FALSE,OPTIMAL,44.18880701
Dim.  20,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0.9971459,0.945568051,0.936595007,0.94398093,0.962098404,0.914907798,0.919758511,0.994764998,0.922393051,0.978477255,0.993005619,0.975523378,0.996942808,0.954561795,0.963007351,0.992909566,0.992678743,0.997148676,0.989688685,0.985468482,1.000665649,1.003124219,0.998757624,41606,FALSE,OPTIMAL,44.87891507
Dim.  21,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0.995867945,0.97438748,0.949421208,0.936747359,0.9981441,0.946545212,0.939513202,0.964157432,0.971901635,0.98210076,0.997052929,0.995337786,0.995749758,0.958516069,0.979346437,0.989716797,0.991465506,0.965621181,0.996009798,0.998163599,1.049845335,0.986253437,0.999021158,41519,FALSE,OPTIMAL,113.4218569
Dim.  22,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0.990841321,0.940009407,0.948856532,0.978751387,0.945106611,0.954454566,0.919414619,0.991325946,0.930834795,0.975857854,0.991237377,0.984534003,0.99459399,0.990941117,0.987655801,0.9767384,0.996987826,1.006150713,0.992691214,0.993053615,0.991111633,0.979171874,0.983096152,41491,FALSE,OPTIMAL,174.5656149
Dim.  23,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0.988328009,0.967674349,0.945912153,0.984998562,0.997071803,0.962363919,0.917504108,0.990829194,0.875127442,0.994280974,0.99375221,0.974357825,0.998620535,0.980839744,0.985818153,0.997968238,0.985650337,0.977678208,0.977599558,0.987424648,0.997885587,0.981796218,0.999962352,41469,TRUE,OPTIMAL,259.9965608
