F3,F4,F5,F1,F2,F6,F7,F8
di3-iN.wav,di,i,3,112,3,3,0.867129925
bu4-iN.wav,bu,i,3,113,4,4,0.789883636
lu3-aN.wav,lu,a,3,114,3,3,0.985230919
mi2-aN.wav,mi,a,3,115,2,2,0.95968206
mi2-iN.wav,mi,i,3,116,2,2,0.924716377
di1-iN.wav,di,i,3,117,1,1,0.706988484
ma1-aN.wav,ma,a,3,118,1,1,1.441823414
ma4-iN.wav,ma,i,3,119,4,4,1.005509968
di1-aN.wav,di,a,3,120,1,1,1.153199757
di2-aN.wav,di,a,4,121,2,2,1.085360372
bu1-iN.wav,bu,i,4,122,1,1,0.681362309
lu2-iN.wav,lu,i,4,123,2,2,1.100329585
mi2-aN.wav,mi,a,4,124,2,2,1.084558132
di3-iN.wav,di,i,4,125,3,3,0.746453895
lu4-aN.wav,lu,a,4,126,4,4,0.872774682
di4-iN.wav,di,i,4,127,4,4,0.642920139
di2-iN.wav,di,i,4,128,2,2,0.767253288
ma3-aN.wav,ma,a,4,129,3,3,1.130555383
di3-aN.wav,di,a,4,130,3,3,1.193101695
di1-aN.wav,di,a,4,131,1,1,0.765673098
mi3-iN.wav,mi,i,4,132,3,3,0.835064278
ma4-iN.wav,ma,i,4,133,4,4,0.615659722
lu1-iN.wav,lu,i,4,134,1,1,0.961896858
ma4-aN.wav,ma,a,4,135,4,4,0.830244339
mi4-aN.wav,mi,a,4,136,4,4,0.978453104
di1-iN.wav,di,i,4,137,1,1,0.726950401
ma1-iN.wav,ma,i,4,138,1,1,1.100036058
mi2-iN.wav,mi,i,4,139,2,2,0.988128903
ma2-iN.wav,ma,i,4,140,2,2,1.242842618
lu3-iN.wav,lu,i,4,141,3,3,0.740081134
bu4-iN.wav,bu,i,4,142,4,4,0.875844747
bu1-aN.wav,bu,a,4,143,1,1,0.98066927
lu1-aN.wav,lu,a,4,144,1,1,0.791153877
bu2-iN.wav,bu,i,4,145,2,2,1.082441176
ma1-aN.wav,ma,a,4,146,1,1,1.002162113
lu2-aN.wav,lu,a,4,147,2,2,1.067881464
mi3-aN.wav,mi,a,4,148,3,3,0.804158716
ma2-aN.wav,ma,a,4,149,2,2,1.047904837
mi4-iN.wav,mi,i,4,150,4,4,0.720980642
bu3-aN.wav,bu,a,4,151,3,3,0.960711116
di4-aN.wav,di,a,4,152,4,4,0.798403799
ma3-iN.wav,ma,i,4,153,3,3,0.859211184
bu2-aN.wav,bu,a,4,154,2,2,0.95826916
lu4-iN.wav,lu,i,4,155,4,4,0.76318222
bu4-aN.wav,bu,a,4,156,4,4,0.729290752
mi1-aN.wav,mi,a,4,157,1,1,0.727685246
mi1-iN.wav,mi,i,4,158,1,1,0.846465321
bu3-iN.wav,bu,i,4,159,3,3,0.967814274
lu3-aN.wav,lu,a,4,160,3,3,0.796412055
lu2-bN.wav,lu,b,5,161,2,2,1.643500352
di2-bN.wav,di,b,5,162,2,2,1.381073845
ma4-bN.wav,ma,b,5,163,4,4,0.750213303
ma3-bN.wav,ma,b,5,164,3,3,0.970597311
mi4-bN.wav,mi,b,5,165,4,4,1.094518564
bu1-bN.wav,bu,b,5,166,1,1,1.621688323
lu3-hN.wav,lu,h,5,167,3,3,0.788763579
bu2-bN.wav,bu,b,5,168,2,2,1.206250902
ma1-hN.wav,ma,h,5,169,1,1,1.039724727
di3-bN.wav,di,b,5,170,3,3,1.11834389
ma3-hN.wav,ma,h,5,171,3,3,2.81339525
bu4-hN.wav,bu,h,5,172,4,4,0.934186912
di3-hN.wav,di,h,5,173,3,3,1.441748151
mi2-hN.wav,mi,h,5,174,2,2,1.17855943
lu4-bN.wav,lu,b,5,175,4,4,0.908106762
di1-hN.wav,di,h,5,176,1,1,1.22598566
di4-bN.wav,di,b,5,177,4,4,0.78621078
mi4-hN.wav,mi,h,5,178,4,4,1.106742373
ma1-bN.wav,ma,b,5,179,1,1,0.744156307
bu2-hN.wav,bu,h,5,180,2,2,1.06016833
ma4-hN.wav,ma,h,5,181,4,4,0.859470159
mi3-hN.wav,mi,h,5,182,3,3,0.851776183
mi1-hN.wav,mi,h,5,183,1,1,0.748582824
lu2-hN.wav,lu,h,5,184,2,2,0.856067567
lu1-bN.wav,lu,b,5,185,1,1,0.854476088
di1-bN.wav,di,b,5,186,1,1,0.775538766
mi1-bN.wav,mi,b,5,187,1,1,0.849826176
lu4-hN.wav,lu,h,5,188,4,4,0.721954277
mi2-bN.wav,mi,b,5,189,2,2,0.904417143
bu3-hN.wav,bu,h,5,190,3,3,0.943018734
lu3-bN.wav,lu,b,5,191,3,3,1.324458291
ma2-hN.wav,ma,h,5,192,2,2,1.016282561
di4-hN.wav,di,h,5,193,4,4,0.584424368
bu3-bN.wav,bu,b,5,194,3,3,1.08435971
di2-hN.wav,di,h,5,195,2,2,0.818030794
bu1-hN.wav,bu,h,5,196,1,1,1.045442354
lu1-hN.wav,lu,h,5,197,1,1,1.155176448
mi3-bN.wav,mi,b,5,198,3,3,0.829080835
bu4-bN.wav,bu,b,5,199,4,4,1.143407641
ma2-bN.wav,ma,b,5,200,2,2,1.506658078
ma4-aN.wav,ma,a,6,201,4,4,1.605818685
bu2-aN.wav,bu,a,6,202,2,2,1.536911585
lu2-aN.wav,lu,a,6,203,2,2,1.147039444
mi3-iN.wav,mi,i,6,204,3,3,1.423632583
lu1-aN.wav,lu,a,6,205,1,1,1.226530978
di2-aN.wav,di,a,6,206,2,2,1.395675636
mi2-iN.wav,mi,i,6,207,2,2,1.307150437
di1-iN.wav,di,i,6,208,1,1,1.097009784
bu1-aN.wav,bu,a,6,209,1,1,1.029000714
mi1-aN.wav,mi,a,6,210,1,1,1.509300166
bu3-iN.wav,bu,i,6,211,3,3,1.910626719
bu3-aN.wav,bu,a,6,212,3,3,0.941593861
ma3-iN.wav,ma,i,6,213,3,3,1.015737927
ma2-iN.wav,ma,i,6,214,2,2,1.44150765
ma4-iN.wav,ma,i,6,215,4,4,1.289652714
mi2-aN.wav,mi,a,6,216,2,2,1.016307877
di3-iN.wav,di,i,6,217,3,3,1.006974184
ma2-aN.wav,ma,a,6,218,2,2,1.050903059
di1-aN.wav,di,a,6,219,1,1,0.988962617
lu1-iN.wav,lu,i,6,220,1,1,1.256040062
di4-iN.wav,di,i,6,221,4,4,1.837319445
lu2-iN.wav,lu,i,6,222,2,2,1.710881999
mi4-aN.wav,mi,a,6,223,4,4,1.652988335
mi1-iN.wav,mi,i,6,224,1,1,1.204326553
ma3-aN.wav,ma,a,6,225,3,3,1.330765368
lu3-iN.wav,lu,i,6,226,3,3,1.282020659
lu4-iN.wav,lu,i,6,227,4,4,1.227134454
bu2-iN.wav,bu,i,6,228,2,2,1.603858757
mi3-aN.wav,mi,a,6,229,3,3,1.662459554
ma1-iN.wav,ma,i,6,230,1,1,1.307676597
ma1-aN.wav,ma,a,6,231,1,1,1.108042035
di3-aN.wav,di,a,6,232,3,3,1.38334338
mi4-iN.wav,mi,i,6,233,4,4,1.5113292
di2-iN.wav,di,i,6,234,2,2,1.599933084
lu4-aN.wav,lu,a,6,235,4,4,1.406447203
di4-aN.wav,di,a,6,236,4,4,1.380001683
bu4-iN.wav,bu,i,6,237,4,4,0.978914263
bu4-aN.wav,bu,a,6,238,4,4,1.131471886
bu1-iN.wav,bu,i,6,239,1,1,1.508558479
lu3-aN.wav,lu,a,6,240,3,3,1.290319822
mi4-iN.wav,mi,i,7,241,4,4,1.434252596
ma3-iN.wav,ma,i,7,242,3,3,1.054413414
bu1-aN.wav,bu,a,7,243,1,1,1.14169403
ma4-aN.wav,ma,a,7,244,4,4,1.388971717
bu3-iN.wav,bu,i,7,245,3,3,2.54302024
di2-aN.wav,di,a,7,246,2,2,1.604895339
mi3-iN.wav,mi,i,7,247,3,3,1.523586878
lu3-iN.wav,lu,i,7,248,3,3,1.153279468
ma1-aN.wav,ma,a,7,249,1,1,1.303086896
di3-aN.wav,di,a,7,250,3,3,1.855053564
lu2-aN.wav,lu,a,7,251,2,2,1.596230807
ma3-aN.wav,ma,a,7,252,3,3,1.218903713
di2-iN.wav,di,i,7,253,2,2,1.325779507
di1-iN.wav,di,i,7,254,1,1,1.280852707
lu2-iN.wav,lu,i,7,255,2,2,1.520824367
ma2-aN.wav,ma,a,7,256,2,2,1.578075897
di3-iN.wav,di,i,7,257,3,3,1.156126478
lu3-aN.wav,lu,a,7,258,3,3,1.317326396
lu4-aN.wav,lu,a,7,259,4,4,1.526644626
di4-aN.wav,di,a,7,260,4,4,1.077783396
lu1-iN.wav,lu,i,7,261,1,1,1.021540738
ma1-iN.wav,ma,i,7,262,1,1,1.616246092
lu4-iN.wav,lu,i,7,263,4,4,1.2944381
di1-aN.wav,di,a,7,264,1,1,0.79710311
bu4-aN.wav,bu,a,7,265,4,4,1.066118247
bu3-aN.wav,bu,a,7,266,3,3,1.23072281
mi1-aN.wav,mi,a,7,267,1,1,0.805742327
ma4-iN.wav,ma,i,7,268,4,4,1.415258157
bu4-iN.wav,bu,i,7,269,4,4,1.241676377
bu2-aN.wav,bu,a,7,270,2,2,1.471847368
mi2-aN.wav,mi,a,7,271,2,2,1.249164405
ma2-iN.wav,ma,i,7,272,2,2,0.92983258
mi4-aN.wav,mi,a,7,273,4,4,1.316931947
mi3-aN.wav,mi,a,7,274,3,3,0.902804795
mi1-iN.wav,mi,i,7,275,1,1,0.950227603
di4-iN.wav,di,i,7,276,4,4,1.513371234
bu1-iN.wav,bu,i,7,277,1,1,0.947938911
bu2-iN.wav,bu,i,7,278,2,2,1.305083429
mi2-iN.wav,mi,i,7,279,2,2,1.710324707
lu1-aN.wav,lu,a,7,280,1,1,0.786072569
