F3,F4,F5,F1,F2,F6,F7,F8
di1-aN.wav,di,a,3,119,1,1,0.6248
mi2-aN.wav,mi,a,3,120,1,1,0.8383
lu1-iN.wav,lu,i,4,121,2,2,1.5739
mi3-iN.wav,mi,i,4,122,2,4,1.9267
bu2-iN.wav,bu,i,4,123,1,4,1.3927
di4-iN.wav,di,i,4,124,2,2,1.2257
mi4-aN.wav,mi,a,4,125,1,1,1.1604
bu3-aN.wav,bu,a,4,126,2,1,2.3789
ma3-iN.wav,ma,i,4,127,4,1,1.108
bu4-iN.wav,bu,i,4,128,4,3,0.8654
di1-iN.wav,di,i,4,129,4,1,1.0626
lu2-iN.wav,lu,i,4,130,1,4,0.7885
mi4-iN.wav,mi,i,4,131,3,2,4.8035
ma4-aN.wav,ma,a,4,132,2,2,1.0198
di1-aN.wav,di,a,4,133,3,3,1.4031
bu4-aN.wav,bu,a,4,134,2,2,1.18
di3-iN.wav,di,i,4,135,1,1,1.229
mi3-aN.wav,mi,a,4,136,2,1,1.1492
bu1-aN.wav,bu,a,4,137,1,4,0.9763
lu2-aN.wav,lu,a,4,138,2,2,1.1445
ma2-iN.wav,ma,i,4,139,1,1,1.1084
mi2-iN.wav,mi,i,4,140,4,4,1.3129
lu3-aN.wav,lu,a,4,141,4,4,2.8138
ma1-iN.wav,ma,i,4,142,2,1,1.7497
ma4-iN.wav,ma,i,4,143,1,1,2.0072
ma1-aN.wav,ma,a,4,144,2,2,1.1045
di3-aN.wav,di,a,4,145,3,3,0.8916
mi2-aN.wav,mi,a,4,146,3,4,2.4258
di2-iN.wav,di,i,4,147,1,1,1.7299
mi1-aN.wav,mi,a,4,148,4,4,2.3658
lu4-iN.wav,lu,i,4,149,1,1,2.7592
bu2-aN.wav,bu,a,4,150,3,3,0.8742
bu3-iN.wav,bu,i,4,151,1,1,0.9104
ma2-aN.wav,ma,a,4,152,3,3,1.5786
di2-aN.wav,di,a,4,153,2,2,1.6288
lu3-iN.wav,lu,i,4,154,3,4,1.8431
lu1-aN.wav,lu,a,4,155,2,2,2.804
bu1-iN.wav,bu,i,4,156,4,1,1.042
di4-aN.wav,di,a,4,157,4,4,1.0414
mi1-iN.wav,mi,i,4,158,3,3,0.8339
lu4-aN.wav,lu,a,4,159,3,3,0.9831
ma3-aN.wav,ma,a,4,160,1,1,1.1939
ma2-bN.wav,ma,b,5,161,1,4,2.9637
bu4-hN.wav,bu,h,5,162,4,4,1.9325
di3-bN.wav,di,b,5,163,1,1,1.9923
ma1-hN.wav,ma,h,5,164,2,2,1.8153
mi3-bN.wav,mi,b,5,165,4,4,2.2261
ma2-hN.wav,ma,h,5,166,1,4,1.7359
mi1-bN.wav,mi,b,5,167,2,2,2.298
ma1-bN.wav,ma,b,5,168,4,4,2.3819
lu4-bN.wav,lu,b,5,169,2,2,0.9832
di1-hN.wav,di,h,5,170,2,2,1.9438
di1-bN.wav,di,b,5,171,4,3,4.0731
bu1-hN.wav,bu,h,5,172,3,4,5.417
lu1-bN.wav,lu,b,5,173,2,2,1.0071
lu1-hN.wav,lu,h,5,174,3,3,0.8479
lu3-hN.wav,lu,h,5,175,2,2,3.1653
bu4-bN.wav,bu,b,5,176,1,2,1.1509
mi4-hN.wav,mi,h,5,177,3,4,3.7631
ma4-bN.wav,ma,b,5,178,2,4,2.2674
lu3-bN.wav,lu,b,5,179,1,1,1.0168
di2-bN.wav,di,b,5,180,3,3,3.977
lu2-hN.wav,lu,h,5,181,4,4,2.7294
lu4-hN.wav,lu,h,5,182,2,3,2.7471
bu2-bN.wav,bu,b,5,183,1,1,1.5337
ma3-bN.wav,ma,b,5,184,1,1,1.2397
ma3-hN.wav,ma,h,5,185,3,3,1.7825
di4-bN.wav,di,b,5,186,3,3,1.1358
mi2-bN.wav,mi,b,5,187,4,1,2.1147
di2-hN.wav,di,h,5,188,4,4,1.2414
bu2-hN.wav,bu,h,5,189,1,1,3.4086
bu3-hN.wav,bu,h,5,190,3,3,1.3829
lu2-bN.wav,lu,b,5,191,2,4,3.4006
di4-hN.wav,di,h,5,192,2,1,1.4644
mi4-bN.wav,mi,b,5,193,1,1,1.1668
di3-hN.wav,di,h,5,194,3,3,0.8884
mi3-hN.wav,mi,h,5,195,4,4,2.5742
ma4-hN.wav,ma,h,5,196,4,4,1.2453
mi2-hN.wav,mi,h,5,197,3,3,1.2827
mi1-hN.wav,mi,h,5,198,2,3,4.2639
bu1-bN.wav,bu,b,5,199,4,4,2.7178
bu3-bN.wav,bu,b,5,200,4,1,1.8746
di3-aN.wav,di,a,6,1,3,1,3.385963964
lu2-aN.wav,lu,a,6,2,2,2,3.070581128
mi3-iN.wav,mi,i,6,3,3,3,4.393889861
bu3-aN.wav,bu,a,6,4,3,3,2.830056078
ma4-aN.wav,ma,a,6,5,4,1,2.312605625
ma3-aN.wav,ma,a,6,6,3,3,2.914235894
bu1-aN.wav,bu,a,6,7,1,1,2.512308267
di4-iN.wav,di,i,6,8,4,4,3.068541153
ma1-aN.wav,ma,a,6,9,1,1,1.379777673
lu4-aN.wav,lu,a,6,10,4,4,2.024470797
lu2-iN.wav,lu,i,6,11,2,2,5.272789349
mi1-aN.wav,mi,a,6,12,1,1,2.639330281
ma1-iN.wav,ma,i,6,13,1,1,3.172762186
ma2-aN.wav,ma,a,6,14,2,2,1.654175259
ma4-iN.wav,ma,i,6,15,4,4,1.932031189
bu2-iN.wav,bu,i,6,16,2,2,1.327129366
lu3-iN.wav,lu,i,6,17,3,4,1.278186746
ma3-iN.wav,ma,i,6,18,3,3,2.850097979
di1-iN.wav,di,i,6,19,1,1,1.657895655
mi4-aN.wav,mi,a,6,20,4,4,2.843802214
di2-aN.wav,di,a,6,21,2,2,2.342013345
bu2-aN.wav,bu,a,6,22,2,2,1.895505967
lu1-aN.wav,lu,a,6,23,1,2,2.65439318
mi2-aN.wav,mi,a,6,24,2,2,1.793863724
ma2-iN.wav,ma,i,6,25,2,4,5.481539652
di3-iN.wav,di,i,6,26,3,3,1.622082354
di1-aN.wav,di,a,6,27,1,1,1.674433029
bu4-iN.wav,bu,i,6,28,4,1,1.993074077
mi3-aN.wav,mi,a,6,29,3,4,1.897238046
di2-iN.wav,di,i,6,30,2,4,4.271217375
lu3-aN.wav,lu,a,6,31,3,3,2.370045459
mi2-iN.wav,mi,i,6,32,2,2,3.215920147
mi1-iN.wav,mi,i,6,33,1,1,1.058471282
mi4-iN.wav,mi,i,6,34,4,4,2.86125643
lu1-iN.wav,lu,i,6,35,1,1,2.384076911
lu4-iN.wav,lu,i,6,36,4,4,2.821629338
di4-aN.wav,di,a,6,37,4,4,2.912790157
bu1-iN.wav,bu,i,6,38,1,1,1.239958865
bu3-iN.wav,bu,i,6,39,3,4,1.320920838
bu4-aN.wav,bu,a,6,40,4,4,2.325906682
ma4-iN.wav,ma,i,7,41,4,4,1.997746894
mi2-aN.wav,mi,a,7,42,2,2,1.360901667
bu1-iN.wav,bu,i,7,43,1,1,1.121331091
ma1-aN.wav,ma,a,7,44,1,1,1.284179063
bu2-iN.wav,bu,i,7,45,2,2,2.052417043
bu1-aN.wav,bu,a,7,46,1,4,4.592629819
lu4-aN.wav,lu,a,7,47,4,4,2.483980574
lu2-iN.wav,lu,i,7,48,2,2,2.108703982
lu2-aN.wav,lu,a,7,49,2,2,1.335759659
bu3-iN.wav,bu,i,7,50,3,4,1.021847875
ma4-aN.wav,ma,a,7,51,4,4,3.539971249
di2-aN.wav,di,a,7,52,2,3,2.860718982
ma3-aN.wav,ma,a,7,53,3,3,4.593223029
di4-iN.wav,di,i,7,54,4,4,2.198704721
lu4-iN.wav,lu,i,7,55,4,4,4.482675784
bu4-aN.wav,bu,a,7,56,4,4,4.006731607
ma3-iN.wav,ma,i,7,57,3,4,3.762227188
mi3-aN.wav,mi,a,7,58,3,4,2.851169795
di2-iN.wav,di,i,7,59,2,2,1.694491009
bu2-aN.wav,bu,a,7,60,2,2,1.183190242
ma1-iN.wav,ma,i,7,61,1,1,1.78777767
mi4-iN.wav,mi,i,7,62,4,4,2.317230205
ma2-aN.wav,ma,a,7,63,2,2,2.211574725
di1-aN.wav,di,a,7,64,1,1,1.304446754
di3-iN.wav,di,i,7,65,3,3,1.402480469
di4-aN.wav,di,a,7,66,4,4,2.23196181
lu3-aN.wav,lu,a,7,67,3,3,4.292114198
bu3-aN.wav,bu,a,7,68,3,3,2.850337453
di1-iN.wav,di,i,7,69,1,1,0.966267384
mi1-aN.wav,mi,a,7,70,1,1,1.484855337
lu3-iN.wav,lu,i,7,71,3,3,1.329389999
mi1-iN.wav,mi,i,7,72,1,1,1.365777694
bu4-iN.wav,bu,i,7,73,4,4,2.968497911
di3-aN.wav,di,a,7,74,3,3,1.832766921
mi3-iN.wav,mi,i,7,75,3,3,1.828164577
lu1-aN.wav,lu,a,7,76,1,1,1.128155067
mi4-aN.wav,mi,a,7,77,4,4,2.214433699
lu1-iN.wav,lu,i,7,78,1,1,1.145468335
mi2-iN.wav,mi,i,7,79,2,2,2.050132121
ma2-iN.wav,ma,i,7,80,2,2,1.730487678
