CompTime,ReturnCode,x,F135,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 28,Load 29,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
TIME_LIMIT,FALSE,Dim.  9,0.122202158,0,0.975590251,1.013653989,1.078872651,0.992238134,1.014532699,1.013932399,0.956405286,0.960417947,0.990305652,0.982396343,0.976014179,0.979759482,1.047990815,0.999868386,0.967330589,0.950505541,0.985246095,0.998039557,0.991504949,0.947030956,0.947611518,1.065233660,0.992979135,0.958869902,0.993257190,1.047692695,1.026944586,0.980524404,0.993343068,0.968407248,42363,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  10,0.153031111,0,1.004798172,1.027761736,0.998747390,0.979004153,1.012528188,0.960634790,0.988370044,0.969719320,0.996074190,0.981353757,0.981410004,0.935393154,1.096517413,0.993156094,1.007129208,0.893990905,0.979029783,0.979829224,1.032850129,0.950543168,1.010277963,1.061741227,0.997751745,1.014444499,0.985642860,1.016365140,1.020413750,0.937103404,0.995404570,0.964910189,42198,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  11,0.197474003,0,1.011576542,1.033990595,0.994947808,0.977995110,1.032286931,0.935449299,1.005638767,0.976726081,1.025718063,0.961985725,0.958684521,0.979796485,0.996364332,0.984206370,0.957886227,0.905602896,0.985678876,0.996471203,1.023614683,1.002532059,0.983563582,1.033344420,0.981619532,0.946971552,0.990229806,1.019925907,1.052324899,1.021870136,0.983980416,1.006715943,42032,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  12,0.257451773,0,1.023914699,0.991461101,0.993695198,0.998719292,1.090346136,0.908326463,0.987453744,0.970866626,1.049553339,0.972972973,0.998424577,0.985568918,0.998890165,0.985303150,1.004961047,0.968387125,0.987331314,0.997255380,1.049528486,0.922976395,1.063873169,1.018543156,0.992466375,0.885031582,0.973074630,1.029133547,0.993078096,1.002155086,0.925141728,0.989111429,42066,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
TIME_LIMIT,FALSE,Dim.  13,0.340977907,0,1.077303884,1.021532877,0.989352818,0.986106260,0.989547911,0.991549876,0.998132159,0.997705388,0.987541562,0.999157912,0.996297755,0.974209066,0.979755071,0.995788365,0.933595473,0.953640337,0.979974033,0.975777642,1.033707427,1.012660296,1.005451065,0.990936305,0.993058021,0.957694756,0.993578276,1.014854512,0.978882328,0.970068244,0.983722728,0.953028135,41938,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
TIME_LIMIT,FALSE,Dim.  14,0.454280853,0,0.987281036,0.957924264,0.982379958,0.975123220,0.991838780,0.948804617,0.986044053,0.948535136,1.068661619,0.977704708,0.982276487,0.909269195,0.995522388,0.996929016,0.983242687,0.973552916,0.998426250,0.987758125,1.095160159,1.016580903,1.061584554,1.041992350,0.997238986,0.912892327,0.983578735,0.991439773,0.993156310,1.009817616,0.992827693,1.021777142,41995,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
TIME_LIMIT,FALSE,Dim.  15,0.616966963,0,0.981035796,1.075942579,0.981670146,0.999689525,0.992339908,0.971640561,0.993162996,0.981643106,0.986540079,0.975499238,0.969003545,0.983496762,0.986261003,0.973984382,0.956820520,0.988652921,0.999291813,0.995077111,0.980165225,1.035775545,1.004161119,0.990187926,0.991756400,0.976056407,0.975597450,1.000863216,0.984552814,1.029612484,0.989907232,0.970354475,41794,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  16,0.852708101,0,0.984006093,0.962750598,0.974279749,0.989715528,0.972151627,0.951154163,0.975154185,0.972669535,1.025878300,0.966717459,0.990311146,0.996410731,0.987179487,0.996929016,0.921468470,0.989712570,0.989416532,0.990023525,0.987919882,1.019888916,0.974908455,1.060535506,0.988640398,0.934142878,0.991514151,1.039204402,0.964921200,0.912080457,1.053040715,1.002265141,41774,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  17,1.196147919,0,0.923076923,0.998019965,0.983757829,0.976287500,0.998353438,1.007337181,0.948475771,0.956935054,1.008332332,0.995308365,0.987278456,0.958408881,0.987868351,0.981179258,0.974974276,0.987372511,0.995672188,0.996166246,0.981918790,1.085640774,1.023551931,0.965491435,0.992821362,1.001958576,0.994266318,0.995468115,0.993078096,1.007423075,0.995275726,0.959744079,41775,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
TIME_LIMIT,FALSE,Dim.  18,1.714817047,0,0.994097487,0.971371999,0.961085595,0.986222688,0.995633031,0.988128607,0.931207048,0.989305470,0.984497056,0.992180608,0.991886570,0.986901018,0.979257558,0.988023164,0.955240335,0.997439181,0.978242908,0.998954431,0.994739303,0.964918729,0.971371505,0.998752702,0.997041770,0.972482006,0.997523049,0.999568392,0.972664346,0.949116015,1.026885415,0.991098395,41692,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  19,2.478698015,0,0.993716679,0.958873030,0.996158664,0.971281096,0.999212514,0.935201979,0.912916300,0.965908625,1.042262549,0.977183415,0.997912564,1.036336725,0.978989667,0.979906993,0.995369690,0.992803214,0.998347563,0.977128169,0.979814512,0.993220616,0.987266977,0.987693331,0.996371238,0.988101650,0.998394569,1.031795130,0.989089203,0.945484296,0.979427933,0.948497854,41718,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
TIME_LIMIT,FALSE,Dim.  20,3.668392897,0,0.991507997,0.957676759,0.993736952,0.967788256,0.998317643,0.999134378,0.948229075,0.972956361,0.995713656,0.987168177,0.996888539,0.990453284,0.979410639,0.993858033,0.985962076,0.986003797,0.999960656,0.986189771,0.978060946,0.914522584,0.988390479,0.985822385,0.988443182,1.001028252,0.985963947,1.032262705,0.974267725,0.964760346,0.995060986,1.007510730,41728,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  21,5.526966095,0,0.982444783,0.971413250,0.996534447,0.979469865,0.987006479,1.024525969,0.928563877,0.923294407,0.992068261,0.976100730,0.999763686,1.017539315,0.963911213,0.994252874,0.947045421,0.971786834,0.969075815,0.984447155,0.996765646,0.997059544,0.990595872,0.992266755,0.990178677,0.888752877,0.996743269,0.979750387,0.963317821,0.990222293,0.990508504,1.016928946,41681,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  22,8.519830942,0,0.954074638,0.998019965,0.999665971,0.955175224,0.996742671,0.960057708,0.959612335,0.938578160,0.976284902,0.994867271,0.985821189,0.976984274,0.946919250,0.985873475,0.982985448,0.978983620,0.991147657,0.997995992,0.970657003,0.995589316,1.055426099,0.991684683,0.997554530,0.970670323,0.993257190,0.985037586,0.980094638,0.982400128,0.979256142,0.987561596,41721,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
TIME_LIMIT,FALSE,Dim.  23,13.409821033,0,0.991888804,0.989357314,0.986764092,0.997089300,0.989512117,0.968384171,0.976105727,0.960950625,0.982894684,0.994466276,0.987396613,0.987493062,0.998163031,0.999034834,0.955313832,0.964590048,0.986032970,0.980003485,0.978645468,0.951155762,0.994091212,0.985739232,0.997436201,0.996719385,0.979358745,0.990324785,0.982441046,1.037554376,0.999398729,0.951478302,41672,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  24,21.586966991,0,0.992003046,0.940145203,0.994530271,0.999068576,0.995167699,0.988128607,0.873550661,0.921204671,0.986500020,0.940452322,0.995785742,1.034930620,0.965671642,0.983372817,0.964905189,1.016733631,0.995475469,0.997908861,0.995167953,0.989585886,0.940204727,0.963121570,0.994320199,0.934926309,0.992202193,0.960759630,0.981619804,0.989064932,0.996005841,1,41667,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,FALSE,Dim.  25,35.609370947,0,0.988233054,0.992492369,0.951607516,0.965731362,0.989691091,0.983800495,0.940334802,1.020815407,0.969274526,0.931389847,0.987593541,0.908455134,0.981132798,0.995218040,0.968396296,0.968078061,0.986072314,0.999302954,0.999961032,0.962304991,0.991386485,0.997588558,0.991756400,1.002790971,0.994266318,0.984390174,0.981737124,0.930558327,0.972813949,0.959903036,41646,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0
TIME_LIMIT,FALSE,Dim.  26,60.208107948,0,0.985643564,0.989604818,0.957703549,0.951798812,0.997995490,0.948145095,0.939383260,0.992009834,0.979169170,0.971930387,0.987829854,0.944273821,0.986988136,0.976836009,0.940614435,0.913859332,0.981626470,0.996776161,0.993180578,0.969860328,0.978029294,0.998669549,0.999526683,1.012387994,0.998348700,0.993346042,0.983340503,0.989224568,0.964696787,0.993403275,41643,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
TIME_LIMIT,TRUE,Dim.  27,104.523025036,0,0.995087586,0.965968154,0.999164927,0.936507937,0.999713641,0.963025556,0.913867841,0.951198525,0.994031166,0.950597482,0.992162269,0.994153562,0.993417528,0.997718698,0.998309569,0.969667535,0.997285282,0.978304435,0.974826592,0.983950012,0.992926099,0.978546483,0.981856191,0.999118641,0.980413742,0.991188001,0.976770560,0.960849264,0.977495276,0.983706883,41630,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
TIME_LIMIT,TRUE,Dim.  28,186.537349939,0,0.995087586,0.965968154,0.999164927,0.936507937,0.999713641,0.963025556,0.913867841,0.951198525,0.994031166,0.950597482,0.992162269,0.994153562,0.993417528,0.997718698,0.998309569,0.969667535,0.997285282,0.978304435,0.974826592,0.983950012,0.992926099,0.978546483,0.981856191,0.999118641,0.980413742,0.991188001,0.976770560,0.960849264,0.977495276,0.983706883,41630,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
OPTIMAL,TRUE,Dim.  29,310.588454008,0,0.995087586,0.965968154,0.999164927,0.936507937,0.999713641,0.963025556,0.913867841,0.951198525,0.994031166,0.950597482,0.992162269,0.994153562,0.993417528,0.997718698,0.998309569,0.969667535,0.997285282,0.978304435,0.974826592,0.983950012,0.992926099,0.978546483,0.981856191,0.999118641,0.980413742,0.991188001,0.976770560,0.960849264,0.977495276,0.983706883,41630,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0
