CompTime,ReturnCode,x,F133,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 21,Load 22,Load 23,Load 24,Load 25,Load 26,Load 27,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
OPTIMAL,False,Dim.  9,2.182409048,0,0.960496058,1.058035384,0.980592947,0.962314427,0.995688979,0.994787339,0.968779913,1.129877325,1.093551186,1.094216775,0.950126991,0.964992516,0.949957806,0.854955681,0.872836170,1.100644845,0.998371336,0.990599389,0.973597915,0.965287463,0.890195352,1.009455566,0.932415927,0.981117168,1.080329189,0.855978261,1.130949131,0.997359082,22824,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  10,3.411807060,0,0.982835085,1.038270782,0.985547940,1.011952798,0.984793855,0.984286470,0.987850674,1.032449545,1.066729323,1.078973573,0.939813746,0.996258107,1.002953586,0.925221595,0.841574757,0.962370419,0.915128484,0.975413788,0.969561927,1.002324500,0.825942042,0.996823521,1.069131178,0.926285850,1.012344575,0.956686430,1.082264082,0.997194025,22803,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  11,2.986063957,0,0.929615637,0.987563846,0.998513502,0.986296155,0.973506819,0.974994334,1.062734703,1.101543332,0.988215732,1.102183072,0.968829370,0.939215034,0.950210970,0.960515713,0.942882185,1.047587952,0.895765472,0.906395629,0.993777853,0.986982799,0.982779372,0.962325478,1.023369432,0.952674409,1.031845424,1.024538867,1.072072072,0.987950813,22744,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  12,5.062568188,0,0.950147832,0.896957584,0.992980428,0.984240579,0.998510738,0.997506988,0.956336058,1.181163435,1.059644303,1.095748755,0.967674902,0.979627474,0.923122363,0.969460113,0.892849317,0.985307322,0.982446616,0.878113450,0.919448415,0.992019216,0.949819461,0.985668907,0.996824363,0.850438493,1.063780302,1.015316206,1.053326053,0.987125526,22710,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0
OPTIMAL,False,Dim.  13,3.478281975,0,0.991212221,0.998075357,0.968700966,1.047430529,0.991691488,0.993049785,0.925557765,0.996517610,1.049667438,1.155572578,0.939121065,0.931564943,0.937721519,0.973972603,0.870498868,0.978777243,0.969869707,0.966736301,0.954763306,0.911746475,0.950560133,1.001699047,0.969790734,0.843485818,0.971464353,0.959321476,1.171626172,0.997936783,22656,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  14,17.692565918,0,1.067509855,1.007032349,0.995623090,0.949904834,0.985577677,0.999471179,1.063839187,0.983458647,1.125072296,1.027192646,0.943277149,1.029519375,0.998902954,0.901369863,0.843327734,0.962207167,0.954849801,0.930901494,0.945430085,0.844955834,0.834737524,1.022974071,0.968487908,0.995338548,0.977099919,1.022068511,0.999636000,0.986795411,22476,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OPTIMAL,False,Dim.  15,91.402571917,0,0.910643890,0.970464135,0.991493930,1.087856871,0.998353974,0.989121402,1.072822325,0.998021369,1.061090226,1.094369973,0.997691064,1.015715949,1.045991561,0.984448026,0.884376598,1.027263081,0.913137894,0.837216776,0.945682334,0.983573532,0.995648551,0.939573022,0.915316342,0.901161413,0.982824940,1.035655468,0.985166985,0.994553107,22460,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
OPTIMAL,False,Dim.  16,56.753007889,0,0.995647175,1.106225479,0.993145594,0.962542825,0.991769870,0.997809171,0.963404757,0.984724970,1.109673222,1.034392953,0.946201801,1.114252453,1.019662447,0.912006446,0.763421226,0.956003592,0.998823742,0.975253093,0.965273690,0.995428483,0.897787242,0.854177440,0.962788047,0.959232046,0.939976742,0.974555336,0.988169988,0.977882314,22407,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  17,91.298393965,0,0.947109067,0.982530165,0.970848129,0.873772364,0.985420912,0.968195210,1.013474707,0.982588049,1.130349913,1.134278054,0.955437543,0.913603858,0.999746835,0.981305399,0.823679790,1.025304057,0.955211726,0.932347742,0.991507610,0.946691461,0.928710305,0.998522568,0.935347284,0.957572885,0.960819394,1.068675889,0.977431977,0.998927127,22370,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  18,103.599879980,0,1.058557819,1.089940040,0.998513502,1.037457175,0.975387992,0.985948478,0.907444224,0.987336763,1.075766339,0.998391421,0.966058647,0.920089805,1.008945148,0.935777599,0.883938354,0.916333361,0.957021354,0.967941507,0.987051207,0.976135131,0.866030923,0.973258477,1.009852618,0.956861816,0.934162269,1.011281291,0.997087997,0.996203681,22339,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  19,118.536317825,0,1.055519054,0.999481827,0.999174168,0.932775029,0.991848252,0.978469442,0.931080186,0.969054214,1.040341238,0.995710456,0.932809975,1.001579910,0.921518987,0.966478646,0.838068804,1.092074116,0.909428158,0.995018480,0.985033213,0.955214629,0.934357930,0.971337815,1.041934696,0.904242712,0.893371500,1.051054018,0.989443989,0.970454733,22299,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  20,129.362541199,0,0.923784494,0.998593530,0.972995293,0.910011420,0.956262737,0.974238876,1.028569325,0.996596755,1.099190283,0.978858675,0.927961210,0.959338101,0.972236287,0.985979049,0.901029874,0.973226675,0.971407890,0.981359473,0.988985117,0.980629165,0.904731043,0.969712639,1.016773878,0.998024808,0.989176134,1.092144269,0.993811994,0.988363456,22267,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  21,169.204162836,0,1.058639947,0.999333777,0.988768684,1.053368862,0.996080890,0.988063761,0.934835432,0.999445983,0.966526894,0.988280352,0.968136689,1.039165142,1.068860759,0.954633360,0.838214886,0.972900171,0.958016649,0.968744978,0.879929370,0.930032543,0.956115175,0.907734358,0.969057894,0.919807221,0.861883889,1.006175889,0.995540996,1,22155,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0
OPTIMAL,False,Dim.  22,310.232747078,0,0.905716163,0.980975646,0.991989429,0.951960411,0.996629566,0.996222709,1.016640895,0.991927186,0.993276460,0.941248564,0.970676518,1.042324963,0.941097046,0.965269944,0.855306406,0.962288793,0.984799131,0.978306283,0.975027327,0.943359678,0.947227109,0.945039521,1.072713948,0.921150352,0.946596297,1.067358366,0.946400946,0.985887596,22146,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0
OPTIMAL,False,Dim.  23,369.256448984,0,0.976675427,0.971130358,0.983648526,0.981880472,0.974760934,0.986930573,0.977689419,0.992481203,0.990456912,0.995404060,0.966212576,0.961084317,1.092995781,0.976390008,0.872836170,0.952983430,0.889431777,0.973003375,0.997561591,0.987525182,0.981575780,0.885055773,1.053660125,0.975349609,0.956615082,0.925065876,0.982800983,0.981678633,22098,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
OPTIMAL,False,Dim.  24,518.092361927,0,0.971501314,0.954178696,0.992402345,1.054510849,0.984793855,0.990934502,0.912303954,0.968737634,0.957995951,0.949980850,0.806511198,0.978962248,0.980421941,0.964383562,0.760426558,0.941800669,0.834781035,0.971878515,0.960649121,0.990004649,0.952874734,0.896505873,0.978096246,0.800031603,0.955541641,1.011528327,0.998816999,0.982503920,22041,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OPTIMAL,False,Dim.  25,5475.720062971,0,0.982752957,0.977422459,0.983565943,0.949371907,0.998510738,0.976354159,0.979088432,0.973248912,0.965514748,0.989276139,0.971984915,0.875436554,0.976286920,0.906849315,0.769994887,0.984654314,0.958378574,0.978306283,0.984612797,0.920192159,0.975742987,0.964467755,1.110088755,0.925732796,0.952500224,0.977190382,0.998543999,0.998679541,22010,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
OPTIMAL,False,Dim.  26,858.502933025,0,0.944316689,0.994596195,0.925675118,0.975637609,0.997648534,0.986401753,0.889477947,0.995963593,0.992481203,0.891306013,0.902178096,1.009645768,0.978481013,0.931184529,0.829230882,0.980817892,0.909337676,0.949702716,0.830656689,0.966294747,0.964818072,0.988106671,0.989821676,0.846962155,0.983630021,1.025115283,0.991627992,0.997771726,21940,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
OPTIMAL,False,Dim.  27,2330.438641071,1,0.971172799,0.992893626,0.993310761,0.928892273,0.978601662,0.994711793,1.035269862,0.983142066,0.970936958,0.985752585,0.972677596,0.923499085,0.983544304,0.923690572,0.855160324,0.965308954,0.971679334,0.997991323,0.978222484,0.948008678,0.958244607,0.991726380,0.963683739,0.973295410,0.911798909,0.977519763,0.978250978,0.994305521,21927,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
OPTIMAL,True,Dim.  28,869.437513113,0,0.909494087,0.976682212,0.989346767,0.905062809,0.999216178,0.988668127,0.966718209,0.946497824,0.977660497,0.989276139,0.926960671,0.943123233,0.969367089,0.966156326,0.900664670,0.986450086,0.917752443,0.942551824,0.928108972,0.981946382,0.979168596,0.961512891,0.989170263,0.874535830,0.969854191,0.988883399,0.968968969,0.990509202,21905,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
