February 11 2017,Created as New Dataset,Sample 022 By Administrator Date Saturday
,3628,98.19
,3627,98.14
,3626,98.1
,3625,98.07
,3624,98.06
,3623,98.06
,3622,98.06
,3621,98.05
,3620,98.03
,3619,98
,3618,97.97
,3617,97.94
,3616,97.93
,3615,97.93
,3614,97.94
,3613,97.95
,3612,97.96
,3611,97.96
,3610,97.93
,3609,97.89
,3608,97.85
,3607,97.82
,3606,97.8
,3605,97.79
,3604,97.78
,3603,97.77
,3602,97.77
,3601,97.76
,3600,97.76
,3599,97.75
,3598,97.73
,3597,97.7
,3596,97.68
,3595,97.66
,3594,97.65
,3593,97.66
,3592,97.67
,3591,97.68
,3590,97.68
,3589,97.65
,3588,97.62
,3587,97.58
,3586,97.57
,3585,97.58
,3584,97.6
,3583,97.61
,3582,97.61
,3581,97.6
,3580,97.59
,3579,97.57
,3578,97.56
,3577,97.56
,3576,97.56
,3575,97.55
,3574,97.53
,3573,97.51
,3572,97.5
,3571,97.48
,3570,97.44
,3569,97.41
,3568,97.37
,3567,97.33
,3566,97.31
,3565,97.32
,3564,97.35
,3563,97.37
,3562,97.38
,3561,97.38
,3560,97.37
,3559,97.36
,3558,97.35
,3557,97.35
,3556,97.34
,3555,97.33
,3554,97.32
,3553,97.31
,3552,97.3
,3551,97.29
,3550,97.28
,3549,97.27
,3548,97.25
,3547,97.23
,3546,97.21
,3545,97.2
,3544,97.19
,3543,97.18
,3542,97.18
,3541,97.17
,3540,97.16
,3539,97.15
,3538,97.14
,3537,97.12
,3536,97.11
,3535,97.1
,3534,97.09
,3533,97.08
,3532,97.07
,3531,97.06
,3530,97.05
,3529,97.03
,3528,97.01
,3527,96.99
,3526,96.97
,3525,96.95
,3524,96.93
,3523,96.92
,3522,96.91
,3521,96.91
,3520,96.91
,3519,96.9
,3518,96.89
,3517,96.88
,3516,96.86
,3515,96.85
,3514,96.83
,3513,96.8
,3512,96.78
,3511,96.76
,3510,96.74
,3509,96.73
,3508,96.72
,3507,96.71
,3506,96.7
,3505,96.69
,3504,96.68
,3503,96.67
,3502,96.65
,3501,96.65
,3500,96.65
,3499,96.65
,3498,96.64
,3497,96.63
,3496,96.62
,3495,96.61
,3494,96.6
,3493,96.59
,3492,96.58
,3491,96.57
,3490,96.55
,3489,96.54
,3488,96.52
,3487,96.51
,3486,96.51
,3485,96.5
,3484,96.49
,3483,96.48
,3482,96.47
,3481,96.46
,3480,96.45
,3479,96.44
,3478,96.44
,3477,96.44
,3476,96.44
,3475,96.43
,3474,96.42
,3473,96.41
,3472,96.4
,3471,96.39
,3470,96.38
,3469,96.37
,3468,96.37
,3467,96.36
,3466,96.36
,3465,96.36
,3464,96.36
,3463,96.35
,3462,96.35
,3461,96.34
,3460,96.33
,3459,96.32
,3458,96.31
,3457,96.31
,3456,96.31
,3455,96.3
,3454,96.3
,3453,96.3
,3452,96.3
,3451,96.29
,3450,96.28
,3449,96.27
,3448,96.26
,3447,96.25
,3446,96.25
,3445,96.24
,3444,96.24
,3443,96.24
,3442,96.24
,3441,96.23
,3440,96.23
,3439,96.23
,3438,96.23
,3437,96.24
,3436,96.24
,3435,96.24
,3434,96.24
,3433,96.24
,3432,96.24
,3431,96.24
,3430,96.24
,3429,96.24
,3428,96.24
,3427,96.24
,3426,96.24
,3425,96.24
,3424,96.24
,3423,96.24
,3422,96.24
,3421,96.24
,3420,96.24
,3419,96.24
,3418,96.24
,3417,96.24
,3416,96.23
,3415,96.23
,3414,96.23
,3413,96.23
,3412,96.23
,3411,96.23
,3410,96.24
,3409,96.24
,3408,96.25
,3407,96.25
,3406,96.26
,3405,96.26
,3404,96.26
,3403,96.26
,3402,96.26
,3401,96.26
,3400,96.25
,3399,96.25
,3398,96.25
,3397,96.25
,3396,96.25
,3395,96.25
,3394,96.26
,3393,96.26
,3392,96.26
,3391,96.25
,3390,96.24
,3389,96.24
,3388,96.23
,3387,96.23
,3386,96.23
,3385,96.23
,3384,96.23
,3383,96.22
,3382,96.22
,3381,96.21
,3380,96.2
,3379,96.2
,3378,96.2
,3377,96.2
,3376,96.2
,3375,96.2
,3374,96.19
,3373,96.19
,3372,96.18
,3371,96.18
,3370,96.19
,3369,96.18
,3368,96.17
,3367,96.17
,3366,96.16
,3365,96.15
,3364,96.14
,3363,96.14
,3362,96.14
,3361,96.14
,3360,96.14
,3359,96.14
,3358,96.13
,3357,96.13
,3356,96.12
,3355,96.12
,3354,96.11
,3353,96.1
,3352,96.1
,3351,96.11
,3350,96.11
,3349,96.11
,3348,96.1
,3347,96.1
,3346,96.1
,3345,96.1
,3344,96.1
,3343,96.1
,3342,96.1
,3341,96.1
,3340,96.1
,3339,96.11
,3338,96.1
,3337,96.1
,3336,96.09
,3335,96.09
,3334,96.08
,3333,96.08
,3332,96.08
,3331,96.09
,3330,96.09
,3329,96.09
,3328,96.1
,3327,96.11
,3326,96.11
,3325,96.12
,3324,96.12
,3323,96.12
,3322,96.12
,3321,96.11
,3320,96.11
,3319,96.11
,3318,96.12
,3317,96.13
,3316,96.14
,3315,96.14
,3314,96.14
,3313,96.15
,3312,96.15
,3311,96.15
,3310,96.15
,3309,96.16
,3308,96.16
,3307,96.17
,3306,96.17
,3305,96.18
,3304,96.18
,3303,96.19
,3302,96.18
,3301,96.18
,3300,96.18
,3299,96.18
,3298,96.18
,3297,96.17
,3296,96.17
,3295,96.17
,3294,96.18
,3293,96.18
,3292,96.19
,3291,96.19
,3290,96.19
,3289,96.19
,3288,96.19
,3287,96.19
,3286,96.19
,3285,96.19
,3284,96.19
,3283,96.18
,3282,96.19
,3281,96.19
,3280,96.2
,3279,96.2
,3278,96.21
,3277,96.21
,3276,96.21
,3275,96.21
,3274,96.21
,3273,96.22
,3272,96.22
,3271,96.22
,3270,96.21
,3269,96.21
,3268,96.2
,3267,96.2
,3266,96.2
,3265,96.2
,3264,96.2
,3263,96.2
,3262,96.19
,3261,96.19
,3260,96.2
,3259,96.21
,3258,96.21
,3257,96.22
,3256,96.21
,3255,96.21
,3254,96.22
,3253,96.22
,3252,96.23
,3251,96.23
,3250,96.23
,3249,96.23
,3248,96.24
,3247,96.24
,3246,96.24
,3245,96.23
,3244,96.23
,3243,96.22
,3242,96.22
,3241,96.23
,3240,96.23
,3239,96.23
,3238,96.24
,3237,96.25
,3236,96.25
,3235,96.26
,3234,96.26
,3233,96.26
,3232,96.26
,3231,96.26
,3230,96.26
,3229,96.26
,3228,96.26
,3227,96.26
,3226,96.26
,3225,96.27
,3224,96.29
,3223,96.3
,3222,96.3
,3221,96.3
,3220,96.3
,3219,96.3
,3218,96.3
,3217,96.31
,3216,96.32
,3215,96.33
,3214,96.34
,3213,96.34
,3212,96.35
,3211,96.35
,3210,96.35
,3209,96.36
,3208,96.36
,3207,96.37
,3206,96.38
,3205,96.39
,3204,96.39
,3203,96.39
,3202,96.4
,3201,96.4
,3200,96.41
,3199,96.42
,3198,96.42
,3197,96.43
,3196,96.43
,3195,96.43
,3194,96.44
,3193,96.45
,3192,96.46
,3191,96.46
,3190,96.47
,3189,96.48
,3188,96.49
,3187,96.5
,3186,96.5
,3185,96.51
,3184,96.52
,3183,96.52
,3182,96.53
,3181,96.54
,3180,96.55
,3179,96.56
,3178,96.56
,3177,96.56
,3176,96.56
,3175,96.56
,3174,96.57
,3173,96.57
,3172,96.58
,3171,96.59
,3170,96.6
,3169,96.61
,3168,96.61
,3167,96.62
,3166,96.62
,3165,96.62
,3164,96.63
,3163,96.64
,3162,96.65
,3161,96.65
,3160,96.65
,3159,96.65
,3158,96.66
,3157,96.67
,3156,96.68
,3155,96.69
,3154,96.69
,3153,96.7
,3152,96.7
,3151,96.71
,3150,96.72
,3149,96.72
,3148,96.73
,3147,96.74
,3146,96.74
,3145,96.75
,3144,96.75
,3143,96.75
,3142,96.75
,3141,96.74
,3140,96.74
,3139,96.75
,3138,96.76
,3137,96.77
,3136,96.77
,3135,96.78
,3134,96.78
,3133,96.79
,3132,96.79
,3131,96.79
,3130,96.79
,3129,96.79
,3128,96.79
,3127,96.8
,3126,96.81
,3125,96.81
,3124,96.82
,3123,96.82
,3122,96.83
,3121,96.84
,3120,96.84
,3119,96.85
,3118,96.86
,3117,96.86
,3116,96.87
,3115,96.88
,3114,96.88
,3113,96.88
,3112,96.88
,3111,96.89
,3110,96.9
,3109,96.9
,3108,96.91
,3107,96.91
,3106,96.91
,3105,96.91
,3104,96.92
,3103,96.92
,3102,96.92
,3101,96.92
,3100,96.92
,3099,96.92
,3098,96.92
,3097,96.93
,3096,96.93
,3095,96.93
,3094,96.94
,3093,96.95
,3092,96.96
,3091,96.97
,3090,96.98
,3089,96.98
,3088,96.99
,3087,96.98
,3086,96.98
,3085,96.97
,3084,96.97
,3083,96.98
,3082,96.99
,3081,97
,3080,97
,3079,97.01
,3078,97.01
,3077,97.01
,3076,97.01
,3075,97
,3074,97
,3073,97
,3072,97.01
,3071,97.01
,3070,97.02
,3069,97.03
,3068,97.03
,3067,97.04
,3066,97.05
,3065,97.05
,3064,97.05
,3063,97.06
,3062,97.06
,3061,97.06
,3060,97.06
,3059,97.07
,3058,97.08
,3057,97.09
,3056,97.1
,3055,97.1
,3054,97.1
,3053,97.11
,3052,97.11
,3051,97.12
,3050,97.12
,3049,97.12
,3048,97.12
,3047,97.13
,3046,97.14
,3045,97.15
,3044,97.15
,3043,97.16
,3042,97.16
,3041,97.16
,3040,97.17
,3039,97.18
,3038,97.18
,3037,97.19
,3036,97.2
,3035,97.21
,3034,97.21
,3033,97.21
,3032,97.21
,3031,97.21
,3030,97.2
,3029,97.21
,3028,97.21
,3027,97.22
,3026,97.24
,3025,97.24
,3024,97.25
,3023,97.25
,3022,97.25
,3021,97.25
,3020,97.25
,3019,97.25
,3018,97.26
,3017,97.26
,3016,97.27
,3015,97.27
,3014,97.28
,3013,97.28
,3012,97.28
,3011,97.27
,3010,97.27
,3009,97.26
,3008,97.27
,3007,97.27
,3006,97.27
,3005,97.27
,3004,97.25
,3003,97.25
,3002,97.24
,3001,97.23
,3000,97.23
,2999,97.22
,2998,97.21
,2997,97.2
,2996,97.19
,2995,97.17
,2994,97.15
,2993,97.13
,2992,97.11
,2991,97.08
,2990,97.05
,2989,97.02
,2988,96.99
,2987,96.96
,2986,96.94
,2985,96.93
,2984,96.91
,2983,96.9
,2982,96.89
,2981,96.88
,2980,96.86
,2979,96.84
,2978,96.82
,2977,96.79
,2976,96.77
,2975,96.76
,2974,96.74
,2973,96.71
,2972,96.68
,2971,96.65
,2970,96.62
,2969,96.6
,2968,96.58
,2967,96.57
,2966,96.57
,2965,96.56
,2964,96.56
,2963,96.56
,2962,96.57
,2961,96.58
,2960,96.6
,2959,96.62
,2958,96.65
,2957,96.67
,2956,96.7
,2955,96.73
,2954,96.75
,2953,96.78
,2952,96.79
,2951,96.8
,2950,96.8
,2949,96.8
,2948,96.81
,2947,96.82
,2946,96.83
,2945,96.84
,2944,96.83
,2943,96.82
,2942,96.81
,2941,96.8
,2940,96.79
,2939,96.79
,2938,96.79
,2937,96.78
,2936,96.76
,2935,96.75
,2934,96.74
,2933,96.75
,2932,96.76
,2931,96.77
,2930,96.78
,2929,96.78
,2928,96.78
,2927,96.78
,2926,96.78
,2925,96.78
,2924,96.78
,2923,96.79
,2922,96.81
,2921,96.83
,2920,96.86
,2919,96.89
,2918,96.9
,2917,96.91
,2916,96.92
,2915,96.92
,2914,96.93
,2913,96.93
,2912,96.93
,2911,96.94
,2910,96.95
,2909,96.96
,2908,96.97
,2907,96.99
,2906,97
,2905,97.01
,2904,97.02
,2903,97.02
,2902,97.03
,2901,97.04
,2900,97.05
,2899,97.06
,2898,97.07
,2897,97.08
,2896,97.09
,2895,97.1
,2894,97.1
,2893,97.11
,2892,97.11
,2891,97.11
,2890,97.1
,2889,97.1
,2888,97.09
,2887,97.07
,2886,97.06
,2885,97.05
,2884,97.03
,2883,97.02
,2882,97.01
,2881,96.99
,2880,96.98
,2879,96.96
,2878,96.95
,2877,96.95
,2876,96.95
,2875,96.96
,2874,96.97
,2873,96.97
,2872,96.98
,2871,96.98
,2870,96.99
,2869,97
,2868,97.02
,2867,97.03
,2866,97.05
,2865,97.07
,2864,97.09
,2863,97.12
,2862,97.15
,2861,97.18
,2860,97.2
,2859,97.22
,2858,97.24
,2857,97.25
,2856,97.26
,2855,97.27
,2854,97.29
,2853,97.3
,2852,97.32
,2851,97.34
,2850,97.35
,2849,97.36
,2848,97.37
,2847,97.37
,2846,97.37
,2845,97.38
,2844,97.4
,2843,97.42
,2842,97.44
,2841,97.47
,2840,97.49
,2839,97.51
,2838,97.54
,2837,97.55
,2836,97.57
,2835,97.58
,2834,97.59
,2833,97.6
,2832,97.61
,2831,97.62
,2830,97.64
,2829,97.65
,2828,97.66
,2827,97.67
,2826,97.69
,2825,97.7
,2824,97.71
,2823,97.72
,2822,97.73
,2821,97.73
,2820,97.74
,2819,97.75
,2818,97.76
,2817,97.77
,2816,97.78
,2815,97.78
,2814,97.79
,2813,97.79
,2812,97.8
,2811,97.8
,2810,97.8
,2809,97.81
,2808,97.81
,2807,97.81
,2806,97.82
,2805,97.82
,2804,97.83
,2803,97.83
,2802,97.83
,2801,97.83
,2800,97.84
,2799,97.84
,2798,97.85
,2797,97.86
,2796,97.86
,2795,97.87
,2794,97.87
,2793,97.88
,2792,97.88
,2791,97.88
,2790,97.88
,2789,97.87
,2788,97.87
,2787,97.87
,2786,97.88
,2785,97.88
,2784,97.89
,2783,97.89
,2782,97.9
,2781,97.91
,2780,97.92
,2779,97.92
,2778,97.93
,2777,97.93
,2776,97.93
,2775,97.94
,2774,97.94
,2773,97.94
,2772,97.94
,2771,97.94
,2770,97.94
,2769,97.94
,2768,97.94
,2767,97.95
,2766,97.95
,2765,97.95
,2764,97.95
,2763,97.95
,2762,97.95
,2761,97.96
,2760,97.97
,2759,97.97
,2758,97.97
,2757,97.96
,2756,97.96
,2755,97.96
,2754,97.97
,2753,97.97
,2752,97.98
,2751,97.98
,2750,97.99
,2749,97.99
,2748,97.99
,2747,97.99
,2746,97.99
,2745,97.99
,2744,97.99
,2743,97.99
,2742,97.99
,2741,98
,2740,98
,2739,98.01
,2738,98.02
,2737,98.02
,2736,98.02
,2735,98.02
,2734,98.01
,2733,98.01
,2732,98.01
,2731,98.02
,2730,98.03
,2729,98.03
,2728,98.04
,2727,98.05
,2726,98.05
,2725,98.05
,2724,98.05
,2723,98.04
,2722,98.04
,2721,98.04
,2720,98.04
,2719,98.04
,2718,98.05
,2717,98.05
,2716,98.06
,2715,98.06
,2714,98.06
,2713,98.06
,2712,98.06
,2711,98.07
,2710,98.07
,2709,98.08
,2708,98.07
,2707,98.07
,2706,98.07
,2705,98.07
,2704,98.07
,2703,98.08
,2702,98.08
,2701,98.08
,2700,98.08
,2699,98.08
,2698,98.08
,2697,98.09
,2696,98.09
,2695,98.09
,2694,98.09
,2693,98.1
,2692,98.1
,2691,98.1
,2690,98.11
,2689,98.11
,2688,98.1
,2687,98.1
,2686,98.1
,2685,98.1
,2684,98.1
,2683,98.11
,2682,98.11
,2681,98.12
,2680,98.11
,2679,98.11
,2678,98.11
,2677,98.1
,2676,98.1
,2675,98.11
,2674,98.11
,2673,98.11
,2672,98.1
,2671,98.1
,2670,98.11
,2669,98.11
,2668,98.12
,2667,98.11
,2666,98.11
,2665,98.11
,2664,98.11
,2663,98.1
,2662,98.1
,2661,98.1
,2660,98.09
,2659,98.08
,2658,98.07
,2657,98.07
,2656,98.07
,2655,98.07
,2654,98.08
,2653,98.08
,2652,98.07
,2651,98.07
,2650,98.07
,2649,98.07
,2648,98.07
,2647,98.07
,2646,98.07
,2645,98.07
,2644,98.08
,2643,98.08
,2642,98.09
,2641,98.08
,2640,98.07
,2639,98.06
,2638,98.06
,2637,98.05
,2636,98.05
,2635,98.05
,2634,98.04
,2633,98.04
,2632,98.03
,2631,98.03
,2630,98.03
,2629,98.03
,2628,98.03
,2627,98.03
,2626,98.03
,2625,98.02
,2624,98.01
,2623,98.01
,2622,98
,2621,97.99
,2620,97.98
,2619,97.98
,2618,97.97
,2617,97.98
,2616,97.98
,2615,97.97
,2614,97.97
,2613,97.96
,2612,97.95
,2611,97.93
,2610,97.92
,2609,97.91
,2608,97.91
,2607,97.91
,2606,97.92
,2605,97.92
,2604,97.91
,2603,97.91
,2602,97.9
,2601,97.9
,2600,97.9
,2599,97.89
,2598,97.88
,2597,97.88
,2596,97.87
,2595,97.87
,2594,97.88
,2593,97.88
,2592,97.88
,2591,97.88
,2590,97.88
,2589,97.87
,2588,97.87
,2587,97.86
,2586,97.86
,2585,97.86
,2584,97.87
,2583,97.88
,2582,97.9
,2581,97.9
,2580,97.89
,2579,97.89
,2578,97.88
,2577,97.88
,2576,97.88
,2575,97.89
,2574,97.89
,2573,97.89
,2572,97.88
,2571,97.87
,2570,97.87
,2569,97.88
,2568,97.88
,2567,97.89
,2566,97.9
,2565,97.91
,2564,97.9
,2563,97.89
,2562,97.89
,2561,97.88
,2560,97.88
,2559,97.89
,2558,97.9
,2557,97.9
,2556,97.9
,2555,97.9
,2554,97.9
,2553,97.89
,2552,97.89
,2551,97.88
,2550,97.87
,2549,97.86
,2548,97.85
,2547,97.85
,2546,97.85
,2545,97.84
,2544,97.83
,2543,97.82
,2542,97.82
,2541,97.81
,2540,97.8
,2539,97.78
,2538,97.76
,2537,97.74
,2536,97.71
,2535,97.69
,2534,97.66
,2533,97.63
,2532,97.58
,2531,97.54
,2530,97.49
,2529,97.45
,2528,97.42
,2527,97.39
,2526,97.36
,2525,97.33
,2524,97.3
,2523,97.26
,2522,97.22
,2521,97.19
,2520,97.15
,2519,97.13
,2518,97.11
,2517,97.09
,2516,97.08
,2515,97.07
,2514,97.08
,2513,97.08
,2512,97.08
,2511,97.07
,2510,97.08
,2509,97.1
,2508,97.13
,2507,97.17
,2506,97.21
,2505,97.26
,2504,97.3
,2503,97.35
,2502,97.4
,2501,97.44
,2500,97.49
,2499,97.53
,2498,97.58
,2497,97.62
,2496,97.65
,2495,97.69
,2494,97.72
,2493,97.76
,2492,97.79
,2491,97.82
,2490,97.84
,2489,97.87
,2488,97.88
,2487,97.89
,2486,97.91
,2485,97.92
,2484,97.93
,2483,97.95
,2482,97.97
,2481,97.99
,2480,98.01
,2479,98.02
,2478,98.04
,2477,98.05
,2476,98.05
,2475,98.06
,2474,98.07
,2473,98.08
,2472,98.09
,2471,98.1
,2470,98.11
,2469,98.12
,2468,98.14
,2467,98.15
,2466,98.16
,2465,98.15
,2464,98.14
,2463,98.13
,2462,98.13
,2461,98.12
,2460,98.11
,2459,98.11
,2458,98.12
,2457,98.12
,2456,98.12
,2455,98.12
,2454,98.13
,2453,98.13
,2452,98.14
,2451,98.15
,2450,98.16
,2449,98.16
,2448,98.15
,2447,98.15
,2446,98.15
,2445,98.16
,2444,98.17
,2443,98.18
,2442,98.19
,2441,98.19
,2440,98.17
,2439,98.16
,2438,98.16
,2437,98.17
,2436,98.18
,2435,98.19
,2434,98.2
,2433,98.21
,2432,98.21
,2431,98.2
,2430,98.2
,2429,98.2
,2428,98.2
,2427,98.21
,2426,98.21
,2425,98.21
,2424,98.21
,2423,98.21
,2422,98.22
,2421,98.22
,2420,98.22
,2419,98.22
,2418,98.22
,2417,98.22
,2416,98.22
,2415,98.23
,2414,98.24
,2413,98.25
,2412,98.25
,2411,98.25
,2410,98.25
,2409,98.26
,2408,98.26
,2407,98.28
,2406,98.29
,2405,98.3
,2404,98.3
,2403,98.3
,2402,98.3
,2401,98.29
,2400,98.29
,2399,98.29
,2398,98.3
,2397,98.3
,2396,98.31
,2395,98.31
,2394,98.31
,2393,98.31
,2392,98.32
,2391,98.33
,2390,98.34
,2389,98.35
,2388,98.35
,2387,98.34
,2386,98.34
,2385,98.35
,2384,98.35
,2383,98.36
,2382,98.36
,2381,98.37
,2380,98.37
,2379,98.39
,2378,98.42
,2377,98.45
,2376,98.46
,2375,98.46
,2374,98.45
,2373,98.42
,2372,98.4
,2371,98.39
,2370,98.4
,2369,98.41
,2368,98.4
,2367,98.39
,2366,98.39
,2365,98.38
,2364,98.35
,2363,98.31
,2362,98.29
,2361,98.27
,2360,98.27
,2359,98.3
,2358,98.33
,2357,98.35
,2356,98.36
,2355,98.36
,2354,98.37
,2353,98.37
,2352,98.35
,2351,98.35
,2350,98.35
,2349,98.35
,2348,98.35
,2347,98.35
,2346,98.34
,2345,98.34
,2344,98.34
,2343,98.36
,2342,98.37
,2341,98.37
,2340,98.35
,2339,98.33
,2338,98.33
,2337,98.33
,2336,98.34
,2335,98.34
,2334,98.34
,2333,98.34
,2332,98.34
,2331,98.36
,2330,98.37
,2329,98.37
,2328,98.33
,2327,98.28
,2326,98.24
,2325,98.21
,2324,98.2
,2323,98.22
,2322,98.26
,2321,98.29
,2320,98.29
,2319,98.29
,2318,98.28
,2317,98.28
,2316,98.27
,2315,98.26
,2314,98.26
,2313,98.26
,2312,98.26
,2311,98.26
,2310,98.28
,2309,98.29
,2308,98.29
,2307,98.29
,2306,98.28
,2305,98.27
,2304,98.25
,2303,98.25
,2302,98.24
,2301,98.24
,2300,98.24
,2299,98.25
,2298,98.26
,2297,98.26
,2296,98.25
,2295,98.23
,2294,98.22
,2293,98.2
,2292,98.18
,2291,98.16
,2290,98.16
,2289,98.16
,2288,98.16
,2287,98.16
,2286,98.16
,2285,98.16
,2284,98.15
,2283,98.15
,2282,98.16
,2281,98.17
,2280,98.17
,2279,98.17
,2278,98.18
,2277,98.19
,2276,98.21
,2275,98.22
,2274,98.24
,2273,98.24
,2272,98.23
,2271,98.22
,2270,98.21
,2269,98.21
,2268,98.21
,2267,98.22
,2266,98.23
,2265,98.24
,2264,98.25
,2263,98.25
,2262,98.25
,2261,98.24
,2260,98.22
,2259,98.22
,2258,98.24
