F1,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F2,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F3,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F4,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F5,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F6,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F7,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F8,F80,F9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258154729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353969278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435769259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044123343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.117504907,0.526967668,0,0,0,0,0,0,0,0,0.100506792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052077334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209448786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.593212458,0,0.433530152,0,0,0.327891084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201918167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000151068,0,0
0,0,0,0.213231353,0,0,0.651600708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.471223448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.249212480e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4.340831236e-08,0,0.230360793,1.145903732e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460016830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.742563915,0,0,0,0,0,0,0,0,0,0.261272330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.735766684e-05,0,0,0,0,0,0.364795611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.593693267,0.227116370,0,0,0,0,0,0,0,0.574333999,0,0,0,0.304196171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.597982879,0.543096571,0,0,0,0.407014667,0,0,0,0.059270858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.791777035e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.005146803,0,0,0.214376006,0,0,0,0,0,0,0,0.000196946,0,0,0,0,0,0,0,0,0,0.881224154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.274618755,0,0.082575872,0,0,0,0.212763851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629018645,0,0,0,0,0,0,0,0,0,0,1.784907452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.481368321e-08,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.971395402,-9.015813571e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071448163,0,0
21.356657044,0,0.545883939,0,0,0.176526069,0,0,0.326204068,0,0,1.225850119,0,0,0,0,0,0,0,0,0,0,3.533013441,0,0,0,0,0,0,0,0,0,0,7.883594752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551097935
0,1.037806353,0,1.025288340e-06,0,0,0,0.362060500,0.121498349,0,0,6.089380129,0.338526812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000243603,3.300803662,0,0,0,0,0,0,0,0,0,0,2.852678626,0,0,0,0,0,0,0,0,0,0,1.941394337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255040956
3.725342138,0.796642236,0.909878279,0,0,0,0,0,0,0,0,15.213309122,0,0,0,0,0,0,0,0,0,0,5.093075367,0,0,0,0,0,0,0,0,0,0,3.173275811,0,0,0,0,0,0,0,0,0,0,1.063221554,0,0,0,0,0,0,0,0,0,0.097499999,1.083355300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727798245,0,0
34.465087542,0.702301350,0,0.516834294,0,0.013547331,0,0,0.140174576,1.099006117e-06,0,15.675320111,0,0,0,0,0,0,0,0,0,0,2.228108316,0,0.036909425,0,0,0,0,0,0,0,0,6.461762204,0,0,0,0,0,0,0,0,0,0,0.507202378,0,0,0,0,0,0,0,0,0,0,4.712839428e-05,0,0,0,0,0,0,0,0,0,0,0.127870160,0,0,0,0,0,0,0,0,0,0,1.458533465,0,1.029301725
67603.528979900,0.573493200,1.016469931,-2.655797896e-08,0.196403439,0,0,0,0.439269139,0,0,8.529613337,0,0,0,0,0,0.435718402,0,0,0,0,12.357940554,0,0,0,0,0,0,0,0,0,0,4.639225786,0,0,0,0,0,0,0,0,0,0,7.426409331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.486017954,0,0,0,0,0,0,0,0,0,0,1.423513027,0,0.718383189
90226.556466266,0,0.202721613,0,0,0,0,0,0,0.318853026,0,48.815247858,0,0,0,0,0,0,0,0,0,0,9.145905992,0,0,0,0,0,0,0,0,0,0,2.503420226,0,0,0,0,0,0,0,0,0,0,2.725896369,0,0,0,0,0,0,0,0,0,0,2.748456579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937749129,0,0.786223215
84536.204302289,0,0,-0.000292673,0,0.048892872,0,0,0,0,0,213.266885087,0,0.114541865,0,0,0,0,0,0,0,0,21.975203809,0,0,0,0,0,0,0,0,0,0,7.097392941,0,0,0,0,0,0,0,0,0,0,5.882220976,0,0,0,0,0,0,0,0,0,0,0.347492308,0,0,0,0,0,0,0,0,0,0,2.097276409e-07,0,0,0,0,0,0,0,0,0,0,-1.109628469e-05,0,0
76113.733367916,0.604379644,0,0.885677982,-4.734599290e-06,0,0,0,0,-6.053752453e-05,0,697.389652500,0,0,0.258883939,0,0,0,0,0,0,0,19.894127146,0,0,0,0,0,0,0,0,0,0,13.551372710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.411300263,0,0,0,0,0,0,0,0,0,0,2.081813173,0,0,0,0,0,0,0,0,0,0,0.882998916,0,0
64628.935104738,0.302445663,0.531511418,0,0,0.653858013,0,0,0.578823051,0,0,1737.466998891,0,0,0,0,0,0,0,0.302525325,0,0.040843975,56.246427746,0,0,0,0,0,0,0,0,0,0,10.604855970,0,0,0,0,0,0,0,0,0,0,0.748117352,0,0,0,0,0,0,0,0,0,0,3.909557651,0,0,0,0,0,0,0,0,0,0,0.489891196,0,0,0,0,0,0,0,0,0,0,0.234312281,0,0
57497.223771000,1.070372396,1.446023732,0,0,1.653579322e-05,0,1.138129628e-06,0.674874549,-0.000785103,0.309793839,2860.089061798,0,0,0,0,0.087720061,0,0,0,0,0,160.853924538,0,0,0,0,0,0,0,0,0,0,24.793074160,0,0,0,0,0,0,0,0,0,0,13.829289797,0,0,0,0,0,0,0,0,0,0,2.691948798,0,0,0,0,0,0,0,0,0,0,3.341609067,0,0,0,0,0,0,0,0,0,0,0.850125845,0,0.652740762
48818.173868427,0,0.531983214,1.762749067,0,0,0,0,0,0,0,3946.637710316,0,0,0,0,0,0,0,0,0,0,248.920407976,0,0,0,0,0,0,0,0,0,0,56.928711253,0.150601228,0,0,0,0,0,0,0,0,0,6.208938651,0,0,0,0,0,0,0,0,0,0,2.433969540,0,0,0,0,0,0,0,0,0,0,1.335015143,0,0,0,0,0,0,0,0,0,0,1.087253392,0,1.690453157
40278.095270733,0,0.478675047,0,0.585992075,0,0,0,0,0,0,4651.363227573,0,0,-4.522304627e-05,0,0,0,0,0,0,0,457.907675199,0,0,0,0,0,0,0,0,0,0,71.450574790,0,0,0,0,0,0,0,0,0,0,26.643479024,0,0,0,0,0,0,0,0,0,0,6.330634982,0,0,0,0,0,0,0,0,0,0,1.524870800,0,0,0,0,0,0,0,0,0,0,2.417037031,0,2.788173664
35124.732860816,0.581227950,0.227390779,0,1.207510503,0,0.460489833,0,0,0,0.354098669,4658.138340041,0.287599160,0,0,0,0,0,0,0,0,0,652.346691305,0,0,0,0,0,0,0,0,0.126181709,0,74.499723358,0,0,0,0,0,0,0,0,0,0,8.178595244,0,0,0,0,0,0,0,0,0,0,11.482922279,0,0,0,0,0,0,0,0,0,0,2.821841094,0,0,0,0,0,0,0,0,0,0,4.026762472,0,0.980751147
27300.026341500,3.144229560e-05,1.781095169,1.012124557,0.990647510,0,0,0,0,0,-6.127568008e-05,4745.663947275,0.313816789,0,0,0,0,0,0,0,0.207714491,0,741.589304729,0,0,0,0,0,0,0,0,0,0,134.264115604,0,0,0,0,0,0,0,0,0,0.009685050,26.842429972,0,0,0,0,0,0,0,0,0,0,12.321766585,0,0,0,0,0,0,0,0,0,0,2.841856437,0,0,0,0,0,0,0,0,0,0,0,0,0
23514.454751595,0.629554411,0,0.235021618,0.698378358,0.405726637,0,0,0,0,0,4912.763799437,0.286010467,0,0,0.107616282,0,0,0,0,0,0,779.374668331,0,0,0.211848606,0,0,0,0,0,0,0,172.539096349,0,0,0,0,0,0,0,0,0,0,47.903719314,0,0,0,0,0,0,0,0,0,0,22.343538998,0,0,0,0,0,0,0,0,0,0,3.712670803,0,0,0,0,0,0,0,0,0,0,1.204456841,0,1.460660396
19277.583656847,1.433328815,0.101105772,0.087286591,0.727821551,0,0,0,0.111615963,0,0,4485.246006423,0,0,0,0,0,0,0,0,0,0,933.683646328,0,0,0,0,0,0,0,0,0,0,211.615016477,0,0,0,0,0,0,0,0,0,0,50.401655417,0,0,0,0,0,0,0,0,0,0,20.271754636,0,0,0,0,0,0,0,0,0,0,7.554962895,0,0,0,0,0,0,0,0,0,0,3.653210166,0,3.063447645
16810.621230544,1.331758041,0.666000009,0,0,2.785164105e-06,0.395408190,0.603492637,0.288951757,0,0,4154.746091888,0.121099720,0,-6.947811575e-06,0,0,0,0,0,0,0,945.290290837,0,0,0,0,0,0,0,0,0,0,250.638527629,0,0,0,0,0,0,0,0,0,0,80.431553370,0,0,0,0,0,0,0,0,0,0,23.358126711,0,0,0,0,0,0,0,0,0,0,8.312012278,0,0,0,0,0,0,0,0,0,0,2.979985317,0,1.800388110
14788.482594419,0.213914579,0,0.801828265,0.456883623,0.581108656,0,0.370271137,0,0,0.128018650,3625.821830081,0.022328472,0,0,0,0,0,0,0,0,0,990.873049568,0,0,0,0,0,0,0,0,0,0,271.360817869,0,0,0,0,0,0,0,0,0,0,87.325918488,0,0,0,0,0,0,0,0,0,0,24.123621912,0,0,0,0,0,0,0,0,0,0,9.557481985,0,0,0,0,0,0,0,0,0,0,0.799503093,0,1.350457439
11888.197521836,0.189454195,0.836572543,5.798716537e-05,0.880710881,0.676945414,0.000812743,0.017658669,3.612078797e-06,0.333372730,0,3309.374126673,0,0.410947702,0.261917501,0,0,0,0,0,0,0,1056.593898357,0,0,0,0,0,0.192230084,0,0,0,0,274.813464184,0,0,0,0,0,0,0,0,0,0,94.241193253,0,0,0,0,0,0,0,0,0,0,29.792563640,0,0,0,0,0,0,0,0,0,0,12.726673541,0,0,0,0,0,0,0,0,0,0,7.630759897,0,1.328782075
10049.662423157,0.919685390,0.000180439,0.000466402,0.056326195,0,0,0,0,0,0,3260.485372866,0,0,0.022130506,0,0,0.000145073,0,0,0,0,933.573320712,0,0,0,0,0,0,0,0,0,0,283.617393325,0,0,0,0,0,0,0,0,0,0,99.330401745,0,0,0,0,0,0,0,0,0,0,37.456870957,0,0,0,0,0,0,0,0,0,0,8.809251420,0,0,0,0,0,0,0,0,0,0,8.010065578,0,1.530270270
7792.681470464,1.792203700,0.904750312,0.736464009,0.163998950,0,0.168221303,0.424424601,0,0.014504414,0,2731.389142900,0,0,0.276102255,0,0,0,0,0,0,0,1005.108394413,0,0,0,0,0,0,0,0,0,0,314.948781300,0,0,0,0,0,0,0,0,0,0,112.561021587,0,0,0,0,0,0,0,0,0,0,29.432612505,0,0,0,0,0,0,0,0,0,0,18.361157169,0,0,0,0,0,0,0,0,0,0,6.170410289,0,0.669952968
6980.371775724,0.600229530,0.786254935,0.915509004,0,0.753437257,0,0,0.377711805,0,0,2566.922166560,0,0,0,0,0.034453892,0,0,0,0,0,830.032590972,0,0,0,9.824266137e-05,0,0,0,0,0,0,298.213069346,0,0,0,0,0,0,0,0,0,0,127.997174313,0,0,0,0,0,0,0,0,0,0,55.918244045,0,0,0,0,0,0,0,0,0,-0.000398057,23.467965998,0,0,0,0,0,0,0,0,0,0,4.878296517,0,6.044283609
6417.971406398,0.644916700,-3.056720649e-08,1.139188251,2.209742956,0,0.460864911,0,0,0,0,2262.366556247,0,-9.599028988e-07,0.430812980,0,0,0,0,0,0,0,779.285127356,0,0.292454990,0,0,0,0,0,0,0,0,338.940162170,0,0,0,0,0,0,0,0,0,0,124.666644392,0,0,0,0,0,0,0,0,0,0,42.511892365,0,0,0,0,0,0,0,0,0,0,24.038653654,0,0,0,0,0,0,0,0,0,0,6.903801522,0,2.577613531
4976.557491377,2.463073492,0,1.402542494,0.454979826,0,0.517714130,0.370226854,0,0,0,1999.118409203,0,0.457702897,0,0,0,-2.052031296e-07,0,0.206716215,0,0,758.780197666,0.197952068,0,0,0,0,0,0,0,0,0,282.401233353,0,0.142508760,0,0,0,0,0,0,0,0,119.537395052,0,0,0,0,0,0,0,0,0,0,44.056052419,0,0,0,0,0,0,0,0,0,0,21.297995872,0,0,0,0,0,0,0,0,0,0,9.184176447,0,6.671872527
4403.807484371,3.552361766,0.719970391,0.001081216,0.000196649,0.171490574,0,0.455257685,0,0,-4.646105936e-06,1590.935590198,0,0.331778829,0,0,0,0,0,0.320516071,0,0,657.445841062,0,0,0,0,0,0,0,0,0,0,330.058340333,0,0,0,0,0,0,0,0,0,0,111.371961770,0,0,0,0,0,0,0,0,0,0,69.506524597,0,0,0,0,0,0,0,0,0,0,15.537507144,0,0,0,0,0,0,0,0,0,0,12.462740900,0,8.177480161
3973.268031404,3.378624316,1.368999204,2.061486518,0.071905442,0,0.386212478,0.439985336,-0.000620085,0,0,1654.315909036,0.002126990,0.418386302,0,0,0,0,0,0,0,0,646.119789205,0,0,0,0,0,0,0,0,0,0,278.506896851,0,0,0,0,0,0,0,0,0,0,112.248079230,0,0,0,0,0,0,0,0,0,0,49.716176596,0,0,0,0,0,0,0,0,0,0,31.732693464,0,0,0,0,0,0,0,0,0,0,12.545181616,0,7.124464580
2923.818574974,1.688084960,2.141074108,0.783477701,0,0,0,0,0,0,0,1230.746811164,0.364169554,0,0,-1.493418465e-07,0,0,0,0,0,0,562.944295954,0,0,0,0,0,0,0,0,0,0,240.926049211,0,0,0,0,0,0,0,0,0.189872495,0,84.514456877,0,0,0,0,0,0,0,0,0,0,47.396630922,0,0,0,0,0,0,0,0,0,0,27.407690835,0,0,0,0,0,0,0,0,0,0,10.424444603,0,9.566356270
2506.242845823,1.932197127,0.631663619,1.439294208,0.000295238,0,0.427016423,0.000126306,0,0,0,1426.432580961,0,0.319021151,0.052236663,0,0,0,0,0,0,0,471.949370287,0.342713872,0,0,0,0,0,0,0,0,0,203.492586281,0,0,0,0,0,0,0,0,0,0,116.457896888,0,0,0,0,0,0,0,0,0,0,53.968766624,0,0,0,0,0,0,0,0,0,0,18.207347838,0,0,0,0,0,0,0,0,0,0,15.244743427,0,9.926931991
2191.761254999,1.889739868,5.156851064,1.102726975,0.482923504,0,1.247215434,0,0.408737820,2.415349755e-08,0,1103.557644918,0,0,0,0,0,0,0,0,0,0,496.296118145,0,0,0,0,0,0,0,0,0,0,226.916183918,0,0,0,0,0,0,0,0,0,0,97.646978575,0,0,0,0,0,0,0,0,0,0,47.289539199,0,0,0,0,0,0,0,0,0,0,27.476798249,0,0,0,0,0,0,0,0,0,0,9.932799504,0,6.581731582
2109.554288897,3.994835838,1.481957471,0.485528275,0.520573338,0.810771320,0,6.491056089e-06,0,0,0,961.129965612,0.377206097,0,4.679191882e-05,0,0,0,0,0,0,0,418.700233894,0,0,0,0,0,0,0,0,0,0,244.602498255,0,0,0,0,0,0,0,0,0,0,108.173024091,0,0,0,0,0,0,0,0,0,0,54.516598807,0,0,0,0,0,0,0,0,0,0,27.547020910,0,0,0,0,0,0,0,0,0,0,19.189065908,0,5.139847014
1980.959762356,5.294970507,2.894259996,2.657005894,1.632466664,0.402808502,0.750984346,0,0,0,0,1016.012938702,0,0.441280354,0.054624917,0,0,0,0,0,0,0,424.856338311,0,0,0,0,0,0,0,0,0,0,203.046637761,0,0,0,0,0,0,0,0,0,0,108.600573225,0,0,0,0,0,0,0,0,0,0,43.940628177,0,0,0,0,0,0,0,0,0,0,30.413699406,0,0,0,0,0,0,0,0,0,0,17.710841450,0,6.554817351
1729.054322719,2.989996232,1.077855201,1.161592327,0,0.466879100,0.000243347,1.358854660,0,0,0,726.340538531,0.314694744,-0.014186592,0,0,0,0,0,0,0,0,371.892990730,0,0,0,0,0,0.111610778,0,0,0,0,183.636825348,0,0,0,0,0,0,0,0,0,0,93.119572688,0,0,0,0,0,0,0,0,0,0,46.790289215,0,0,0,0,0,0,0,0,0,0,26.049176874,0,0,0,0,0,0,0,0,0,0,15.269032770,0,7.866920723
1395.388693968,4.622619225,2.079186925,1.594291156,0.238729491,0,0.009362581,1.054171430e-06,0.340181116,0,1.042106607,885.944079025,0,0,0,0,0,0,0,0,0,0,418.319893524,0,0,0,0,0,0,0,6.803944468e-07,0,0,181.871058761,0,0,0,0,0,0,0,0,0,0,76.589281569,0,0,0,0,0,0,0,0,0,0,36.576858310,0,0,0,0,0,0,0,0,0,0,39.374533009,0,0,0,0,0,0,0,0,0,0,17.834163266,0,4.560595144
