Id,Catid,Com,Hid,K,Knv
26,7076469,6,7076469,1,9
26,7076469,7,3151664,1,9
26,7076469,7,6200508,1,9
26,7076469,7,2167837,1,9
27,175985,14,175985,1,16
27,175985,15,3151664,1,16
27,175985,15,6200508,1,16
28,4967899,5,4967899,1,6
28,4967899,6,84974,1,6
29,1676049,15,1676049,1,20
29,1676049,16,786170,1,20
29,1676049,16,760287,1,20
29,1676049,16,691213,1,20
29,1676049,17,423033,1,20
29,1676049,17,291067,1,20
30,566918,2,566918,1,4
30,566918,3,89356,1,4
30,566918,3,223006,1,4
31,10071972,2,10071972,1,3
31,10071972,3,84961,1,3
32,773864,1,773864,1,2
32,773864,2,166888,1,2
33,213634,9,213634,1,10
33,213634,10,4781934,1,10
34,363403,6,363403,1,9
34,363403,7,209092,1,9
34,363403,7,112012,1,9
34,363403,7,256829,1,9
35,209092,67,209092,1,72
35,209092,68,143586,1,72
35,209092,69,154211,1,72
35,209092,68,84563,1,72
35,209092,68,268541,1,72
35,209092,70,125805,1,72
36,199398,10,199398,1,12
36,199398,11,201651,1,12
36,199398,11,1006738,1,12
37,103473,15,103473,1,18
37,103473,16,6853704,1,18
37,103473,17,545180,1,18
37,103473,17,639877,1,18
38,639877,13,639877,1,18
38,639877,14,2846377,1,18
38,639877,14,87672,1,18
38,639877,14,1080298,1,18
38,639877,16,84938,1,18
38,639877,14,383150,1,18
39,318875,5,318875,1,8
39,318875,6,1877421,1,8
39,318875,6,2862191,1,8
39,318875,6,10341813,1,8
40,1107621,2,1107621,1,3
40,1107621,3,7646477,1,3
41,131884,19,131884,1,22
41,131884,20,4359459,1,22
41,131884,20,145624,1,22
41,131884,21,2770711,1,22
42,4359459,4,4359459,1,5
42,4359459,5,717628,1,5
43,805810,6,805810,1,8
43,805810,7,344113,1,8
43,805810,7,266649,1,8
44,109499,8,109499,1,12
44,109499,9,85569,1,12
44,109499,11,9184281,1,12
44,109499,9,871495,1,12
44,109499,10,9228513,1,12
45,8986929,2,8986929,1,3
45,8986929,3,481516,1,3
46,1393962,13,1393962,1,14
46,1393962,14,82492,1,14
47,11781499,2,11781499,1,3
47,11781499,3,7247275,1,3
48,150454,5,150454,1,8
48,150454,7,144579,1,8
48,150454,6,332150,1,8
48,150454,6,84695,1,8
49,332150,10,332150,1,12
49,332150,11,1014315,1,12
49,332150,11,84953,1,12
50,4145951,2,4145951,1,3
50,4145951,3,114656,1,3
51,294904,4,294904,1,8
51,294904,5,151187,1,8
51,294904,5,7642096,1,8
51,294904,5,457086,1,8
51,294904,5,2921319,1,8
52,436733,4,436733,1,6
52,436733,5,1070055,1,6
52,436733,5,799888,1,6
53,99315,27,99315,1,28
53,99315,28,4013163,1,28
54,599536,16,599536,1,19
54,599536,17,165719,1,19
54,599536,19,165080,1,19
54,599536,17,84971,1,19
55,302817,9,302817,1,13
55,302817,10,1385315,1,13
55,302817,11,302962,1,13
55,302817,11,182942,1,13
55,302817,10,799888,1,13
56,1018229,2,1018229,1,2
57,5841159,1,5841159,1,3
57,5841159,2,744507,1,3
57,5841159,2,154212,1,3
58,7533435,1,7533435,1,3
58,7533435,2,1921949,1,3
58,7533435,2,7533434,1,3
59,157841,17,157841,1,19
59,157841,18,81545,1,19
59,157841,18,1393962,1,19
60,1407527,2,1407527,1,7
60,1407527,3,5881305,1,7
60,1407527,3,4281074,1,7
60,1407527,4,4282264,1,7
60,1407527,3,177710,1,7
60,1407527,6,701972,1,7
61,3064810,3,3064810,1,4
61,3064810,4,88806,1,4
62,7250587,1,7250587,1,3
62,7250587,3,1423313,1,3
62,7250587,2,7247275,1,3
63,8312353,6,8312353,1,13
63,8312353,7,10661462,1,13
63,8312353,7,8007308,1,13
63,8312353,11,84695,1,13
63,8312353,8,1610815,1,13
63,8312353,7,610752,1,13
63,8312353,8,8421227,1,13
63,8312353,7,7192816,1,13
64,1439642,2,1439642,1,3
64,1439642,3,1423313,1,3
65,158851,29,158851,1,32
65,158851,31,85441,1,32
65,158851,30,149284,1,32
65,158851,31,99727,1,32
66,1223076,8,1223076,1,10
66,1223076,9,586597,1,10
66,1223076,9,256829,1,10
67,374808,13,374808,1,15
67,374808,14,158851,1,15
67,374808,14,6083320,1,15
68,794574,23,794574,1,26
68,794574,25,840412,1,26
68,794574,24,182884,1,26
68,794574,24,1070055,1,26
69,547027,19,547027,1,21
69,547027,20,2770685,1,21
69,547027,20,5837221,1,21
70,981107,6,981107,1,7
70,981107,7,7315412,1,7
71,2687341,4,2687341,1,5
71,2687341,5,465968,1,5
72,2866860,6,2866860,1,8
72,2866860,8,84976,1,8
72,2866860,7,599536,1,8
73,1215236,4,1215236,1,6
73,1215236,5,1216178,1,6
73,1215236,5,656692,1,6
74,1192295,12,1192295,1,14
74,1192295,13,373415,1,14
74,1192295,13,1080298,1,14
75,185021,9,185021,1,13
75,185021,10,490246,1,13
75,185021,11,165719,1,13
75,185021,10,599536,1,13
75,185021,10,856055,1,13
76,84529,15,84529,1,17
76,84529,16,104860,1,17
76,84529,16,82492,1,17
77,256829,9,256829,1,10
77,256829,10,158851,1,10
78,3447552,14,3447552,1,18
78,3447552,15,158851,1,18
78,3447552,15,904364,1,18
78,3447552,16,3403103,1,18
78,3447552,15,3525371,1,18
79,5623125,1,5623125,1,3
79,5623125,2,5623735,1,3
79,5623125,3,99484,1,3
80,616312,2,616312,1,4
80,616312,3,9510438,1,4
80,616312,3,99484,1,4
81,1041509,4,1041509,1,7
81,1041509,7,3602823,1,7
81,1041509,5,3552628,1,7
81,1041509,5,3552621,1,7
82,927851,4,927851,1,7
82,927851,5,497287,1,7
82,927851,7,2007660,1,7
82,927851,5,497442,1,7
83,96227,2,96227,1,4
83,96227,3,9288826,1,4
83,96227,3,126056,1,4
84,126056,11,126056,1,13
84,126056,12,1023211,1,13
84,126056,12,1205892,1,13
85,8168837,2,8168837,1,3
85,8168837,3,8162286,1,3
86,431796,2,431796,1,4
86,431796,3,202774,1,4
86,431796,3,469373,1,4
87,168584,23,168584,1,29
87,168584,25,87637,1,29
87,168584,24,869704,1,29
87,168584,24,1111979,1,29
87,168584,24,7913397,1,29
87,168584,24,5545482,1,29
87,168584,24,9849865,1,29
88,9976322,1,9976322,1,2
88,9976322,2,5825523,1,2
89,4082519,55,4082519,1,57
89,4082519,56,202688,1,57
89,4082519,56,4994631,1,57
90,3921391,21,3921391,1,23
90,3921391,22,1398124,1,23
90,3921391,22,774401,1,23
91,1597938,4,1597938,1,5
91,1597938,5,4790805,1,5
92,84286,17,84286,1,19
92,84286,18,1351474,1,19
92,84286,18,223124,1,19
93,1921949,4,1921949,1,5
93,1921949,5,5789878,1,5
94,1189417,11,1189417,1,13
94,1189417,12,86274,1,13
94,1189417,12,84694,1,13
95,3662268,2,3662268,1,3
95,3662268,3,738139,1,3
96,4958999,4,4958999,1,6
96,4958999,5,202688,1,6
96,4958999,5,214921,1,6
97,884066,7,884066,1,11
97,884066,8,1298163,1,11
97,884066,8,844381,1,11
97,884066,8,5455737,1,11
97,884066,8,612503,1,11
98,869678,5,869678,1,8
98,869678,6,1961197,1,8
98,869678,6,5613168,1,8
98,869678,6,6831782,1,8
99,133095,10,133095,1,14
99,133095,11,84915,1,14
99,133095,11,8393721,1,14
99,133095,11,1136556,1,14
99,133095,11,2279420,1,14
100,1472308,1,1472308,1,6
100,1472308,2,4037272,1,6
100,1472308,2,10744310,1,6
100,1472308,3,2702495,1,6
100,1472308,2,2846563,1,6
100,1472308,2,2307115,1,6
101,3475402,2,3475402,1,3
101,3475402,3,2306579,1,3
102,2306640,1,2306640,1,2
102,2306640,2,2306579,1,2
103,11068309,2,11068309,1,3
103,11068309,3,1099091,1,3
104,800040,3,800040,1,7
104,800040,7,84976,1,7
104,800040,5,302695,1,7
104,800040,6,84971,1,7
104,800040,4,7090560,1,7
105,581596,7,581596,1,10
105,581596,8,158371,1,10
105,581596,8,551378,1,10
105,581596,8,2872293,1,10
106,3733699,4,3733699,1,7
106,3733699,5,83991,1,7
106,3733699,5,3880883,1,7
106,3733699,5,11358033,1,7
107,584190,17,584190,1,21
107,584190,18,704810,1,21
107,584190,18,615466,1,21
107,584190,19,365616,1,21
107,584190,21,360926,1,21
108,7642516,3,7642516,1,5
108,7642516,4,7642533,1,5
108,7642516,4,7652338,1,5
109,606377,6,606377,1,11
109,606377,7,2984830,1,11
109,606377,7,584190,1,11
109,606377,8,146683,1,11
109,606377,8,108811,1,11
109,606377,7,6681838,1,11
110,2432160,1,2432160,1,4
110,2432160,2,10961971,1,4
110,2432160,3,360926,1,4
110,2432160,2,6681838,1,4
111,10838057,1,10838057,1,2
111,10838057,2,149299,1,2
112,139614,9,139614,1,11
112,139614,10,342193,1,11
112,139614,10,87130,1,11
113,185468,5,185468,1,9
113,185468,6,321858,1,9
113,185468,6,4097239,1,9
113,185468,6,623074,1,9
113,185468,6,750950,1,9
114,390899,20,390899,1,23
114,390899,21,1438533,1,23
114,390899,21,342193,1,23
114,390899,21,86501,1,23
115,1114911,17,1114911,1,20
115,1114911,18,716720,1,20
115,1114911,18,9671624,1,20
115,1114911,18,96239,1,20
116,6320313,2,6320313,1,5
116,6320313,3,1439605,1,5
116,6320313,3,95606,1,5
116,6320313,3,7342535,1,5
117,2862191,7,2862191,1,9
117,2862191,8,293687,1,9
117,2862191,8,924138,1,9
118,322205,9,322205,1,11
118,322205,10,2841721,1,11
118,322205,10,4013345,1,11
119,198757,40,198757,1,42
119,198757,41,1798999,1,42
119,198757,41,6050706,1,42
120,8171094,2,8171094,1,4
120,8171094,3,8170127,1,4
120,8171094,3,8162372,1,4
121,96803,7,96803,1,8
121,96803,8,924138,1,8
122,1763061,3,1763061,1,6
122,1763061,4,1921949,1,6
122,1763061,4,2020491,1,6
122,1763061,4,9510438,1,6
123,3256976,2,3256976,1,3
123,3256976,3,2020499,1,3
