CompTime,ReturnCode,x,F126,Load,Load 1,Load 10,Load 11,Load 12,Load 13,Load 14,Load 15,Load 16,Load 17,Load 18,Load 19,Load 2,Load 20,Load 3,Load 4,Load 5,Load 6,Load 7,Load 8,Load 9,Objective Value,Valid?,x 1,x 10,x 11,x 12,x 13,x 14,x 15,x 16,x 17,x 18,x 19,x 2,x 20,x 21,x 22,x 23,x 24,x 25,x 26,x 27,x 28,x 29,x 3,x 30,x 31,x 32,x 33,x 34,x 35,x 36,x 37,x 38,x 39,x 4,x 40,x 41,x 42,x 43,x 44,x 45,x 46,x 47,x 48,x 49,x 5,x 50,x 51,x 52,x 53,x 54,x 55,x 56,x 57,x 58,x 59,x 6,x 60,x 61,x 62,x 63,x 64,x 65,x 66,x 67,x 68,x 69,x 7,x 70,x 71,x 72,x 73,x 74,x 75,x 76,x 77,x 78,x 79,x 8,x 80,x 81,x 82,x 83,x 84,x 85,x 86,x 87,x 88,x 89,x 9,x 90,x 91,x 92,x 93,x 94,x 95,x 96,x 97,x 98,x 99
OPTIMAL,FALSE,Dim.  9,1.840290070,0,1.005987497,0.977308439,1.064056089,0.997313859,0.999666319,0.996205087,0.999085011,0.987261146,1.041003009,0.998406467,0.996040040,0.976510337,1.055489466,0.967743098,0.942866983,0.930440332,1.006790863,0.928774018,1.031548454,0.971382101,0.983292888,42050,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  10,2.500990868,0,1.020339878,0.931601812,1.076484882,1.010870478,0.969134515,0.995236173,0.995300283,0.981138278,1.022106319,0.983442808,0.997433359,0.980009653,0.986223570,0.986556621,0.971223022,0.993379068,0.966699350,0.933807374,1.049427420,0.949773458,0.969105843,42027,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  11,1.532856941,0,1.032402923,0.930307792,0.999083775,1.060857886,0.999457769,0.999434800,0.959241391,0.970166427,1.043490471,0.962454818,0.994940051,1.017295471,1.003568825,0.986772868,0.981555181,0.986678366,0.982423648,0.958814365,0.986828407,0.992913294,0.991366436,41982,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  12,9.636309862,0,1.008276834,0.908494316,0.992949050,0.983421472,0.985359750,0.998748486,0.980951589,0.997493322,1.036268806,1.010960395,0.999816668,1.028718526,1.011819333,1.041807828,0.960546456,0.998923101,0.998692668,0.958614629,0.986330512,0.977733029,0.996266567,41889,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  13,5.808820009,0,0.997314432,0.958683797,0.998526073,0.976622177,0.998248175,0.997577715,0.997837298,0.984014794,1.054684052,0.995491469,0.999413339,0.995736465,0.990252888,1.014921070,1.016875861,0.962029355,0.959000617,0.975032956,0.974652605,0.975332068,0.965279074,41845,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  14,13.113089085,0,0.967332922,0.992513171,0.973110784,0.998740871,0.997956204,0.998546629,0.998045250,0.951756729,0.995626881,0.968362548,0.990613427,1.016692141,1.030507694,0.989403878,1.030078065,0.981971921,0.987798235,0.959972836,0.998325261,0.990977036,0.966865783,41741,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
OPTIMAL,FALSE,Dim.  15,24.393730164,0,1.023597781,0.948793789,0.997809027,0.993200705,0.995703858,0.996083973,0.953044419,0.974933224,0.994383149,0.994908469,0.990356763,0.956841767,0.991711117,0.996936495,1.022003674,0.985322272,1.011584414,0.959253785,0.990358937,0.980985943,0.994773194,41712,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
OPTIMAL,FALSE,Dim.  16,44.434215069,0,1.029585278,0.977493299,0.980759272,0.998363133,0.999874870,0.998829229,0.993137581,0.939305527,0.995867603,0.970772280,0.991970080,0.999195559,0.994435704,1.036978303,1.028356039,0.984883535,0.951410829,0.964007510,0.965283121,0.985052085,0.929858130,41664,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  17,58.932785034,0,0.982565818,0.987475737,0.996693622,0.992571141,0.998957247,0.998223658,0.989768757,0.989973290,0.989287864,0.982898675,0.997616690,0.990306492,0.988679535,0.993656743,1.006199296,0.997327696,0.991429713,0.983302041,1.031503191,0.976300197,0.948618630,41622,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1
OPTIMAL,FALSE,Dim.  18,74.659389019,0,1.031698512,0.951289398,0.999681313,0.983085705,0.990656934,0.996972144,0.975877558,0.992479967,0.979257773,0.969450814,0.987130129,0.988416057,0.999501132,0.992935919,1.027858564,0.995253669,0.959654283,0.970399073,0.979722084,0.960151803,0.992953145,41591,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0
OPTIMAL,FALSE,Dim.  19,69.135756969,0,0.994584838,0.998659765,0.997888699,0.996348527,0.998790407,0.997739201,0.971261021,0.978795973,0.979458375,1.008900463,0.990796759,0.969592149,0.996584673,0.991998847,1.002678708,0.987914805,0.978102190,0.938321416,0.983071561,0.941060295,0.988986373,41583,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0
OPTIMAL,TRUE,Dim.  20,84.024635077,0,0.975961962,0.983547463,0.993626260,0.963946949,0.999833160,0.996366572,0.987564465,0.985247586,0.995426279,0.968362548,0.990540095,0.968747486,0.997735907,0.979312333,0.991810807,0.995891832,0.988052439,0.975752007,0.996650523,0.999031871,0.979932798,41528,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
NA,NA,Dim.  21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
